model_id,model_name,model_version,model_type,training_dataset_version,artifact_uri,deployment_status
a71093bc-9352-423e-ae4f-2c32c9c5ceaf,eta-regressor,v2.9.3,Anomaly,exim-ds-2026-12,s3://allcargo-exim-models/anomaly/16d04141553d,Retired
8d4d22bc-3a35-4e8e-ad9e-446fb1d74b3e,delay-risk-classifier,v4.2.2,Classifier,exim-ds-2024-05,s3://allcargo-exim-models/classifier/bcfe3e406112,Draft
281476d7-818e-42a7-8405-32d55a01a8e2,eta-regressor,v4.9.0,NLP,exim-ds-2024-08,s3://allcargo-exim-models/nlp/80c0d146725f,Production
73bf0973-c382-443f-9e40-4a492616cb0a,risk-summary-llm,v1.4.5,Classifier,exim-ds-2024-08,s3://allcargo-exim-models/classifier/3d9edf2e0cf5,Production
fb86847c-1977-4480-ab65-588cb950e905,delay-risk-classifier,v3.2.0,Anomaly,exim-ds-2026-06,s3://allcargo-exim-models/anomaly/fca0b12a0f2a,Draft
b029610e-e479-4d07-b0fb-d62a17f962d3,document-intelligence,v2.6.5,Regressor,exim-ds-2026-02,s3://allcargo-exim-models/regressor/a9ddaa3446bb,Production
10ad3abb-584a-44af-9ab7-1614272e4b77,delay-risk-classifier,v1.6.2,Classifier,exim-ds-2024-07,s3://allcargo-exim-models/classifier/f37824c82a65,Retired
2c12126e-5644-4d61-9b0a-2b3552db7554,eta-regressor,v2.1.3,Anomaly,exim-ds-2026-08,s3://allcargo-exim-models/anomaly/b3c7e8b7bccb,Testing
dc73ae08-a1f8-4ec2-a82f-2dd84a1ed567,document-intelligence,v2.6.4,NLP,exim-ds-2024-04,s3://allcargo-exim-models/nlp/bfbd536f8530,Draft
5eaa7005-c299-4f98-93b5-75904ae6a94f,document-intelligence,v1.8.5,Classifier,exim-ds-2025-10,s3://allcargo-exim-models/classifier/d9b0bd6700c5,Production
433fc5d5-d87a-493c-97f8-fb0c6c6593e4,risk-summary-llm,v2.8.3,NLP,exim-ds-2026-07,s3://allcargo-exim-models/nlp/0e0b20818b47,Draft
7d2a396d-86b9-4b53-90bf-84bf94f4c944,document-intelligence,v2.2.7,LLM,exim-ds-2024-04,s3://allcargo-exim-models/llm/e95fa89ebfd5,Production
06653beb-466a-4686-90fb-3561e1261c98,risk-summary-llm,v4.6.1,NLP,exim-ds-2026-06,s3://allcargo-exim-models/nlp/e369a51bdc6c,Draft
60bbe9a7-f5cc-47e4-939d-bc280631e2fb,delay-risk-classifier,v2.0.2,Classifier,exim-ds-2024-04,s3://allcargo-exim-models/classifier/ddcc882bb39d,Testing
c7e9f9f3-2828-42ab-9b7d-a250025cc17c,eta-regressor,v4.2.6,Anomaly,exim-ds-2025-02,s3://allcargo-exim-models/anomaly/9301e563f7b3,Testing
46dd2e70-2fd4-4aed-b61c-cb6aa8fd772c,risk-summary-llm,v1.0.8,Regressor,exim-ds-2024-12,s3://allcargo-exim-models/regressor/d0a428e6d86d,Retired
2d64ea95-7236-4c0f-9b8a-c93a1c9fe878,anomaly-detector,v3.5.1,Anomaly,exim-ds-2024-02,s3://allcargo-exim-models/anomaly/96e18a99f7cf,Production
58bb0ccf-7c1a-4073-a9d0-93fc8a4d232f,eta-regressor,v1.7.2,Classifier,exim-ds-2024-05,s3://allcargo-exim-models/classifier/743eff2f408b,Production
b13b7a50-933f-4a21-b2f9-f0855aff3b5d,document-intelligence,v2.4.9,Classifier,exim-ds-2025-04,s3://allcargo-exim-models/classifier/da487dbeb151,Draft
11473ef4-7b9b-46d5-94a6-07cb2724fa73,risk-summary-llm,v1.3.9,LLM,exim-ds-2024-08,s3://allcargo-exim-models/llm/e0931e86509a,Retired
e631c3aa-d6c7-489d-aa3a-b91180621537,delay-risk-classifier,v3.3.5,Anomaly,exim-ds-2024-03,s3://allcargo-exim-models/anomaly/6aff4bc146ea,Testing
dd0687f9-b3ec-4376-90cc-c2a3d713a21e,delay-risk-classifier,v3.6.1,Classifier,exim-ds-2026-02,s3://allcargo-exim-models/classifier/6e2ef39517b0,Production
dc65150f-e04c-407a-b03a-f4ba70b05f25,risk-summary-llm,v2.9.1,Regressor,exim-ds-2025-05,s3://allcargo-exim-models/regressor/7f48de8b3c5e,Production
c6517d95-d753-4bc6-90f4-98e283bc5cb1,anomaly-detector,v1.4.9,Regressor,exim-ds-2026-12,s3://allcargo-exim-models/regressor/57f2a495ecf9,Testing
0a64b586-7acc-4120-9b97-ae8b5083510a,risk-summary-llm,v1.6.8,Classifier,exim-ds-2025-02,s3://allcargo-exim-models/classifier/a2980d9845f3,Draft
7315cc86-5479-4a51-a484-c325db170295,risk-summary-llm,v2.7.6,Classifier,exim-ds-2026-03,s3://allcargo-exim-models/classifier/2f67c1577a85,Production
21df654e-7b22-4c50-b335-605e64feac3d,eta-regressor,v2.5.5,Classifier,exim-ds-2026-09,s3://allcargo-exim-models/classifier/d85c98a80dad,Retired
ce325e7d-e3b5-4524-b12b-1d904892e3f4,document-intelligence,v3.9.9,NLP,exim-ds-2024-05,s3://allcargo-exim-models/nlp/56e3939498a4,Production
90949d73-8f22-4cba-a557-d37068026a08,risk-summary-llm,v4.6.7,Anomaly,exim-ds-2024-01,s3://allcargo-exim-models/anomaly/6ed46ea7ad09,Draft
0875e594-60d7-40da-ae5a-2ff06178f4a6,anomaly-detector,v3.1.5,Regressor,exim-ds-2025-11,s3://allcargo-exim-models/regressor/72e14d5cad65,Retired
9531e05e-e1ea-4443-8ebf-280693d0c06b,document-intelligence,v3.6.9,Anomaly,exim-ds-2024-02,s3://allcargo-exim-models/anomaly/bd086c7c9125,Retired
72b6f617-8483-4d12-bc8d-6f52cb5de00e,risk-summary-llm,v2.7.1,Anomaly,exim-ds-2025-12,s3://allcargo-exim-models/anomaly/b72b43ec2ac5,Draft
c57444e0-92d2-48f3-83a9-24ec883beaf2,delay-risk-classifier,v1.3.0,Classifier,exim-ds-2026-10,s3://allcargo-exim-models/classifier/acab53ac0409,Production
26b61d43-5dad-4d03-939f-a2b19b0f3b48,risk-summary-llm,v3.6.8,Classifier,exim-ds-2025-04,s3://allcargo-exim-models/classifier/9079e90c5d9f,Retired
a263df22-606e-4acd-9491-de152d6deb1d,delay-risk-classifier,v2.2.1,Classifier,exim-ds-2025-03,s3://allcargo-exim-models/classifier/997604c441e0,Production
72ecdfbc-2463-424f-8fdc-fdfb5432bf0e,document-intelligence,v2.0.8,Regressor,exim-ds-2024-05,s3://allcargo-exim-models/regressor/0918567041e5,Production
a9b122c3-777e-4068-b360-739092a143d1,delay-risk-classifier,v4.0.9,Anomaly,exim-ds-2024-01,s3://allcargo-exim-models/anomaly/b413037e3c1a,Retired
e557341f-6c65-44c0-8242-3b5ffdfd2781,risk-summary-llm,v3.9.7,Classifier,exim-ds-2025-05,s3://allcargo-exim-models/classifier/673fb4ada35c,Retired
866355c0-dc48-41b8-a5e2-60957ff92c69,document-intelligence,v1.2.0,Classifier,exim-ds-2026-05,s3://allcargo-exim-models/classifier/547a035ad813,Production
a5a76993-337f-4df5-8e05-c8b87835cd14,anomaly-detector,v3.3.6,Classifier,exim-ds-2024-06,s3://allcargo-exim-models/classifier/c2f82ade934a,Testing
fab16a6b-bd4b-4292-a5f5-42dfce24a5a3,anomaly-detector,v4.5.8,Classifier,exim-ds-2024-06,s3://allcargo-exim-models/classifier/fc58c0bd204a,Testing
c1875c80-1545-41ae-ae0e-44e7c4c2a948,delay-risk-classifier,v4.0.6,Classifier,exim-ds-2024-08,s3://allcargo-exim-models/classifier/090199eb7528,Retired
d6a37f20-3d97-4f6f-bb7f-10986b21afa9,document-intelligence,v1.6.6,NLP,exim-ds-2025-09,s3://allcargo-exim-models/nlp/dc5ca4b0976f,Draft
dd3d285a-b91a-4d68-bb25-4422e2ab83df,risk-summary-llm,v3.2.6,Anomaly,exim-ds-2026-05,s3://allcargo-exim-models/anomaly/e852d45b7a59,Production
cc8bf1b3-fc22-4baf-a65c-d96c17bc4dce,document-intelligence,v3.6.2,Classifier,exim-ds-2024-06,s3://allcargo-exim-models/classifier/6cd8131b2e90,Draft
1417d5e8-e4ec-4702-9efe-9c181c812569,document-intelligence,v1.2.4,NLP,exim-ds-2025-08,s3://allcargo-exim-models/nlp/28bd7dd735a9,Draft
12604f93-b3e0-42fc-92bf-1b00e29e3459,document-intelligence,v3.9.2,Anomaly,exim-ds-2025-02,s3://allcargo-exim-models/anomaly/c40d74bee240,Production
d13bf04b-f537-4d4a-af02-73b70cda9ae3,anomaly-detector,v3.6.0,Regressor,exim-ds-2024-03,s3://allcargo-exim-models/regressor/eafd0ac4ae22,Production
3935d0b7-1f1a-4968-8951-343e51c86264,delay-risk-classifier,v1.1.4,Anomaly,exim-ds-2025-01,s3://allcargo-exim-models/anomaly/06c8cf4d1e32,Production
da5efa06-3f62-4e56-9af7-85592f521587,eta-regressor,v4.9.1,Classifier,exim-ds-2024-03,s3://allcargo-exim-models/classifier/4f1233af4b88,Draft
c8441483-c4ef-47a5-8e1b-bcdef2bdb374,delay-risk-classifier,v1.6.6,Classifier,exim-ds-2024-12,s3://allcargo-exim-models/classifier/b006492869a4,Testing
0af06911-cd83-4eec-8c9b-0e2671888fce,anomaly-detector,v3.0.9,Anomaly,exim-ds-2024-03,s3://allcargo-exim-models/anomaly/9bdc5972c123,Draft
4bf8e97a-52b3-4507-9ae0-4516e67c3a79,anomaly-detector,v3.0.4,Regressor,exim-ds-2024-09,s3://allcargo-exim-models/regressor/4d72ab47da60,Draft
7ae022c7-ff7c-45cc-b988-0c9955c31ccd,delay-risk-classifier,v4.5.1,NLP,exim-ds-2026-11,s3://allcargo-exim-models/nlp/3c385276d14b,Testing
24b1e9cd-dab3-4173-bbbd-f09149c6f0b8,delay-risk-classifier,v2.4.2,Classifier,exim-ds-2024-05,s3://allcargo-exim-models/classifier/53f2910a1786,Retired
4bf98416-da33-4af3-bfec-771e8161ddc9,document-intelligence,v1.8.0,Anomaly,exim-ds-2024-12,s3://allcargo-exim-models/anomaly/8b323a735a9f,Production
1b2e8bc3-ada3-476a-b28b-797bd0e1f461,eta-regressor,v4.7.0,Classifier,exim-ds-2025-01,s3://allcargo-exim-models/classifier/1b1a0215a462,Draft
8ca411b2-cc3c-4068-8c86-8b8c9be4348f,anomaly-detector,v1.5.3,Classifier,exim-ds-2024-05,s3://allcargo-exim-models/classifier/c69d01d4ba94,Production
faf9e4a3-849b-4e5f-aa78-c3933104ae67,delay-risk-classifier,v3.9.4,Classifier,exim-ds-2024-04,s3://allcargo-exim-models/classifier/c17bc26466d4,Testing
02f91958-9704-47ae-994b-cf3f947783cd,document-intelligence,v4.1.2,Regressor,exim-ds-2025-02,s3://allcargo-exim-models/regressor/99bc669cf62a,Draft
9799f590-8d57-45f2-ac1a-3dfdc18fa77e,anomaly-detector,v4.7.0,Classifier,exim-ds-2024-10,s3://allcargo-exim-models/classifier/4ac4e5c4db68,Draft
a020a21f-ef1e-4510-a3d2-dc484362dbcb,document-intelligence,v3.9.0,Regressor,exim-ds-2024-12,s3://allcargo-exim-models/regressor/1514ef1c9d52,Testing
d8c2ba22-37b4-48b1-a2d3-2e6d4eaaaff8,eta-regressor,v1.2.3,NLP,exim-ds-2025-09,s3://allcargo-exim-models/nlp/b03cdbd7ee33,Production
78508328-7670-4d6d-86bb-797ffb5c9e85,document-intelligence,v2.9.9,LLM,exim-ds-2024-09,s3://allcargo-exim-models/llm/e7ebc828448f,Testing
84654ad7-1b37-4d39-af3c-134736f1f43c,anomaly-detector,v3.7.1,Anomaly,exim-ds-2025-02,s3://allcargo-exim-models/anomaly/719c8dd90ef3,Draft
9110d6db-9acb-4aed-80b9-c8dbb91ab2bb,anomaly-detector,v1.0.0,Classifier,exim-ds-2024-07,s3://allcargo-exim-models/classifier/02393454fd22,Production
473b065d-ba84-4d73-a334-c0a19f0a9e44,delay-risk-classifier,v3.0.3,NLP,exim-ds-2024-06,s3://allcargo-exim-models/nlp/d884a9bc737e,Production
d475ed75-5e08-4be4-836d-a1ffcdbf99de,eta-regressor,v2.6.5,Classifier,exim-ds-2024-08,s3://allcargo-exim-models/classifier/4c20ba511234,Production
b00b02f0-0160-43b4-9026-d962acdfebbb,eta-regressor,v2.8.1,Classifier,exim-ds-2026-02,s3://allcargo-exim-models/classifier/153ada308b63,Production
d2c9b8b7-f610-420d-92ee-02108b226440,anomaly-detector,v4.9.9,Classifier,exim-ds-2025-07,s3://allcargo-exim-models/classifier/c33c328cf9c6,Production
f938d665-2b3a-4d68-9791-f525c813d60b,document-intelligence,v4.8.5,Anomaly,exim-ds-2026-05,s3://allcargo-exim-models/anomaly/43be00256ff2,Testing
5474cacf-814a-4d05-8a38-9323e11138b5,risk-summary-llm,v2.4.4,Anomaly,exim-ds-2025-07,s3://allcargo-exim-models/anomaly/3eaec4050d82,Retired
5f499ddb-40cd-4123-a7ff-617d05ae0f85,document-intelligence,v4.6.7,LLM,exim-ds-2024-05,s3://allcargo-exim-models/llm/a9732a245514,Production
9398b3bf-8c45-4d7d-8e3b-3c8b9efa17f2,delay-risk-classifier,v1.3.4,Classifier,exim-ds-2025-09,s3://allcargo-exim-models/classifier/4c2baa5cc2fa,Draft
b9a3698b-ceae-4f4c-949d-99fa4da51973,risk-summary-llm,v4.9.3,Regressor,exim-ds-2025-09,s3://allcargo-exim-models/regressor/9f00cbc2a15f,Retired
91bf3fba-b509-4adb-9d02-954cb498955e,eta-regressor,v2.3.9,Regressor,exim-ds-2024-06,s3://allcargo-exim-models/regressor/d3237e88a79c,Testing
2d738c9d-2927-4af7-8536-34abbba3feee,anomaly-detector,v1.7.7,Classifier,exim-ds-2025-08,s3://allcargo-exim-models/classifier/7f0baef475d5,Draft
9caeba01-dc56-459b-8979-3109a3aeddd0,eta-regressor,v2.5.4,Classifier,exim-ds-2025-07,s3://allcargo-exim-models/classifier/f4c049e45201,Retired
97d58d1a-bb98-47c6-9139-2cc541161828,anomaly-detector,v2.7.8,Anomaly,exim-ds-2026-03,s3://allcargo-exim-models/anomaly/a3992d865d58,Testing
573cdf02-6c74-49cd-a02b-08e80f79abbf,eta-regressor,v2.5.4,Regressor,exim-ds-2024-03,s3://allcargo-exim-models/regressor/264f7fa43ffb,Production
31bebbf6-6d2a-47d4-b4ba-f1a17623e54d,anomaly-detector,v4.6.5,Anomaly,exim-ds-2025-03,s3://allcargo-exim-models/anomaly/dc5ae5696949,Production
8182a5d1-2c80-4597-bd25-e88a70417ba8,document-intelligence,v4.8.1,Classifier,exim-ds-2025-08,s3://allcargo-exim-models/classifier/dda2d64732b2,Draft
82fec819-f28e-49bd-b92e-b683821f3413,anomaly-detector,v2.8.2,Anomaly,exim-ds-2025-06,s3://allcargo-exim-models/anomaly/d5562ada06e6,Draft
d083e4a3-fb66-4eec-ac4c-96168b4dcadb,risk-summary-llm,v4.5.7,Classifier,exim-ds-2026-09,s3://allcargo-exim-models/classifier/b31c8d09bff8,Testing
8ce44f18-9407-4003-bc6a-83931b3c7345,risk-summary-llm,v4.8.2,Classifier,exim-ds-2024-04,s3://allcargo-exim-models/classifier/5a77a52e7251,Production
e3cee4bb-af32-4b12-a7be-62be92958b6f,delay-risk-classifier,v3.5.2,Regressor,exim-ds-2024-07,s3://allcargo-exim-models/regressor/ed9c4285f85e,Testing
d0df3de0-199a-45db-b0db-8643a3d1d153,delay-risk-classifier,v2.4.3,NLP,exim-ds-2025-02,s3://allcargo-exim-models/nlp/858d3301eb18,Production
6e388271-cd87-4a0a-86ac-9d355c7a809d,document-intelligence,v3.1.2,Regressor,exim-ds-2026-01,s3://allcargo-exim-models/regressor/f59de508bed5,Testing
e0893be3-2244-4ca4-88a5-a20b14f03ca3,document-intelligence,v1.6.8,Classifier,exim-ds-2024-04,s3://allcargo-exim-models/classifier/4dd7d032c324,Testing
69500956-a8fb-46e0-98c1-9d20496a6a9d,risk-summary-llm,v3.7.1,LLM,exim-ds-2025-09,s3://allcargo-exim-models/llm/1a41af9a3b83,Retired
c85a798f-7166-4628-a52d-dd9b1deb66c7,delay-risk-classifier,v1.4.1,Classifier,exim-ds-2024-05,s3://allcargo-exim-models/classifier/6e9a6ab43214,Production
9072ecaf-803a-4e77-8abf-853d59f54496,eta-regressor,v3.3.4,Regressor,exim-ds-2025-10,s3://allcargo-exim-models/regressor/712518f90f95,Production
7d5a11eb-3828-46d6-90be-da7d1e3a2e9c,eta-regressor,v4.6.7,Classifier,exim-ds-2024-10,s3://allcargo-exim-models/classifier/60e64e77b522,Testing
328b7b5a-82e3-4a50-be37-90447a52045c,delay-risk-classifier,v3.9.9,NLP,exim-ds-2025-12,s3://allcargo-exim-models/nlp/e47aaa6a2711,Production
c4a34b48-202e-4160-af37-9fc3e389ba03,delay-risk-classifier,v3.4.0,Classifier,exim-ds-2024-11,s3://allcargo-exim-models/classifier/b8b0895229f9,Testing
54058998-2cd9-4cd6-925f-b367bfd9d015,delay-risk-classifier,v1.2.8,Regressor,exim-ds-2024-07,s3://allcargo-exim-models/regressor/04df47a8a228,Production
3684a00d-d30a-4512-9a4b-7569667f940d,anomaly-detector,v2.8.3,Regressor,exim-ds-2026-08,s3://allcargo-exim-models/regressor/ee9e8a2030f7,Production
5196e339-05df-42cc-bd1c-3ece296da4c0,anomaly-detector,v2.3.7,Classifier,exim-ds-2026-07,s3://allcargo-exim-models/classifier/9bf31d56ace7,Production
083ca738-3009-4514-a61c-4f39e72cf8e4,anomaly-detector,v1.6.6,Anomaly,exim-ds-2026-12,s3://allcargo-exim-models/anomaly/b740028df102,Production
f3785e4c-5981-484d-927a-a0990ee54509,eta-regressor,v4.3.4,NLP,exim-ds-2025-10,s3://allcargo-exim-models/nlp/175842d67bcb,Production
c7d393a3-a0e0-449a-9a4e-5581ef507123,document-intelligence,v4.1.1,Classifier,exim-ds-2024-06,s3://allcargo-exim-models/classifier/1195d9c6cc18,Draft
6470f7e1-9549-40e0-a2cc-25831ba532ac,anomaly-detector,v1.2.2,Regressor,exim-ds-2026-12,s3://allcargo-exim-models/regressor/6d264648adf8,Draft
7f16db36-098a-4a48-b356-142cf0c4b4cf,delay-risk-classifier,v1.1.3,NLP,exim-ds-2025-07,s3://allcargo-exim-models/nlp/d9ccb9193f59,Production
55afb3fb-daed-4c8e-b8bc-bbf82a25e798,eta-regressor,v2.5.8,LLM,exim-ds-2024-08,s3://allcargo-exim-models/llm/4d666a43faf9,Retired
c9e1ab52-d013-4dd8-a3f9-5b4655c2e5a1,delay-risk-classifier,v1.8.6,Anomaly,exim-ds-2025-03,s3://allcargo-exim-models/anomaly/2630e346f588,Production
69d5edf7-e9fa-4769-bf12-9d8f74673e6a,delay-risk-classifier,v1.2.2,NLP,exim-ds-2025-01,s3://allcargo-exim-models/nlp/edffbc7d6780,Production
f6f4f9ea-1421-4ebd-9b8b-800da8486954,risk-summary-llm,v2.4.2,Regressor,exim-ds-2024-04,s3://allcargo-exim-models/regressor/2b6b3b088f3b,Production
e9668c0e-0775-4098-ba51-6289a8c0bcc9,risk-summary-llm,v3.6.6,NLP,exim-ds-2025-10,s3://allcargo-exim-models/nlp/0c426f795eba,Production
127df418-c29b-4b90-8323-e4bbf193a285,delay-risk-classifier,v3.2.8,Classifier,exim-ds-2024-09,s3://allcargo-exim-models/classifier/98e948e6468a,Production
64843e7c-88fb-42f0-9572-41e1bbfa37ab,document-intelligence,v2.3.8,Classifier,exim-ds-2025-07,s3://allcargo-exim-models/classifier/3c335367afd1,Testing
9a4bb51b-117f-4631-a278-37300415d53d,eta-regressor,v4.2.9,Anomaly,exim-ds-2025-02,s3://allcargo-exim-models/anomaly/22cc46b1c6f1,Retired
67a4083d-ea20-4b8c-8f6c-e9c2a8ae8c58,delay-risk-classifier,v1.3.4,Classifier,exim-ds-2026-01,s3://allcargo-exim-models/classifier/1ae279c890cd,Retired
057f8de8-ba1c-4f04-ac43-dc180fe738ad,document-intelligence,v2.5.0,Anomaly,exim-ds-2026-02,s3://allcargo-exim-models/anomaly/c2b02a7c9f2c,Testing
68c80af1-3ea0-4b05-9d2b-93b8b68400c4,document-intelligence,v4.9.6,Classifier,exim-ds-2024-05,s3://allcargo-exim-models/classifier/cca99be1a3f0,Draft
eca4ef96-5be8-4571-bb25-55e8ee4cef25,eta-regressor,v4.7.0,Classifier,exim-ds-2025-05,s3://allcargo-exim-models/classifier/8bfa08697c78,Production
6fdf9aaf-0c22-43e7-b9e6-85b125a63640,eta-regressor,v3.9.3,NLP,exim-ds-2025-09,s3://allcargo-exim-models/nlp/d086542dc6b4,Production
430309a4-a408-40a4-a103-9df67f058903,risk-summary-llm,v3.6.7,Regressor,exim-ds-2026-03,s3://allcargo-exim-models/regressor/543ecee96093,Production
09de6943-44f1-4d88-af7b-95965a0906cb,anomaly-detector,v4.1.4,Classifier,exim-ds-2026-01,s3://allcargo-exim-models/classifier/d25c431cd257,Production
7c90acbe-0e1b-4616-8914-4589c23e7370,anomaly-detector,v1.8.8,Regressor,exim-ds-2024-05,s3://allcargo-exim-models/regressor/7fe198297af1,Retired
98853200-7490-43f5-81f6-459162a386bc,anomaly-detector,v1.9.6,Anomaly,exim-ds-2026-08,s3://allcargo-exim-models/anomaly/3d66d2607321,Production
acbbbde2-9736-4ed9-89fe-89297b29bfdc,anomaly-detector,v4.3.7,LLM,exim-ds-2024-10,s3://allcargo-exim-models/llm/2da18b5bc475,Draft
40019d9c-34c3-413d-ba9c-3b4db858d1d8,delay-risk-classifier,v2.7.6,Classifier,exim-ds-2024-10,s3://allcargo-exim-models/classifier/9739c434d30e,Draft
89f903e4-35a0-4bc9-bcd1-f347db25de28,eta-regressor,v3.7.3,Anomaly,exim-ds-2025-02,s3://allcargo-exim-models/anomaly/0e71f97a3c31,Draft
b6e87e07-5b31-4df5-b7fa-f790c1d1a107,delay-risk-classifier,v3.1.2,Classifier,exim-ds-2025-12,s3://allcargo-exim-models/classifier/0534e8dcf3ae,Testing
ac768de9-da8f-486f-9629-fe047f554e0e,document-intelligence,v3.2.0,NLP,exim-ds-2024-10,s3://allcargo-exim-models/nlp/8ce1d964dde0,Production
4fe894e4-f888-4d53-ab67-b17bc39292ba,anomaly-detector,v4.7.0,Classifier,exim-ds-2025-12,s3://allcargo-exim-models/classifier/adf0eee7d417,Retired
9aa3ce44-29e8-416c-9544-d8eee184663e,document-intelligence,v3.8.7,Classifier,exim-ds-2024-08,s3://allcargo-exim-models/classifier/ff6fcde74405,Production
cfc4418c-ce98-476b-aaa5-f9249b8641f6,risk-summary-llm,v3.3.5,Classifier,exim-ds-2024-08,s3://allcargo-exim-models/classifier/059ba644743f,Testing
0d663648-79ac-4ea8-ac2f-0e84f602fdcf,anomaly-detector,v1.5.1,Regressor,exim-ds-2025-06,s3://allcargo-exim-models/regressor/63062970a39d,Draft
85c52557-62fe-4f6e-b4eb-09f73c22d4e8,anomaly-detector,v4.2.6,Classifier,exim-ds-2025-06,s3://allcargo-exim-models/classifier/d53fc1db4c00,Testing
bb35e098-de86-491b-b186-17db6fcbf034,document-intelligence,v1.5.8,Classifier,exim-ds-2026-10,s3://allcargo-exim-models/classifier/a7da83483a62,Testing
f23c2c51-b048-4996-b4c6-ab079518db42,eta-regressor,v1.7.8,Classifier,exim-ds-2025-09,s3://allcargo-exim-models/classifier/5e58447f85c8,Production
db977bfb-7f93-4734-ab95-207bc00cedff,document-intelligence,v3.1.7,NLP,exim-ds-2024-04,s3://allcargo-exim-models/nlp/164361c1a5a1,Draft
5a9d1939-ba4d-4b4c-bcc2-f0af8f8fed7e,delay-risk-classifier,v3.4.8,Classifier,exim-ds-2025-06,s3://allcargo-exim-models/classifier/199312979c74,Draft
a432435c-31e7-4209-811c-b95a4b0c7a46,anomaly-detector,v4.4.7,NLP,exim-ds-2024-06,s3://allcargo-exim-models/nlp/aa9d5fa20418,Testing
57ccae54-e40c-4781-852a-0175574cca9f,anomaly-detector,v2.2.8,Classifier,exim-ds-2026-05,s3://allcargo-exim-models/classifier/76796ac7b461,Testing
9193d465-41f5-4343-b0d6-75f6a7f2295f,anomaly-detector,v2.8.6,Classifier,exim-ds-2026-04,s3://allcargo-exim-models/classifier/adbd631a7572,Production
81164cb6-bfe9-4559-9036-63eeb8686de3,risk-summary-llm,v4.1.4,Classifier,exim-ds-2025-07,s3://allcargo-exim-models/classifier/feb1220a1f6b,Draft
2b7a94f6-36a3-4d25-b6f2-e02c282d65a2,anomaly-detector,v2.0.5,Classifier,exim-ds-2025-09,s3://allcargo-exim-models/classifier/eb5a4625ed45,Production
bb19ccd0-9afb-4ac6-ac75-9a7f773e03fd,delay-risk-classifier,v4.0.4,Classifier,exim-ds-2026-11,s3://allcargo-exim-models/classifier/4e8e7d1e64f9,Draft
2002ef5f-802b-4afd-98d8-5c40dbbef9fe,eta-regressor,v3.3.8,LLM,exim-ds-2025-08,s3://allcargo-exim-models/llm/45f974521e79,Production
485eff31-c1f4-419a-8a94-36e1af7259e9,risk-summary-llm,v4.6.8,LLM,exim-ds-2026-04,s3://allcargo-exim-models/llm/4476bba0be4f,Testing
9547daf7-6baf-431a-b75b-7adb4146cdf0,delay-risk-classifier,v2.3.2,Anomaly,exim-ds-2024-06,s3://allcargo-exim-models/anomaly/eb68b8bdc42a,Draft
f59237a4-dbae-40e2-9c99-ae1589d095ce,eta-regressor,v4.3.0,Anomaly,exim-ds-2026-09,s3://allcargo-exim-models/anomaly/fe01fd49e4dd,Retired
9ad1740e-3c23-47ca-8fde-15a9c479dcdb,eta-regressor,v3.1.0,NLP,exim-ds-2025-04,s3://allcargo-exim-models/nlp/b2e0bc1bbbc2,Testing
68f2bf60-d5f5-4329-a3a9-5225fd23e49f,delay-risk-classifier,v1.9.9,Anomaly,exim-ds-2024-10,s3://allcargo-exim-models/anomaly/482db6e693e1,Production
fb441e3e-3e4e-49d0-9aec-7a8d901e70a0,anomaly-detector,v2.9.5,Anomaly,exim-ds-2026-02,s3://allcargo-exim-models/anomaly/3044956c2caa,Production
d8e0ea20-7d20-4242-abc1-9b250f96f872,delay-risk-classifier,v4.3.1,Regressor,exim-ds-2026-03,s3://allcargo-exim-models/regressor/dc797d1c929c,Production
4d19b336-5961-47cf-866f-aa67ac50d2c6,eta-regressor,v1.9.1,NLP,exim-ds-2026-10,s3://allcargo-exim-models/nlp/c3602ca5220e,Draft
dbcc975f-8bd8-4af1-bc48-1328395a402a,eta-regressor,v3.6.7,NLP,exim-ds-2025-12,s3://allcargo-exim-models/nlp/ed1377603c63,Production
818b586d-a98c-4c6a-b3b5-cb86da072213,anomaly-detector,v2.7.5,NLP,exim-ds-2024-01,s3://allcargo-exim-models/nlp/e8e318ab7a4d,Production
8ac1bbe6-4974-45da-a8ed-000f9bc2a68c,eta-regressor,v2.8.2,Classifier,exim-ds-2025-01,s3://allcargo-exim-models/classifier/74fe212fd2a1,Draft
7d2a4917-1d13-4bc5-842c-b0d3a621fa22,anomaly-detector,v3.9.7,Regressor,exim-ds-2024-01,s3://allcargo-exim-models/regressor/6db0faf0d1cd,Testing
a7262830-e58b-40c7-a850-c5035ec3dabc,document-intelligence,v3.6.8,NLP,exim-ds-2024-06,s3://allcargo-exim-models/nlp/b0a16f542b39,Draft
fc684eb3-4a4e-4612-a7ec-65fc11579bb3,eta-regressor,v1.9.3,Classifier,exim-ds-2024-03,s3://allcargo-exim-models/classifier/a1c0226f6b21,Retired
a5363466-3ba6-47b2-8652-4618a19a5763,risk-summary-llm,v2.8.3,LLM,exim-ds-2024-11,s3://allcargo-exim-models/llm/176f2a5d19ed,Testing
dd504c5d-5459-497d-ad1b-2fdd818ab4a9,document-intelligence,v3.7.9,Classifier,exim-ds-2026-04,s3://allcargo-exim-models/classifier/8de8bfca1a22,Testing
92919603-6873-4dbf-acc0-bcbb77be718e,delay-risk-classifier,v4.8.0,Classifier,exim-ds-2025-11,s3://allcargo-exim-models/classifier/f77de917b6ab,Retired
