Sheet Name: Carriers

carrier_id: cedba817-bbfa-4736-96d3-6588736ea61d | carrier_name: Maersk 1 | carrier_type: Air | average_rating: 4.08 | fleet_size: 1635 | years_of_service: 19 | headquarters: Netherlands
carrier_id: a9be17f2-1ad5-4710-8a71-db8fcba8cb9e | carrier_name: CMA CGM 3637 | carrier_type: Air | average_rating: 4.59 | fleet_size: 3197 | years_of_service: 25 | headquarters: United States
carrier_id: 19bf00da-9065-4590-b628-269517fb234d | carrier_name: FedEx 3638 | carrier_type: Road | average_rating: 4.76 | fleet_size: 2873 | years_of_service: 23 | headquarters: Japan
carrier_id: fe458def-13bb-49e7-ae87-d3fa5691c1b4 | carrier_name: Allcargo Express 3639 | carrier_type: Sea | average_rating: 4.71 | fleet_size: 68 | years_of_service: 35 | headquarters: Germany
carrier_id: 1a3ed21a-fbc9-463d-a8cf-7262cd868d6e | carrier_name: MSC 3640 | carrier_type: Rail | average_rating: 3.59 | fleet_size: 2798 | years_of_service: 14 | headquarters: China
carrier_id: 9d8f49fa-d226-45bc-aa46-7d41c7662901 | carrier_name: Emirates SkyCargo 3641 | carrier_type: Air | average_rating: 4.09 | fleet_size: 1382 | years_of_service: 33 | headquarters: United Kingdom
carrier_id: df5d6089-221d-4af8-8d82-84407549c685 | carrier_name: DB Schenker 3642 | carrier_type: Rail | average_rating: 4.87 | fleet_size: 4061 | years_of_service: 16 | headquarters: Japan
carrier_id: ce4924cf-c40a-42bf-be5a-02c83270ca14 | carrier_name: Kuehne Nagel 3643 | carrier_type: Sea | average_rating: 3.9 | fleet_size: 2581 | years_of_service: 13 | headquarters: UAE
carrier_id: ff609900-c5a2-4c3a-bfc9-567200a41a70 | carrier_name: CMA CGM 3644 | carrier_type: Air | average_rating: 3.61 | fleet_size: 186 | years_of_service: 29 | headquarters: China
carrier_id: 2db4601c-a62c-4553-b309-a19f13c5d943 | carrier_name: Allcargo Express 3645 | carrier_type: Road | average_rating: 3.29 | fleet_size: 100 | years_of_service: 8 | headquarters: United States
carrier_id: cfc2dba1-2e44-4004-920f-e7468c095691 | carrier_name: CMA CGM 3646 | carrier_type: Road | average_rating: 3.65 | fleet_size: 40 | years_of_service: 34 | headquarters: United States
carrier_id: a1aa1498-8665-46cc-a083-8e70bf623f90 | carrier_name: CMA CGM 3647 | carrier_type: Sea | average_rating: 4.62 | fleet_size: 34 | years_of_service: 31 | headquarters: Singapore
carrier_id: a129b3f5-6e4b-4892-9f86-45d84b5ac691 | carrier_name: DHL 3648 | carrier_type: Air | average_rating: 4.85 | fleet_size: 239 | years_of_service: 3 | headquarters: UAE
carrier_id: c357ef56-9dcc-45d1-98b9-394694110ad0 | carrier_name: Allcargo Express 3649 | carrier_type: Road | average_rating: 4.89 | fleet_size: 518 | years_of_service: 24 | headquarters: Germany
carrier_id: dc2e80fc-4029-41b8-8acb-bdf3baba198c | carrier_name: Kuehne Nagel 3650 | carrier_type: Sea | average_rating: 4.0 | fleet_size: 3783 | years_of_service: 14 | headquarters: South Korea
carrier_id: 19972672-2116-42b2-8977-011aa75d4a3c | carrier_name: Kuehne Nagel 3651 | carrier_type: Air | average_rating: 4.08 | fleet_size: 1285 | years_of_service: 16 | headquarters: Germany
carrier_id: 6a2fc75c-86d7-4fa8-a3c8-257163909b3e | carrier_name: DB Schenker 3652 | carrier_type: Sea | average_rating: 4.15 | fleet_size: 3211 | years_of_service: 28 | headquarters: India
carrier_id: fe25734f-3fed-41e1-904b-7735ceb1c61c | carrier_name: Maersk 3653 | carrier_type: Sea | average_rating: 4.23 | fleet_size: 3390 | years_of_service: 7 | headquarters: Germany
carrier_id: a791fddf-b6df-4919-9621-dc61e914503a | carrier_name: Emirates SkyCargo 3654 | carrier_type: Road | average_rating: 3.71 | fleet_size: 2554 | years_of_service: 26 | headquarters: Germany
carrier_id: 813375ac-a667-4c1f-9a8b-c5657280e581 | carrier_name: DB Schenker 3655 | carrier_type: Road | average_rating: 4.71 | fleet_size: 3222 | years_of_service: 29 | headquarters: Japan
carrier_id: 747548ed-469e-465e-ab45-e92b3cd38899 | carrier_name: DP World Logistics 3656 | carrier_type: Sea | average_rating: 3.65 | fleet_size: 3652 | years_of_service: 33 | headquarters: Japan
carrier_id: 0e661c34-837b-4864-8f8e-1e2a4c1e4312 | carrier_name: Maersk 3657 | carrier_type: Sea | average_rating: 3.56 | fleet_size: 3529 | years_of_service: 4 | headquarters: Netherlands
carrier_id: 53d4add9-535b-400f-bc18-5327d034a5db | carrier_name: MSC 3658 | carrier_type: Road | average_rating: 4.35 | fleet_size: 2429 | years_of_service: 29 | headquarters: China
carrier_id: caa0f9cc-5d4f-45cf-83bb-2955419e2612 | carrier_name: FedEx 3659 | carrier_type: Sea | average_rating: 3.23 | fleet_size: 3010 | years_of_service: 34 | headquarters: Singapore
carrier_id: 950141d0-dc5f-48b5-9283-b42a9d3946d8 | carrier_name: MSC 3660 | carrier_type: Sea | average_rating: 3.15 | fleet_size: 2758 | years_of_service: 14 | headquarters: United States
carrier_id: de822365-6e90-46ac-bb53-095584ec05fa | carrier_name: DP World Logistics 3661 | carrier_type: Sea | average_rating: 3.98 | fleet_size: 2580 | years_of_service: 26 | headquarters: South Korea
carrier_id: 7754cb37-3467-45b5-a902-1ac28209da0c | carrier_name: FedEx 3662 | carrier_type: Air | average_rating: 4.68 | fleet_size: 3628 | years_of_service: 32 | headquarters: Japan
carrier_id: 5fd0f5d5-ec33-4a6c-9b18-04cc82550ade | carrier_name: DP World Logistics 3663 | carrier_type: Air | average_rating: 3.25 | fleet_size: 1430 | years_of_service: 25 | headquarters: Germany
carrier_id: 4580bdf0-d249-4177-b7dc-da96eaf064b5 | carrier_name: DP World Logistics 3664 | carrier_type: Rail | average_rating: 4.23 | fleet_size: 1922 | years_of_service: 28 | headquarters: United States
carrier_id: 43d25742-a980-447b-86e3-98f49d616c47 | carrier_name: Allcargo Express 3665 | carrier_type: Sea | average_rating: 3.66 | fleet_size: 1349 | years_of_service: 28 | headquarters: United States
carrier_id: 617681ae-3744-484f-890f-e5d5b25af0ff | carrier_name: DHL 3666 | carrier_type: Road | average_rating: 3.4 | fleet_size: 1282 | years_of_service: 12 | headquarters: Singapore
carrier_id: 6b0095e5-4930-4669-acd4-6e41f2307703 | carrier_name: MSC 3667 | carrier_type: Road | average_rating: 3.34 | fleet_size: 525 | years_of_service: 32 | headquarters: Netherlands
carrier_id: 587b8f10-6fee-4ccf-bb00-9dde693f580e | carrier_name: DB Schenker 3668 | carrier_type: Air | average_rating: 4.13 | fleet_size: 3375 | years_of_service: 15 | headquarters: United States
carrier_id: af2e450a-112d-44c0-b2a6-74f916d3921e | carrier_name: DHL 3669 | carrier_type: Sea | average_rating: 3.83 | fleet_size: 1942 | years_of_service: 34 | headquarters: South Korea
carrier_id: 90687b53-f135-4892-a323-6c1af63b32d8 | carrier_name: MSC 3670 | carrier_type: Air | average_rating: 3.71 | fleet_size: 3519 | years_of_service: 21 | headquarters: Singapore
carrier_id: ca57eedf-684a-4f96-b615-1143f8389298 | carrier_name: Emirates SkyCargo 3671 | carrier_type: Rail | average_rating: 3.52 | fleet_size: 3255 | years_of_service: 22 | headquarters: Japan
carrier_id: bdd4de0b-32c7-42e7-b68c-51354163f1c0 | carrier_name: MSC 3672 | carrier_type: Sea | average_rating: 4.48 | fleet_size: 2117 | years_of_service: 26 | headquarters: Japan
carrier_id: ea6d7bf2-9a7e-4f6b-bb9f-1a2835fa3ed2 | carrier_name: Blue Dart 3673 | carrier_type: Air | average_rating: 3.78 | fleet_size: 484 | years_of_service: 28 | headquarters: Japan
carrier_id: 999ef316-02ca-40da-95a4-edcd5007badd | carrier_name: Kuehne Nagel 3674 | carrier_type: Sea | average_rating: 3.29 | fleet_size: 3031 | years_of_service: 15 | headquarters: Singapore
carrier_id: ddb6e442-10a6-4bf9-b98e-d59b62703224 | carrier_name: CMA CGM 3675 | carrier_type: Sea | average_rating: 4.72 | fleet_size: 3548 | years_of_service: 15 | headquarters: United States
carrier_id: 66baf92a-0e7b-445b-bfa5-9c6dabb64171 | carrier_name: Allcargo Express 3676 | carrier_type: Sea | average_rating: 4.56 | fleet_size: 3302 | years_of_service: 38 | headquarters: Japan
carrier_id: 1a7c016e-88fb-40f7-aa96-5db331ea6f43 | carrier_name: DP World Logistics 3677 | carrier_type: Road | average_rating: 3.61 | fleet_size: 2210 | years_of_service: 31 | headquarters: UAE
carrier_id: 7829429e-6538-459e-b0a0-d139608f7ac2 | carrier_name: Allcargo Express 3678 | carrier_type: Sea | average_rating: 3.89 | fleet_size: 508 | years_of_service: 33 | headquarters: Singapore
carrier_id: 63caeb05-c4be-492b-824c-8572fa5a81a7 | carrier_name: CMA CGM 3679 | carrier_type: Road | average_rating: 3.43 | fleet_size: 1185 | years_of_service: 31 | headquarters: Japan
carrier_id: 78d05d42-131c-4924-b48c-812b43208162 | carrier_name: Hapag-Lloyd 3680 | carrier_type: Rail | average_rating: 3.9 | fleet_size: 2092 | years_of_service: 10 | headquarters: Germany
carrier_id: 0c41c7bb-2f92-4dc0-a83f-a3eddb64b260 | carrier_name: Blue Dart 3681 | carrier_type: Road | average_rating: 4.03 | fleet_size: 3708 | years_of_service: 35 | headquarters: China
carrier_id: 77949769-9789-4d97-bd95-0b00995fe672 | carrier_name: MSC 3682 | carrier_type: Air | average_rating: 4.34 | fleet_size: 4186 | years_of_service: 31 | headquarters: Netherlands
carrier_id: d331d608-7625-49cd-8224-d9db7c0ac1b7 | carrier_name: FedEx 3683 | carrier_type: Sea | average_rating: 4.35 | fleet_size: 2143 | years_of_service: 4 | headquarters: UAE
carrier_id: ffe94433-58d4-46dc-87ae-f50ba0ccf719 | carrier_name: DB Schenker 3684 | carrier_type: Sea | average_rating: 4.61 | fleet_size: 776 | years_of_service: 3 | headquarters: South Korea
carrier_id: a3053730-f605-400a-bd7b-b040551a27ef | carrier_name: DHL 3685 | carrier_type: Sea | average_rating: 4.16 | fleet_size: 3446 | years_of_service: 21 | headquarters: Singapore
carrier_id: b0f45172-2e32-42d7-8c25-134eefdc45a6 | carrier_name: DP World Logistics 3686 | carrier_type: Road | average_rating: 3.86 | fleet_size: 148 | years_of_service: 8 | headquarters: United Kingdom
carrier_id: facf2a3c-b41e-4162-97d8-3eebfa29a4fe | carrier_name: Blue Dart 3687 | carrier_type: Sea | average_rating: 3.94 | fleet_size: 3762 | years_of_service: 11 | headquarters: UAE
carrier_id: 414e145f-6568-4c47-8d11-775caefbcac9 | carrier_name: Maersk 3688 | carrier_type: Rail | average_rating: 3.87 | fleet_size: 3604 | years_of_service: 20 | headquarters: Japan
carrier_id: 02e9401a-42a1-48e4-a255-c4dde1eda815 | carrier_name: CMA CGM 3689 | carrier_type: Road | average_rating: 4.61 | fleet_size: 1354 | years_of_service: 11 | headquarters: United Kingdom
carrier_id: 063e435c-ccfc-4341-8091-ca67a1e6c240 | carrier_name: Kuehne Nagel 3690 | carrier_type: Air | average_rating: 4.7 | fleet_size: 2329 | years_of_service: 22 | headquarters: UAE
carrier_id: ba37a5f1-3091-4bee-be25-1b13b26007e8 | carrier_name: DB Schenker 3691 | carrier_type: Sea | average_rating: 4.54 | fleet_size: 1314 | years_of_service: 21 | headquarters: United States
carrier_id: a8bd274b-30b7-465b-a296-50db6c1ed08d | carrier_name: DP World Logistics 3692 | carrier_type: Road | average_rating: 4.4 | fleet_size: 2140 | years_of_service: 35 | headquarters: United Kingdom
carrier_id: 6cc99e14-830d-4211-881c-85575a210fea | carrier_name: Maersk 3693 | carrier_type: Sea | average_rating: 3.79 | fleet_size: 3122 | years_of_service: 9 | headquarters: United States
carrier_id: 7342c4ae-825c-4c2b-afe0-c0cc9ded04e5 | carrier_name: DB Schenker 3694 | carrier_type: Road | average_rating: 4.01 | fleet_size: 3714 | years_of_service: 20 | headquarters: China
carrier_id: 50dadc71-a780-47a1-a275-08d0d09eae21 | carrier_name: Blue Dart 3695 | carrier_type: Sea | average_rating: 3.96 | fleet_size: 377 | years_of_service: 17 | headquarters: Singapore
carrier_id: 5cc58aa6-5555-404e-9280-d60bfed0f3eb | carrier_name: Blue Dart 3696 | carrier_type: Sea | average_rating: 4.61 | fleet_size: 1134 | years_of_service: 18 | headquarters: Japan
carrier_id: 34924b2d-6b1b-4e74-8131-b8bc7cdae473 | carrier_name: FedEx 3697 | carrier_type: Sea | average_rating: 3.29 | fleet_size: 561 | years_of_service: 17 | headquarters: United Kingdom
carrier_id: e7c5acad-34ef-4925-8cbf-29338362c7e2 | carrier_name: Emirates SkyCargo 3698 | carrier_type: Road | average_rating: 4.77 | fleet_size: 1987 | years_of_service: 21 | headquarters: UAE
carrier_id: fe8b4a0e-fcb6-4b1e-9dfd-3aef6264a5d8 | carrier_name: DB Schenker 3699 | carrier_type: Road | average_rating: 3.61 | fleet_size: 3183 | years_of_service: 19 | headquarters: Singapore
carrier_id: 49bf49dc-b646-457b-9283-cd37dc421804 | carrier_name: DB Schenker 3700 | carrier_type: Sea | average_rating: 3.15 | fleet_size: 3783 | years_of_service: 37 | headquarters: United States
carrier_id: faafdfd3-60a0-4f7c-80bc-da2501d3d370 | carrier_name: DB Schenker 3701 | carrier_type: Air | average_rating: 3.92 | fleet_size: 1812 | years_of_service: 4 | headquarters: Singapore
carrier_id: bd103003-c7ed-4b00-b92f-bac3dfb34b54 | carrier_name: Emirates SkyCargo 3702 | carrier_type: Road | average_rating: 4.36 | fleet_size: 423 | years_of_service: 21 | headquarters: Japan
carrier_id: bf0ee0ce-2c36-4c73-b7bd-449f56b2cb4f | carrier_name: MSC 3703 | carrier_type: Sea | average_rating: 3.67 | fleet_size: 2861 | years_of_service: 25 | headquarters: United Kingdom
carrier_id: 8991f709-434a-4c8a-8f82-d0752fa8ca83 | carrier_name: Hapag-Lloyd 3704 | carrier_type: Sea | average_rating: 3.65 | fleet_size: 1551 | years_of_service: 6 | headquarters: United States
carrier_id: d60c7a48-122c-49dd-8fd4-d823ea1edda8 | carrier_name: Hapag-Lloyd 3705 | carrier_type: Road | average_rating: 4.58 | fleet_size: 4072 | years_of_service: 19 | headquarters: Japan
carrier_id: 81f94845-4daf-4651-bb2f-a3b5eda3bb03 | carrier_name: DHL 3706 | carrier_type: Road | average_rating: 3.67 | fleet_size: 1268 | years_of_service: 9 | headquarters: Singapore
carrier_id: 47ce877d-d29b-45f5-927b-2feb49111789 | carrier_name: Allcargo Express 3707 | carrier_type: Sea | average_rating: 4.07 | fleet_size: 1000 | years_of_service: 9 | headquarters: UAE
carrier_id: 71f2ccd3-90d3-4a69-9e02-cc0387731adf | carrier_name: MSC 3708 | carrier_type: Road | average_rating: 4.28 | fleet_size: 1909 | years_of_service: 16 | headquarters: United Kingdom
carrier_id: 31598fe1-6439-4844-a33f-ba1f80cb20a3 | carrier_name: CMA CGM 3709 | carrier_type: Sea | average_rating: 4.4 | fleet_size: 1247 | years_of_service: 16 | headquarters: India
carrier_id: eb43bfff-846d-47fe-bc88-102e929903b4 | carrier_name: Maersk 3710 | carrier_type: Road | average_rating: 3.97 | fleet_size: 3851 | years_of_service: 12 | headquarters: China
carrier_id: 1940fc2c-a47e-4d84-a016-824ec0a9ce65 | carrier_name: Maersk 3711 | carrier_type: Air | average_rating: 4.77 | fleet_size: 4034 | years_of_service: 14 | headquarters: South Korea
carrier_id: b7f99caa-f54e-46b2-90ce-169afe2faf61 | carrier_name: Allcargo Express 3712 | carrier_type: Air | average_rating: 4.65 | fleet_size: 2663 | years_of_service: 20 | headquarters: Netherlands
carrier_id: 7aba3244-9626-407c-8dcc-29d7f4975bf5 | carrier_name: Hapag-Lloyd 3713 | carrier_type: Rail | average_rating: 3.65 | fleet_size: 1138 | years_of_service: 7 | headquarters: South Korea
carrier_id: 17fd0f92-c188-4848-beab-e0da93e964cf | carrier_name: Hapag-Lloyd 3714 | carrier_type: Sea | average_rating: 4.78 | fleet_size: 2274 | years_of_service: 35 | headquarters: UAE
carrier_id: b6488af3-a340-484c-81bb-5cadf07d4221 | carrier_name: Allcargo Express 3715 | carrier_type: Road | average_rating: 3.65 | fleet_size: 1755 | years_of_service: 5 | headquarters: UAE
carrier_id: 53ccb793-3fa7-45a1-ab38-54c36552f718 | carrier_name: DB Schenker 3716 | carrier_type: Road | average_rating: 3.17 | fleet_size: 2717 | years_of_service: 11 | headquarters: UAE
carrier_id: 3120e30c-4065-42cb-a831-22c4899c266e | carrier_name: MSC 3717 | carrier_type: Air | average_rating: 3.25 | fleet_size: 2256 | years_of_service: 5 | headquarters: India
carrier_id: dfb6ed70-7438-480d-a9c2-40be02ec6086 | carrier_name: Allcargo Express 3718 | carrier_type: Rail | average_rating: 3.58 | fleet_size: 1542 | years_of_service: 20 | headquarters: Netherlands
carrier_id: 51c53c88-7085-4787-abd7-81c038553f9c | carrier_name: Maersk 3719 | carrier_type: Road | average_rating: 3.95 | fleet_size: 2293 | years_of_service: 9 | headquarters: United States
carrier_id: 903f1017-9b30-43b8-af4e-ea57eb40aa55 | carrier_name: MSC 3720 | carrier_type: Air | average_rating: 4.47 | fleet_size: 752 | years_of_service: 37 | headquarters: United States
carrier_id: 6e3504ee-c2f0-4c5e-aeea-f7786838aa5e | carrier_name: Emirates SkyCargo 3721 | carrier_type: Sea | average_rating: 4.02 | fleet_size: 3942 | years_of_service: 35 | headquarters: Japan
carrier_id: 1cdb830c-c3c9-492d-8b27-36832c9d289e | carrier_name: CMA CGM 3722 | carrier_type: Air | average_rating: 3.22 | fleet_size: 3579 | years_of_service: 7 | headquarters: UAE
carrier_id: b59e11a3-a0d5-44c5-b44c-a20fea2ec23d | carrier_name: Allcargo Express 3723 | carrier_type: Sea | average_rating: 3.72 | fleet_size: 2723 | years_of_service: 26 | headquarters: Japan
carrier_id: b8f6b50c-8c17-4158-8054-95855805ed8c | carrier_name: DP World Logistics 3724 | carrier_type: Air | average_rating: 4.06 | fleet_size: 3773 | years_of_service: 19 | headquarters: United Kingdom
carrier_id: 4c9d57ba-3414-4091-8d9b-f09451a1b27a | carrier_name: Hapag-Lloyd 3725 | carrier_type: Sea | average_rating: 4.07 | fleet_size: 3446 | years_of_service: 15 | headquarters: UAE
carrier_id: f54faa7d-4182-4c86-94d2-a772bc1929ea | carrier_name: DB Schenker 3726 | carrier_type: Road | average_rating: 3.11 | fleet_size: 628 | years_of_service: 19 | headquarters: Netherlands
carrier_id: 0677b6e7-2959-4f57-b71d-5ddeb5ced608 | carrier_name: Hapag-Lloyd 3727 | carrier_type: Sea | average_rating: 3.31 | fleet_size: 685 | years_of_service: 8 | headquarters: UAE
carrier_id: db220220-8ec1-420f-b55c-5cc4d1fcfdda | carrier_name: Allcargo Express 3728 | carrier_type: Road | average_rating: 4.22 | fleet_size: 557 | years_of_service: 5 | headquarters: Netherlands
carrier_id: ce7afa1c-57b9-458f-807b-e3f33d53a8c1 | carrier_name: Blue Dart 3729 | carrier_type: Sea | average_rating: 4.88 | fleet_size: 3515 | years_of_service: 30 | headquarters: India
carrier_id: 86539086-e216-40a7-9421-b58b81db30b7 | carrier_name: DP World Logistics 3730 | carrier_type: Sea | average_rating: 3.77 | fleet_size: 1027 | years_of_service: 21 | headquarters: China
carrier_id: 9165c8dd-7d0f-4276-a995-a1680a5c1775 | carrier_name: CMA CGM 3731 | carrier_type: Air | average_rating: 3.63 | fleet_size: 3894 | years_of_service: 30 | headquarters: South Korea
carrier_id: ca7f9f1f-f786-4b24-8863-bbeb47664df6 | carrier_name: Maersk 3732 | carrier_type: Sea | average_rating: 4.01 | fleet_size: 1457 | years_of_service: 3 | headquarters: Japan
carrier_id: ac16cefd-d75d-4a1a-b89c-8d0839093f36 | carrier_name: FedEx 3733 | carrier_type: Road | average_rating: 3.9 | fleet_size: 3031 | years_of_service: 37 | headquarters: South Korea
carrier_id: 227ab564-f684-4e03-98a7-8957b409cd39 | carrier_name: DP World Logistics 3734 | carrier_type: Road | average_rating: 4.78 | fleet_size: 2925 | years_of_service: 34 | headquarters: UAE
carrier_id: 100e2807-588d-426a-b360-2e31a713c221 | carrier_name: Maersk 3735 | carrier_type: Sea | average_rating: 3.2 | fleet_size: 2346 | years_of_service: 12 | headquarters: United States
carrier_id: d38524ab-15ab-4481-b8cd-b6397b2414c0 | carrier_name: Hapag-Lloyd 3736 | carrier_type: Road | average_rating: 4.62 | fleet_size: 2857 | years_of_service: 16 | headquarters: United States
carrier_id: 231e9c8b-14b8-4136-89fe-cbc29a896b96 | carrier_name: Hapag-Lloyd 3737 | carrier_type: Road | average_rating: 4.46 | fleet_size: 3965 | years_of_service: 32 | headquarters: United States
carrier_id: 4519f827-f726-4480-87fb-9717a12af9ca | carrier_name: DP World Logistics 3738 | carrier_type: Air | average_rating: 3.97 | fleet_size: 3919 | years_of_service: 27 | headquarters: China
carrier_id: a3247f11-a998-47f9-a3d9-4ff2641344d6 | carrier_name: CMA CGM 3739 | carrier_type: Sea | average_rating: 4.45 | fleet_size: 1139 | years_of_service: 27 | headquarters: Singapore
carrier_id: 8f75b3fb-b9bd-4386-a9d0-3f06e5ab3c9b | carrier_name: DP World Logistics 3740 | carrier_type: Sea | average_rating: 4.64 | fleet_size: 1945 | years_of_service: 24 | headquarters: China
carrier_id: 7ceb0d16-32ab-4cec-bb0a-4a75ef13c0cf | carrier_name: CMA CGM 3741 | carrier_type: Sea | average_rating: 4.12 | fleet_size: 1813 | years_of_service: 6 | headquarters: United States
carrier_id: ea9967b0-c716-4f37-b09e-249b5b158d3a | carrier_name: Maersk 3742 | carrier_type: Road | average_rating: 4.44 | fleet_size: 585 | years_of_service: 30 | headquarters: South Korea
carrier_id: 73810875-9b04-4f5e-8661-56c6ee9e5e8d | carrier_name: Blue Dart 3743 | carrier_type: Road | average_rating: 4.68 | fleet_size: 1490 | years_of_service: 31 | headquarters: South Korea
carrier_id: 1c9093bd-93d0-4f41-904b-fd104d27c667 | carrier_name: DB Schenker 3744 | carrier_type: Road | average_rating: 3.97 | fleet_size: 1551 | years_of_service: 9 | headquarters: South Korea
carrier_id: 8e84c33a-5651-4e21-a49c-333dd13c4f32 | carrier_name: Kuehne Nagel 3745 | carrier_type: Sea | average_rating: 4.55 | fleet_size: 2745 | years_of_service: 7 | headquarters: Singapore
carrier_id: 0e399a87-54ec-4d3a-a1cc-a21f6321058e | carrier_name: FedEx 3746 | carrier_type: Sea | average_rating: 3.42 | fleet_size: 2752 | years_of_service: 12 | headquarters: India
carrier_id: e4009f6c-9c0c-4e43-aba7-79ef5482aa83 | carrier_name: MSC 3747 | carrier_type: Sea | average_rating: 4.38 | fleet_size: 1553 | years_of_service: 32 | headquarters: India
carrier_id: 3820c627-7894-456d-843e-190dde2f4f50 | carrier_name: Maersk 3748 | carrier_type: Road | average_rating: 3.61 | fleet_size: 168 | years_of_service: 16 | headquarters: China
carrier_id: 269b3e85-24f9-4689-8805-6522612d4361 | carrier_name: Emirates SkyCargo 3749 | carrier_type: Sea | average_rating: 4.0 | fleet_size: 2395 | years_of_service: 17 | headquarters: Germany
carrier_id: 21b36a06-d837-456e-8934-15e0a976e0a0 | carrier_name: Maersk 3750 | carrier_type: Sea | average_rating: 4.37 | fleet_size: 2861 | years_of_service: 31 | headquarters: UAE
carrier_id: ccfe29b6-54ba-4717-ab9b-4b0d4a2b122a | carrier_name: Emirates SkyCargo 3751 | carrier_type: Road | average_rating: 4.51 | fleet_size: 2603 | years_of_service: 21 | headquarters: India
carrier_id: a6421af8-7a8d-4d73-9180-9fead9b404a1 | carrier_name: DB Schenker 3752 | carrier_type: Sea | average_rating: 4.65 | fleet_size: 1048 | years_of_service: 29 | headquarters: India
carrier_id: ded82473-14f5-4d26-b590-f8b358801573 | carrier_name: DB Schenker 3753 | carrier_type: Air | average_rating: 3.29 | fleet_size: 586 | years_of_service: 10 | headquarters: Singapore
carrier_id: 4a501a11-6f7e-4fbf-9c8a-74d38bfeccde | carrier_name: Kuehne Nagel 3754 | carrier_type: Sea | average_rating: 4.25 | fleet_size: 3956 | years_of_service: 31 | headquarters: Netherlands
carrier_id: 4dec60d0-3cec-44c3-8490-bb779a9b5d14 | carrier_name: CMA CGM 3755 | carrier_type: Air | average_rating: 4.41 | fleet_size: 2951 | years_of_service: 23 | headquarters: China
carrier_id: 2bc32f1f-26e8-4d6c-9541-a9419a3b2548 | carrier_name: Kuehne Nagel 3756 | carrier_type: Rail | average_rating: 3.48 | fleet_size: 3116 | years_of_service: 4 | headquarters: United States
carrier_id: aed482c9-5f4f-4194-9f06-5ddeed1e20a9 | carrier_name: Maersk 3757 | carrier_type: Sea | average_rating: 4.2 | fleet_size: 928 | years_of_service: 17 | headquarters: Netherlands
carrier_id: 96f2158a-83f5-4966-8719-20598d0c5ab5 | carrier_name: DHL 3758 | carrier_type: Sea | average_rating: 4.5 | fleet_size: 778 | years_of_service: 33 | headquarters: UAE
carrier_id: 2d8372a9-d1a6-4e29-bd99-aa4812cf0231 | carrier_name: FedEx 3759 | carrier_type: Air | average_rating: 3.6 | fleet_size: 3227 | years_of_service: 13 | headquarters: UAE
carrier_id: 539975cc-bee9-43c0-afae-8ab79273e1ce | carrier_name: DB Schenker 3760 | carrier_type: Road | average_rating: 4.28 | fleet_size: 3919 | years_of_service: 18 | headquarters: Singapore
carrier_id: 4fb8526b-096b-468a-a38f-e818aec3950d | carrier_name: CMA CGM 3761 | carrier_type: Air | average_rating: 4.67 | fleet_size: 1728 | years_of_service: 13 | headquarters: China
carrier_id: 53cf77d7-4256-416c-b931-3ffe76f2e4a8 | carrier_name: Kuehne Nagel 3762 | carrier_type: Road | average_rating: 3.83 | fleet_size: 3121 | years_of_service: 15 | headquarters: Germany
carrier_id: 197c4550-c323-4c1a-b831-b14833beb94f | carrier_name: Hapag-Lloyd 3763 | carrier_type: Sea | average_rating: 3.44 | fleet_size: 1142 | years_of_service: 23 | headquarters: UAE
carrier_id: a9f433c1-828d-4b14-9400-72bcd917239f | carrier_name: DP World Logistics 3764 | carrier_type: Sea | average_rating: 3.34 | fleet_size: 2047 | years_of_service: 21 | headquarters: Singapore
carrier_id: 1ea0fbb6-d431-45a7-87a6-504b19c366a2 | carrier_name: DB Schenker 3765 | carrier_type: Sea | average_rating: 4.9 | fleet_size: 952 | years_of_service: 10 | headquarters: Japan
carrier_id: 7ea65223-2333-4641-bf4a-5e466879b0aa | carrier_name: Kuehne Nagel 3766 | carrier_type: Sea | average_rating: 4.28 | fleet_size: 345 | years_of_service: 23 | headquarters: Germany
carrier_id: b047c0df-0352-4360-a9ab-4e36f15190d5 | carrier_name: Blue Dart 3767 | carrier_type: Road | average_rating: 4.68 | fleet_size: 4143 | years_of_service: 37 | headquarters: United Kingdom
carrier_id: 46baf615-314a-4b02-aefe-b638195a7a83 | carrier_name: Kuehne Nagel 3768 | carrier_type: Air | average_rating: 4.79 | fleet_size: 3352 | years_of_service: 37 | headquarters: UAE
carrier_id: c1296376-4de2-4ed1-b279-f678097c7885 | carrier_name: Emirates SkyCargo 3769 | carrier_type: Air | average_rating: 3.27 | fleet_size: 1677 | years_of_service: 3 | headquarters: United Kingdom
carrier_id: a69625a3-1912-46f2-8e18-3b7cf92a0b52 | carrier_name: DHL 3770 | carrier_type: Sea | average_rating: 4.19 | fleet_size: 546 | years_of_service: 6 | headquarters: United Kingdom
carrier_id: 6128a75e-38e3-401d-8cd2-58872f756394 | carrier_name: DP World Logistics 3771 | carrier_type: Road | average_rating: 4.52 | fleet_size: 1534 | years_of_service: 36 | headquarters: Netherlands
carrier_id: 0b9cf5de-6e4f-4c0a-b561-0dc2dd9d9390 | carrier_name: Emirates SkyCargo 3772 | carrier_type: Sea | average_rating: 3.46 | fleet_size: 2560 | years_of_service: 32 | headquarters: United States
