Sheet Name: AI_Inference_Log

inference_id: 095fcec2-7a82-43af-9b05-26769481008d | shipment_id: 5fd50c5c-973f-43bc-a629-06e4b5cd541b | model_id: a516984e-2c08-4916-847c-7fe4e5e6164f | prediction_timestamp: 2026-01-01 17:27:00 | delay_probability: 0.06664 | risk_category: Low | latency_ms: 486
inference_id: bea9faec-6cec-47a8-a60e-ccc58d385653 | shipment_id: 4dc1bbb6-7d6d-497f-bc2c-fe6b483a59da | model_id: e3019d24-93ed-440f-b3d0-85c5106494da | prediction_timestamp: 2025-08-04 19:44:00 | delay_probability: 0.13181 | risk_category: Low | latency_ms: 59
inference_id: c6ef6c45-dbe6-40d1-b58d-0ff32cd5f003 | shipment_id: a9806d74-3a24-4428-a4e3-d7dff54e2d88 | model_id: bd178cfe-e477-4142-aaa6-43d1e2bd2c51 | prediction_timestamp: 2025-07-05 19:34:00 | delay_probability: 0.11077 | risk_category: Low | latency_ms: 142
inference_id: 49f44506-78b6-4e75-a4a5-d34fd363d8f0 | shipment_id: d5d07d77-6911-4d8a-9ce2-6b8352582b39 | model_id: 22c3c5a0-0bf6-47c2-9dd4-9c499e4bd178 | prediction_timestamp: 2025-06-08 17:07:00 | delay_probability: 0.27867 | risk_category: Low | latency_ms: 445
inference_id: 41503612-5c20-495d-b4bb-9c0d0b735c40 | shipment_id: e54bc3d9-421f-4541-b2d5-40dd3a326eb2 | model_id: 083ca738-3009-4514-a61c-4f39e72cf8e4 | prediction_timestamp: 2026-01-26 19:53:00 | delay_probability: 0.42304 | risk_category: Medium | latency_ms: 751
inference_id: da83a53d-5d8c-4f86-9afa-0745400fa057 | shipment_id: 28d35775-b80f-45fd-ab73-ae3bb5470c15 | model_id: 63c81723-b5f3-489c-a3f6-339eaf49ede2 | prediction_timestamp: 2026-01-14 20:26:00 | delay_probability: 0.56915 | risk_category: High | latency_ms: 680
inference_id: b673dd9e-d3d9-4396-bc4c-ed1832b9a298 | shipment_id: 4722991e-5d51-40d3-af1d-4608d044da34 | model_id: cfd1dfc4-2421-457d-8541-26b4936fbf35 | prediction_timestamp: 2026-01-06 14:24:00 | delay_probability: 0.53105 | risk_category: Medium | latency_ms: 163
inference_id: bdb03937-7e14-4d37-8c71-af68b1772400 | shipment_id: c1e5f1b2-edb4-4c9a-a2a5-56a7c79b0d98 | model_id: 1793d7d1-a19a-48b2-b8d9-9ebd422f0231 | prediction_timestamp: 2025-02-21 11:14:00 | delay_probability: 0.08474 | risk_category: Low | latency_ms: 730
inference_id: 5eac5ef6-9405-46db-8503-7f8ae64714de | shipment_id: 361ac9ac-1956-4d5a-9a45-6f9747fc59d7 | model_id: 159f24fe-d1b0-4f4d-a918-f58e83071582 | prediction_timestamp: 2025-08-09 10:14:00 | delay_probability: 0.015 | risk_category: Low | latency_ms: 92
inference_id: a2b97b6c-52d0-41c3-8eda-df746703bf0e | shipment_id: 71255f7a-18c8-41e4-a738-fa4ca561ba04 | model_id: 52d12e75-75c4-4f85-b6a8-a61a66efdf89 | prediction_timestamp: 2025-03-26 22:13:00 | delay_probability: 0.10564 | risk_category: Low | latency_ms: 744
inference_id: 382a4474-e041-4a9b-9fba-55b31bc46939 | shipment_id: b1929426-050f-4602-830c-f9dae7199299 | model_id: 91b6212d-f698-46a7-a864-5192faaeff28 | prediction_timestamp: 2026-04-08 18:28:00 | delay_probability: 0.31917 | risk_category: Medium | latency_ms: 296
inference_id: 98212ac6-716d-43bf-aab6-d6ae14329316 | shipment_id: c642aa89-e97b-406d-a234-6cea495b51f0 | model_id: fcf31ec7-f3d1-4e89-99a7-d8cc8acc330f | prediction_timestamp: 2025-10-15 10:10:00 | delay_probability: 0.11808 | risk_category: Low | latency_ms: 596
inference_id: 58efe1fb-2622-40bf-95ab-a4c705810fe5 | shipment_id: 7fd73b41-99a4-47d9-8860-4e89f9ca138d | model_id: ed4f5bc0-4b70-45dc-a652-35c7b6bdc5e3 | prediction_timestamp: 2025-08-01 16:32:00 | delay_probability: 0.0988 | risk_category: Low | latency_ms: 307
inference_id: fe8b9716-f99f-40fd-9d8b-17b108e48ea1 | shipment_id: 7d19acbb-b141-495f-ad19-c796f9b5b8e2 | model_id: fe0cbbe4-4e92-45ad-bff8-736459ebdf59 | prediction_timestamp: 2025-04-25 10:13:00 | delay_probability: 0.52919 | risk_category: Medium | latency_ms: 60
inference_id: 7b84a8c5-1150-47e0-bec4-3b4aa94934d5 | shipment_id: 495e2959-0086-4934-8e8f-bdacf214c3d9 | model_id: 8e2593d6-98ed-4ffc-a95b-b0f9540b1f33 | prediction_timestamp: 2025-11-28 12:49:00 | delay_probability: 0.18901 | risk_category: Low | latency_ms: 325
inference_id: 30db7cdd-8709-43f8-920a-901e85fc2de9 | shipment_id: 13b83f4d-98c3-485a-a78b-6bd03cb5ac7e | model_id: 5eed95c8-d7f0-4f6a-be51-cb3b4beb06b2 | prediction_timestamp: 2026-02-26 17:12:00 | delay_probability: 0.28014 | risk_category: Medium | latency_ms: 69
inference_id: 5163b2c4-caff-4f37-92df-782a046d3963 | shipment_id: 11dcfb84-193e-4441-96a5-178c8d51f551 | model_id: a8cf1213-2a68-479a-82a5-b2c51d555369 | prediction_timestamp: 2025-01-16 14:38:00 | delay_probability: 0.86161 | risk_category: Critical | latency_ms: 683
inference_id: f5a20bc7-228a-4585-8feb-45717d75db67 | shipment_id: 79e60a44-8299-48cc-a3fb-93c05c1c7801 | model_id: 78d231c0-0db7-4295-957c-b3a634a3fbe1 | prediction_timestamp: 2026-01-09 18:20:00 | delay_probability: 0.09347 | risk_category: Low | latency_ms: 625
inference_id: 5b2071e6-1abd-451f-bd4a-0a670d719d39 | shipment_id: 401c5109-33bc-4fd5-b6fe-6dc2abe11806 | model_id: 133c06ae-946c-4d88-a47b-4e14f56b2b79 | prediction_timestamp: 2025-12-14 17:32:00 | delay_probability: 0.0439 | risk_category: Low | latency_ms: 527
inference_id: fca33bc2-c6d3-44a7-b052-7d294ff9601b | shipment_id: 2ac6c9ad-8426-4c9e-b3d1-d566b4e1ac43 | model_id: c1c7e063-8b7d-4420-9346-4d0ba9739c65 | prediction_timestamp: 2025-08-16 14:51:00 | delay_probability: 0.22349 | risk_category: Low | latency_ms: 740
inference_id: 34bc3c20-86d0-4dbb-abc7-0c24faca70d4 | shipment_id: dc2b5b3c-1761-4ae9-8a28-8e08d92ddae0 | model_id: 3364d44e-a0af-44ca-b216-a923df139ad3 | prediction_timestamp: 2025-01-24 11:23:00 | delay_probability: 0.06608 | risk_category: Low | latency_ms: 683
inference_id: bdc0765f-397b-4884-a169-6d50c0157541 | shipment_id: f88aca0a-dcfe-4400-959d-db271375c428 | model_id: ae0c4df1-ac4d-4aec-991b-ee55d40cc8d9 | prediction_timestamp: 2025-07-13 14:04:00 | delay_probability: 0.18882 | risk_category: Low | latency_ms: 119
inference_id: 89e4cbd0-28a2-4a30-a285-44bc8373bc15 | shipment_id: 9052e7e4-3979-4e11-979b-c12b0357b743 | model_id: a8cf1213-2a68-479a-82a5-b2c51d555369 | prediction_timestamp: 2025-03-28 10:33:00 | delay_probability: 0.04267 | risk_category: Low | latency_ms: 545
inference_id: 7c4d4152-28de-4512-9dee-9adc4e507d32 | shipment_id: c986bef3-1e8b-45c8-82f0-1d5506aa9e38 | model_id: 22605e30-3b2e-45c2-a61b-d10c3727ecdd | prediction_timestamp: 2025-08-15 21:04:00 | delay_probability: 0.10161 | risk_category: Low | latency_ms: 702
inference_id: d86ff960-ed6b-44ef-a3a0-891c0709ad05 | shipment_id: 1702b467-11f5-4039-85cf-1145393d1688 | model_id: 473b065d-ba84-4d73-a334-c0a19f0a9e44 | prediction_timestamp: 2025-05-15 21:20:00 | delay_probability: 0.19328 | risk_category: Low | latency_ms: 677
inference_id: 263a4a11-f553-4f8f-ae08-1368203d2d5e | shipment_id: a175f05f-4ccb-4a95-8118-d4f79df1babf | model_id: 777c4bcb-2e44-4622-abac-c19ddec559be | prediction_timestamp: 2025-12-09 23:25:00 | delay_probability: 0.09295 | risk_category: Low | latency_ms: 253
inference_id: 595b85f2-4b92-42dd-90df-5760fbd684b2 | shipment_id: 07f719c2-7277-48a1-ba85-64d0dc45c635 | model_id: 9dbc8060-694c-4265-944b-85cd7956be49 | prediction_timestamp: 2026-04-05 14:22:00 | delay_probability: 0.30251 | risk_category: Medium | latency_ms: 595
inference_id: 6405be3f-66a0-45b7-a524-2d7582bbab75 | shipment_id: 857037f6-193a-4189-9468-eb7da5cb009a | model_id: 8fcb2189-77c4-405f-8932-0beb079d2b5c | prediction_timestamp: 2025-12-11 10:10:00 | delay_probability: 0.15384 | risk_category: Low | latency_ms: 611
inference_id: 1fda844e-5162-4e24-b229-d01e8eedc8b4 | shipment_id: cfd44b9f-dcdc-41fb-8c1c-c355e9ce2046 | model_id: 28d4514d-72e0-46e1-a17d-f7dddee57173 | prediction_timestamp: 2025-04-17 18:48:00 | delay_probability: 0.22365 | risk_category: Low | latency_ms: 460
inference_id: 668cf1f6-5f31-475e-89a0-30fd08d707e3 | shipment_id: 2514ca9e-3c3c-4439-9fb5-4fc00ace54f2 | model_id: 5780fdb3-73bb-4dbf-a709-7f764b2958f7 | prediction_timestamp: 2025-08-08 17:24:00 | delay_probability: 0.12703 | risk_category: Low | latency_ms: 51
inference_id: 4432d3b3-cf88-43dd-aa99-0f00e905a9c5 | shipment_id: eeb50909-2ab4-46a6-b277-ea1e5adc1183 | model_id: cccf32e8-1b08-4804-926f-1088980a7e1a | prediction_timestamp: 2025-10-08 11:23:00 | delay_probability: 0.07332 | risk_category: Low | latency_ms: 253
inference_id: 15bfc0e4-e42a-4cf7-9e45-af4123bb8e20 | shipment_id: 1a753287-2730-442d-a775-4340346360d2 | model_id: 85c6700a-bcd3-409b-ae8f-c2ea079bf724 | prediction_timestamp: 2025-11-02 21:35:00 | delay_probability: 0.29612 | risk_category: Medium | latency_ms: 555
inference_id: 79feb00a-c70c-4577-975e-2d10f8f9f9f4 | shipment_id: a6cbbb38-0735-412d-9dfa-2683dcadbb9c | model_id: 3867f12f-7d00-47a7-ad2b-5f3064428de2 | prediction_timestamp: 2025-05-15 10:19:00 | delay_probability: 0.29254 | risk_category: Medium | latency_ms: 729
inference_id: 7b05193f-5d86-40ca-a2b2-6cc7d494be68 | shipment_id: 94e2f2a7-f0ce-4d67-a081-8fdf7b14c256 | model_id: 2f0744bb-eda4-4be6-b240-b5b6ad68d8b3 | prediction_timestamp: 2025-10-27 14:55:00 | delay_probability: 0.12231 | risk_category: Low | latency_ms: 170
inference_id: 65d8dfdb-a84a-44bd-b9ba-2b07a933c64c | shipment_id: 5de8f42f-3505-45ac-920b-9aef90521513 | model_id: d6447c4f-8810-4a31-885c-6010a1985b71 | prediction_timestamp: 2025-10-15 11:36:00 | delay_probability: 0.3515 | risk_category: Medium | latency_ms: 314
inference_id: eaadba90-b29e-43e2-93fb-91fd58917025 | shipment_id: 98780acf-d2d6-4ee5-b404-a68946df1882 | model_id: 76b52ae8-0840-4d67-98c0-d691bcd71162 | prediction_timestamp: 2025-12-15 16:43:00 | delay_probability: 0.06762 | risk_category: Low | latency_ms: 150
inference_id: 62bb5740-9b82-452f-8c95-1b9d47f015bc | shipment_id: 4c586292-4890-450f-88e0-00b13c0d4de2 | model_id: 2f718791-6d9b-4565-bd95-64b162c304c0 | prediction_timestamp: 2025-06-07 09:24:00 | delay_probability: 0.2415 | risk_category: Low | latency_ms: 264
inference_id: a4655512-871b-492f-b215-cad430a45116 | shipment_id: fde6e35c-4714-46c9-a798-f443c92ad218 | model_id: 166fe9a1-1fb9-4574-868d-7be2dc59e6d0 | prediction_timestamp: 2025-12-03 13:15:00 | delay_probability: 0.09957 | risk_category: Low | latency_ms: 668
inference_id: 3f75f768-edd2-4cea-bca3-4700828aca12 | shipment_id: a50ec0ac-ae82-433c-9f0c-fda664d8b82d | model_id: 85db43e0-e6a8-415e-be2e-277d98ce7904 | prediction_timestamp: 2025-01-29 12:48:00 | delay_probability: 0.25388 | risk_category: Low | latency_ms: 621
inference_id: da7ac4b9-597f-4265-a39c-79267e30d315 | shipment_id: 19e34d9d-abf0-476f-84fd-54a82a8e6f3b | model_id: 6cc8c46a-a52e-4c4c-99ce-df71fd4b5f07 | prediction_timestamp: 2025-02-27 12:14:00 | delay_probability: 0.1017 | risk_category: Low | latency_ms: 317
inference_id: 8a54015f-14db-4e10-abe5-cb5b8a12832b | shipment_id: 4e3a8c55-5bda-4d19-b324-3e4fc4aeff9d | model_id: 1f43b173-eb2f-4bd6-b23e-0b647904e417 | prediction_timestamp: 2025-04-01 17:10:00 | delay_probability: 0.18395 | risk_category: Low | latency_ms: 562
inference_id: 6026aad3-2c6a-4529-9715-2d092e7c732e | shipment_id: d2255893-4a9f-4a22-942a-6768c50f5e29 | model_id: fa570f7c-c855-4b20-b89e-126e7a1a31a4 | prediction_timestamp: 2025-06-07 10:40:00 | delay_probability: 0.03271 | risk_category: Low | latency_ms: 702
inference_id: 3971be30-28b6-4b06-a2d7-18a4ec6ad76f | shipment_id: 2c1d825d-5dcd-4a09-a28e-f80747e50e6a | model_id: 4633a77f-6bdc-4909-8012-7e72cf57cdab | prediction_timestamp: 2026-02-01 19:14:00 | delay_probability: 0.04323 | risk_category: Low | latency_ms: 658
inference_id: f0854f46-2166-477a-b900-72df05b1338d | shipment_id: 6e442b71-4979-445f-82c1-32d4fe629cc7 | model_id: ace604b5-6a39-42bb-a964-9f2b8544bdb3 | prediction_timestamp: 2025-12-28 16:03:00 | delay_probability: 0.11999 | risk_category: Low | latency_ms: 345
inference_id: 5edd8423-c2cd-4fda-a10d-c18ff5fadb18 | shipment_id: c460183a-77f2-40b8-a04e-0c9cbc1b0b74 | model_id: 9fe3c367-dd96-4431-8e8d-bc7ad490c24f | prediction_timestamp: 2025-10-08 11:02:00 | delay_probability: 0.19494 | risk_category: Low | latency_ms: 447
inference_id: 0ff8c4aa-342e-40a5-8193-5eda751e00e5 | shipment_id: 5ff7500c-892f-4dcf-abc3-8b14aee69b4b | model_id: ec9ad0b1-1bd4-4721-b55c-d8627ebaf6d9 | prediction_timestamp: 2026-01-10 21:22:00 | delay_probability: 0.57626 | risk_category: High | latency_ms: 700
inference_id: 3661a881-5f30-4b5f-bb4e-d6e2ccfee122 | shipment_id: 1bb4ea91-0042-4478-9e6c-992e9c5814ef | model_id: 2f718791-6d9b-4565-bd95-64b162c304c0 | prediction_timestamp: 2025-02-06 17:31:00 | delay_probability: 0.15665 | risk_category: Low | latency_ms: 101
inference_id: 49718735-831e-4248-90bb-647441704b64 | shipment_id: a7bc2e78-7982-4d9a-b324-fd7f7cb7bc54 | model_id: aaed47f6-45c4-4d90-9417-b6e3826b1b1b | prediction_timestamp: 2025-06-27 16:26:00 | delay_probability: 0.25776 | risk_category: Low | latency_ms: 194
inference_id: f1253352-9590-4ee3-a74d-14782dc79e43 | shipment_id: 6b8a641d-e1b7-4a59-b9b2-df0b9bf99494 | model_id: 773c458d-eda5-441b-8bde-e537dd0fd104 | prediction_timestamp: 2025-04-12 12:51:00 | delay_probability: 0.39528 | risk_category: Medium | latency_ms: 449
inference_id: 5e6702e6-7f76-436f-ab2e-499d4e877e84 | shipment_id: 8b4b11ca-d27d-496b-86c9-f5277758f8ad | model_id: 183c0ad2-7860-442b-aabf-07f1095bd8a1 | prediction_timestamp: 2025-05-30 19:10:00 | delay_probability: 0.11461 | risk_category: Low | latency_ms: 179
inference_id: 8f0ee1a5-bd00-4768-8a03-042d4df57076 | shipment_id: 906e5d99-35e3-41a7-a343-eb24eeede1e5 | model_id: e6d84228-2f2c-44ed-b41f-df3d594c0066 | prediction_timestamp: 2025-12-13 21:46:00 | delay_probability: 0.07972 | risk_category: Low | latency_ms: 95
inference_id: d71c405a-4d5d-4bbf-b3b3-d533dc4be733 | shipment_id: 0a55ff6b-0812-40d7-977d-2e0531e6608d | model_id: 153a4afc-6eef-4c18-953d-c87f3501b2b6 | prediction_timestamp: 2025-08-14 18:04:00 | delay_probability: 0.24106 | risk_category: Low | latency_ms: 57
inference_id: 084f28b9-6bd1-4b67-83e0-f9c4b7699bb9 | shipment_id: 6bfffff0-1d27-48dd-9006-49c4077e1238 | model_id: 47e7011d-6f69-4f3e-a31b-25336a1283bc | prediction_timestamp: 2026-03-18 13:58:00 | delay_probability: 0.09788 | risk_category: Low | latency_ms: 326
inference_id: 1c774cb7-a47e-426c-9260-2de25625c84e | shipment_id: 551f86fe-8872-4925-8a11-2383ae7ded2f | model_id: 4b451d09-d6d4-4e56-b250-a78f9d2695f2 | prediction_timestamp: 2026-02-06 22:12:00 | delay_probability: 0.44314 | risk_category: Medium | latency_ms: 721
inference_id: e1e8ce91-152a-4d9b-b576-2258abac3a79 | shipment_id: f5aeb6e8-5106-45cf-930d-fe2bfde54f11 | model_id: b2663bfa-3c8e-4316-ad81-77d306d51bf7 | prediction_timestamp: 2025-06-13 20:50:00 | delay_probability: 0.07153 | risk_category: Low | latency_ms: 383
inference_id: 228e3f54-55e9-4f39-9c60-ac5ef0cbe7b1 | shipment_id: 451e163f-2927-42a0-8a36-3e5be3ac29ea | model_id: 79677970-4768-4911-8bc3-fa880b034b88 | prediction_timestamp: 2026-03-25 20:41:00 | delay_probability: 0.45794 | risk_category: Medium | latency_ms: 715
inference_id: 5448cff2-6a01-45d3-8f63-5e427782c66c | shipment_id: ac00445c-ce8d-4c5c-a5fc-ca96f09aa672 | model_id: 7c7250d1-9597-45db-9afd-ed0eb5e9865c | prediction_timestamp: 2025-05-26 21:06:00 | delay_probability: 0.015 | risk_category: Low | latency_ms: 216
inference_id: 5a4bc066-5c10-4ffd-a30f-430c1faacc5f | shipment_id: c15042e5-798e-46dc-9a3a-0c6e870db6d7 | model_id: 46967b45-15dd-4c09-928d-8fdc01959ad4 | prediction_timestamp: 2025-12-01 21:18:00 | delay_probability: 0.44391 | risk_category: Medium | latency_ms: 91
inference_id: c31cd0e2-4153-4375-bcf2-282025d51d4e | shipment_id: 0b309b04-d8aa-4321-94c7-7af9086a5d56 | model_id: ae0c4df1-ac4d-4aec-991b-ee55d40cc8d9 | prediction_timestamp: 2026-01-28 13:17:00 | delay_probability: 0.19531 | risk_category: Low | latency_ms: 707
inference_id: ec733814-6484-4c7b-a9e9-baca0647163b | shipment_id: e1e1cd6b-8a6e-4ecf-9d93-07e449cfdf96 | model_id: 6bb05b9d-464a-49d3-905d-c7d5f62bc66a | prediction_timestamp: 2025-11-05 21:25:00 | delay_probability: 0.21734 | risk_category: Low | latency_ms: 150
inference_id: eef86beb-cb84-4266-a88b-10becf36050c | shipment_id: 28aaf055-8b29-4ab9-86ed-4d4ed722b431 | model_id: deddc358-1a5d-4647-b13e-9205f87e7439 | prediction_timestamp: 2025-01-26 13:24:00 | delay_probability: 0.11222 | risk_category: Low | latency_ms: 668
inference_id: 7b769bd3-11fa-4485-b334-5ca26d86ce7f | shipment_id: 9b04a8d7-99ec-4e94-a053-41e0b90fe6a9 | model_id: dc61a5fb-34a2-4813-b3b3-85a13cee3e19 | prediction_timestamp: 2025-11-25 11:46:00 | delay_probability: 0.21893 | risk_category: Low | latency_ms: 530
inference_id: 7e129aec-9215-4e08-8237-b3820f94c5ef | shipment_id: aff70caf-b0a0-4bdc-b464-433bc97368fd | model_id: 47b901d8-65f4-42eb-be66-47d3bdff6e49 | prediction_timestamp: 2025-12-18 20:46:00 | delay_probability: 0.62761 | risk_category: High | latency_ms: 50
inference_id: 35bea12b-a980-4330-9223-07435515b5b6 | shipment_id: 8e0544b9-d31c-4490-94f1-2c02656dc73c | model_id: 92386210-8410-4702-9806-ef23eb2b6039 | prediction_timestamp: 2025-08-23 10:08:00 | delay_probability: 0.07954 | risk_category: Low | latency_ms: 406
inference_id: 1bb243b9-39f0-45f2-805f-2b77a3c6d891 | shipment_id: 3a1eb13a-128d-404a-a5c2-370ee22dc56e | model_id: f2487df5-69a8-4f77-b22e-92b95a14b9c4 | prediction_timestamp: 2026-03-27 16:07:00 | delay_probability: 0.015 | risk_category: Low | latency_ms: 214
inference_id: 442fc195-c7b1-42bc-aa4e-78c5a202fae2 | shipment_id: acc09c96-6e72-4fe6-8574-05f0b79a6f38 | model_id: 5a01c8c7-17dc-4ee6-b150-7e4b3123559a | prediction_timestamp: 2025-05-03 19:11:00 | delay_probability: 0.27388 | risk_category: Low | latency_ms: 572
inference_id: 80e7509e-9a43-42b1-80fc-4299e6b33923 | shipment_id: 7f74976b-2cf7-40e9-ada8-0387bf3ae3e7 | model_id: 3d087144-82b1-4113-976b-e9190258fdc8 | prediction_timestamp: 2025-05-07 14:56:00 | delay_probability: 0.0732 | risk_category: Low | latency_ms: 362
inference_id: e14f3c37-6869-4656-bedb-79945fda58c1 | shipment_id: bcb979fe-9d84-4484-9eba-35cc116aa619 | model_id: fda27875-6d06-406e-a90e-cbe3880c6454 | prediction_timestamp: 2025-08-10 16:14:00 | delay_probability: 0.10714 | risk_category: Low | latency_ms: 531
inference_id: ac76231b-8866-4b63-89b7-fde969ba4464 | shipment_id: bfc082b2-7d7f-47c7-be7c-3fb1a06e6421 | model_id: f705154d-82cb-440f-9297-5e76b1ce0e00 | prediction_timestamp: 2026-02-18 20:03:00 | delay_probability: 0.09528 | risk_category: Low | latency_ms: 363
inference_id: ca968b8c-8408-4283-b08b-4dbfb1f355dc | shipment_id: 521da88a-157e-4c00-91a2-c09e644156a1 | model_id: b49fb45c-a0c9-496d-aecf-eedb6b33a62d | prediction_timestamp: 2025-09-27 11:41:00 | delay_probability: 0.11936 | risk_category: Low | latency_ms: 423
inference_id: 3f8eeb74-c843-46f0-a477-5fc013c126f5 | shipment_id: 7de2240a-f23d-4cf0-a10b-e85b83294d63 | model_id: 0991141e-b444-456a-a1bc-a568f0d1e026 | prediction_timestamp: 2025-01-09 15:27:00 | delay_probability: 0.03186 | risk_category: Low | latency_ms: 284
inference_id: 6239b0ef-97f9-49c6-8f61-da20e4b40fff | shipment_id: 44ac12fc-5b83-4932-ac34-eccf7e4aea4e | model_id: 1e265881-dd4e-41b7-8aae-48a180fafa99 | prediction_timestamp: 2025-04-09 17:36:00 | delay_probability: 0.20966 | risk_category: Low | latency_ms: 600
inference_id: 530cd10f-190d-4ebe-a6f3-94d3e44ca3e6 | shipment_id: c075cdff-8a71-4a87-83da-d9cf0ecf4bf5 | model_id: 3adf455e-20e3-4964-8b16-b8a65464fccb | prediction_timestamp: 2025-12-20 21:54:00 | delay_probability: 0.25511 | risk_category: Low | latency_ms: 65
inference_id: 05c1a00d-65f2-4f1e-b064-77663b53e26d | shipment_id: 999fcd3c-0e1b-42da-be48-463b877714b9 | model_id: 02fcd0d4-b614-4a4d-97af-27a126bad4f4 | prediction_timestamp: 2025-08-16 13:13:00 | delay_probability: 0.19691 | risk_category: Low | latency_ms: 498
inference_id: fc4502b2-8d9e-44b2-8023-1b335a98024f | shipment_id: 91351f90-04f2-43ac-98b5-06b9bfc5434e | model_id: 8353077e-08ba-473e-a630-b883b4da56aa | prediction_timestamp: 2025-10-24 19:03:00 | delay_probability: 0.10451 | risk_category: Low | latency_ms: 748
inference_id: b6e484bd-65da-4560-9a0b-494eca3cfad3 | shipment_id: a0cc53dd-c81b-4d58-8758-43742fd142ef | model_id: fb441e3e-3e4e-49d0-9aec-7a8d901e70a0 | prediction_timestamp: 2025-09-27 10:25:00 | delay_probability: 0.18455 | risk_category: Low | latency_ms: 292
inference_id: 43101311-9150-4f70-b8a3-01138cb21f09 | shipment_id: ede74ad8-8992-4edf-97e5-acc1ecb21d07 | model_id: 890ba8fa-f0bc-47dd-ae31-87e27a395a47 | prediction_timestamp: 2025-12-06 15:17:00 | delay_probability: 0.08315 | risk_category: Low | latency_ms: 186
inference_id: b53f7a33-6e5e-4bab-93ea-62c5ca774082 | shipment_id: 32b8233e-0860-4601-b74e-1bf541e9d855 | model_id: 9c19bd6f-4683-4013-8a0b-e5e481da84fd | prediction_timestamp: 2026-01-01 20:06:00 | delay_probability: 0.33978 | risk_category: Medium | latency_ms: 180
inference_id: 70d88d32-eade-4c0b-9f1e-5afbfa691947 | shipment_id: 6b86fedd-8d02-43f3-b479-f3dcf3bf0e61 | model_id: 355ed7c6-e6a9-4865-8e44-468d8005b15e | prediction_timestamp: 2025-03-01 17:46:00 | delay_probability: 0.20825 | risk_category: Low | latency_ms: 87
inference_id: fbd5a4b4-6a1d-46cd-9dd1-626f5bc1bd43 | shipment_id: b98a60a3-4724-4c1f-9343-e196e4a1a88c | model_id: 880f5e6a-876d-431b-a005-2ef44b921c37 | prediction_timestamp: 2025-11-27 14:50:00 | delay_probability: 0.26761 | risk_category: Low | latency_ms: 208
inference_id: 97ad7cf2-42e6-46d1-a8f2-573cafbbcd96 | shipment_id: 27d20c8c-5358-4947-b746-1cc3a9437b13 | model_id: e9f7cc28-cbc0-4199-a006-cf9fdba20843 | prediction_timestamp: 2025-06-23 20:03:00 | delay_probability: 0.21514 | risk_category: Low | latency_ms: 612
inference_id: 57154af8-0819-463d-9276-6e5e9228a0a8 | shipment_id: b32baf1e-19d5-43fa-a203-6e3780a37b05 | model_id: f46576ff-8dc9-4313-80ce-ee53ab740ab1 | prediction_timestamp: 2025-12-19 16:45:00 | delay_probability: 0.18692 | risk_category: Low | latency_ms: 572
inference_id: ca2e5f6c-43ba-41e5-b0cb-f96c0e027576 | shipment_id: a375ccf4-a455-47db-a063-b93279d6cf43 | model_id: 1eb25a5c-c9cd-4091-8d15-613c3b64666a | prediction_timestamp: 2026-03-20 10:20:00 | delay_probability: 0.649 | risk_category: High | latency_ms: 207
inference_id: 448b00d2-4f99-4327-868e-13e2ac05c100 | shipment_id: 8da4425d-60eb-4c9e-a915-a2f8d7a52850 | model_id: f9e4750b-7a06-4ce4-af8c-e620e6b248da | prediction_timestamp: 2025-01-24 17:16:00 | delay_probability: 0.32891 | risk_category: Medium | latency_ms: 614
inference_id: 1f85aa46-ad11-4cb6-b1dc-e80bf88fb7b1 | shipment_id: 0359da2e-de12-448a-b42b-eb16972add4a | model_id: c9696e65-6f74-4a55-901e-a6cd739da7de | prediction_timestamp: 2025-10-01 13:52:00 | delay_probability: 0.09137 | risk_category: Low | latency_ms: 335
inference_id: 2c44a6fc-ffdc-443a-a919-86f212ad0ea8 | shipment_id: 7a59c637-4612-4ed9-ac84-7cb6548cb614 | model_id: 652482ee-583e-4b36-a8cb-3d928513e522 | prediction_timestamp: 2025-12-17 09:39:00 | delay_probability: 0.12078 | risk_category: Low | latency_ms: 284
inference_id: 68207aee-0188-4e8e-8469-876e31fc99a5 | shipment_id: 190ce45a-e3bd-455e-a4fe-8826c8668a45 | model_id: 152c3152-8d54-4d97-947d-0aeacc671343 | prediction_timestamp: 2025-04-23 12:36:00 | delay_probability: 0.25054 | risk_category: Low | latency_ms: 686
inference_id: 061eed3f-4faf-4faa-bad4-e4971d73021e | shipment_id: 35ea7aab-7c34-4db4-a68f-303bcc0a3076 | model_id: 0a2894ed-fcbd-4069-8281-0f23d3d74618 | prediction_timestamp: 2026-02-21 08:52:00 | delay_probability: 0.29297 | risk_category: Medium | latency_ms: 636
inference_id: fd3bfe51-b8a0-4045-866c-04eab303541e | shipment_id: 3609232d-8b3a-4155-b2da-e21d9b710d63 | model_id: a4c98456-1c87-46e3-86a5-c58f4bec797a | prediction_timestamp: 2025-03-04 15:20:00 | delay_probability: 0.1064 | risk_category: Low | latency_ms: 669
inference_id: 3165c75d-e3d9-4476-9c29-3757e152c1bc | shipment_id: 3ccf31a2-2dbd-442b-a637-292c13a2d278 | model_id: 4bf98416-da33-4af3-bfec-771e8161ddc9 | prediction_timestamp: 2025-06-16 15:07:00 | delay_probability: 0.3932 | risk_category: Medium | latency_ms: 662
