Sheet Name: AI_Monitoring_Alerts

alert_id: 6bdb5358-2bc5-47ca-88fc-2d7ee42bfccc | shipment_id: 5fd50c5c-973f-43bc-a629-06e4b5cd541b | inference_id: 095fcec2-7a82-43af-9b05-26769481008d | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 4fdbd809-be99-42ec-b381-4567076a793c | shipment_id: ce934cdb-660d-44ce-87ea-8f58085a8fd4 | inference_id: f4bbb9ba-b45b-418c-bc9a-ba076ebd41a5 | alert_type: Anomaly | severity: High | recommended_action: Create proactive follow-up task and validate customs, weather, and carrier status. | alert_status: Open
alert_id: d200e03f-423a-41d9-87c8-728c05fa1b51 | shipment_id: 7f230cce-73c2-46b8-90f2-52594e6a4824 | inference_id: 29c2aace-933c-4a80-9609-6d7d275e51f1 | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 7f047781-d6d3-4798-9a22-4688ea70aaff | shipment_id: a7b65b1f-c67f-4c6e-a4ff-5b6ffbc89734 | inference_id: 7f0a20fc-0ac3-4e41-a0df-8a85f903b4e1 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 80252b27-8701-43f7-bd6f-3a9a06edcc90 | shipment_id: 533aea4e-d4d3-44d1-8472-1ef83264e4cd | inference_id: e1e95425-559d-42f9-b937-5515d5c5b34a | alert_type: Customs escalation | severity: High | recommended_action: Create proactive follow-up task and validate customs, weather, and carrier status. | alert_status: Open
alert_id: e0ab587d-ad63-4853-bf18-be093faf5316 | shipment_id: 88de03fd-9541-41bb-8436-5bc251c6be19 | inference_id: ea2d3ec4-3769-4531-9e24-a66d0caa25e4 | alert_type: Document issue | severity: Medium | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Acknowledged
alert_id: 8ef8b7e2-e497-4011-a690-b893d9f52cdf | shipment_id: 9ef40ff8-7baa-4132-8bb2-cd528872a7e4 | inference_id: 7e995780-4d2a-41b8-86dd-aadc7568f39d | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 0883f765-0677-4aa4-8639-d31b227eb9de | shipment_id: 1edd84cf-d6dc-41b7-b4e4-b5bf5ba9a0e3 | inference_id: 0c2fa90f-08fd-4609-bfef-eeecedac352c | alert_type: Document issue | severity: Medium | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Resolved
alert_id: 24c0edbd-d75b-49a6-a70a-f06bf73a7644 | shipment_id: bd086726-6340-44be-86ef-853519c751c7 | inference_id: 2c68b338-a4b8-46b6-aa32-8606e09619af | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: f0ce0888-eede-4ebc-9b83-17cb0919de3e | shipment_id: 2640e71a-c82b-47c3-8362-41b77c56b856 | inference_id: a474d597-03ea-48ad-a16d-4e67aa14eee6 | alert_type: Customs escalation | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: f21fe002-34e5-4b55-b3be-7e63dbe5f0c9 | shipment_id: 9fe093ce-57e2-4a79-92e9-86b9f5d1e9ee | inference_id: 914a38eb-5ef4-4114-a333-ca768f0fcdb1 | alert_type: Document issue | severity: Medium | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Resolved
alert_id: 1a99f351-8e20-441f-b99b-3023d29baf44 | shipment_id: 0361d896-7457-4855-af33-55f3be6729e8 | inference_id: 3dea6ee5-c515-4cdb-b3fb-90c94815d753 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 1d8d852e-9888-43cd-98f6-a7a22acee3d5 | shipment_id: 1b5654f6-0fad-46e3-805c-0d73f7eb4967 | inference_id: cf58c0cf-2191-4596-b81b-c9b66ae525a7 | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Open
alert_id: 29e02ce2-70ad-4ce8-add9-b27ef7e7d848 | shipment_id: 839ee530-84ab-464c-b27f-2cd91d8e2c5b | inference_id: 4e97706c-a9e1-4083-a003-c6b8a5a6ea4f | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 2fc2dff4-d1c5-400d-a31d-83ef317b1805 | shipment_id: 2367bf3a-3371-428b-8d57-424cc09c03ff | inference_id: 02be4d9d-462e-4841-88a6-6fc1f3a04639 | alert_type: Delay risk | severity: High | recommended_action: Create proactive follow-up task and validate customs, weather, and carrier status. | alert_status: Resolved
alert_id: 727db4b8-40d0-40ae-8c33-d8322dd0a450 | shipment_id: 7ecf27c7-d43a-45a5-b980-dacc01638781 | inference_id: ad9cb84d-5831-4912-aba1-01c85bef1651 | alert_type: Customs escalation | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 30965ebb-db5d-4629-8672-0fb7251c070e | shipment_id: a6b896ee-df4f-413e-8632-82d558c0927b | inference_id: 2fa67bbe-3088-4fe3-ae82-eea1afb3c586 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 3120f5fe-c461-4d7a-89b7-736b6366c770 | shipment_id: f724f258-2fb8-41e0-ad9b-26d0bf522a27 | inference_id: 57630fa4-000d-4783-b46a-1fe052b9625a | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 64e8c85b-2769-4082-a66e-e74380b721f2 | shipment_id: 9a0dece8-f337-4321-842d-6cdf64d7de33 | inference_id: 2e18eae3-cfbf-4214-8b94-2fe82619ec01 | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Acknowledged
alert_id: 72d0f05f-6d1e-4091-82fd-b98398f1def9 | shipment_id: b7552c4b-f4ee-4719-8992-ba9aa5b6463f | inference_id: 36e4dbbe-1037-49f7-93c7-6d661ccb07cb | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 7c045990-e99b-49db-9e21-052042f016b1 | shipment_id: 0ec7917e-ca7f-4bc9-8fbb-d26e4626476b | inference_id: 4f85ef5f-5ed4-4ede-81d7-639703f6e58e | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 589eb783-0cec-4859-a499-6cb2f80ad825 | shipment_id: 28efb988-4901-4698-8e6c-ac0bbbf1c706 | inference_id: 03f7486b-2b9a-4a29-9e0f-d0d9d2a14145 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: fdc95ee8-0c35-498c-b4ae-0bab1f404f24 | shipment_id: 77f82876-a52e-4ff8-8917-76aee6030f40 | inference_id: 0fedf55b-c761-4dd5-9ba2-1001dadb5281 | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 6d1c4392-89ee-425a-b061-e60cd6f90b0b | shipment_id: c4bb3a8e-980c-4408-b46f-ea8c0407d57a | inference_id: 199cf2bf-0895-457f-a14e-08ccc1189b2a | alert_type: Customs escalation | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 62198065-1de9-42ab-9d3b-5249b61fe59b | shipment_id: 963b9d32-9ba6-4354-95f6-bddabb844b1a | inference_id: a0a45d4e-e3aa-4581-9c8a-763a7de2dd43 | alert_type: Customs escalation | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 409efb21-a67b-47a7-a9df-f4eefad970db | shipment_id: 96a2c4be-e256-4ee7-b566-3170b0a29abc | inference_id: 71364603-c5c2-47e1-9273-10fc9abad196 | alert_type: Document issue | severity: High | recommended_action: Create proactive follow-up task and validate customs, weather, and carrier status. | alert_status: Resolved
alert_id: c386a1e6-e429-45cb-92e7-2098d313b5f5 | shipment_id: 285a9354-35df-44e5-a1f2-a4a47e74b011 | inference_id: 0af9c980-8b1f-400e-8a87-a33ffe421c3a | alert_type: Model drift watch | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 896c06b7-a9aa-45e9-ba02-a4f096da24cb | shipment_id: 6879d9c3-ecbb-476f-b8eb-0f0bdc7da63e | inference_id: e577cff8-835d-485b-b953-9ba00e49803d | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Acknowledged
alert_id: 3b679e7d-c0e6-4cc1-bb94-ecd2247ea643 | shipment_id: 3ee2060e-5fad-42be-b4a4-3e6a8a5efe03 | inference_id: 5878cc60-a891-4c2e-a2c0-09b9e9f4d164 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 1e80a330-6857-4b39-80f0-cb57bd2519f0 | shipment_id: b902e2bf-12fb-4054-bb41-398a86f62df6 | inference_id: b94e8288-90b5-4966-8bbb-9cf2bc7d1fc2 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 5267b06d-591b-4c38-9d34-76fafb0999f0 | shipment_id: d078cccc-9227-4b8d-9498-6d6e4c7bbff3 | inference_id: e0b84bc0-f260-4ee8-8fe1-2e08f093faae | alert_type: Model drift watch | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: c19bb2c1-40ac-45a7-b1dc-68e506be47db | shipment_id: e645355f-d693-4816-8152-916ceeba483e | inference_id: bccb801d-c064-47ff-9844-6286e3634866 | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Open
alert_id: 8aabf6e9-3707-4694-b6d2-79960c3ff215 | shipment_id: 59111a6d-a805-45e3-b0b8-cc652b76e192 | inference_id: d3c6edd3-4f04-47ba-976d-ad34bda5eda3 | alert_type: Delay risk | severity: Critical | recommended_action: Escalate to operations lead, notify customer success, and review route/carrier alternatives. | alert_status: Open
alert_id: 13aa3062-879c-4713-84d8-416d1fe9f392 | shipment_id: fc44d52b-bca1-4495-9824-a2cfed4d8902 | inference_id: a1305d69-df09-4048-b097-631bceb542b0 | alert_type: Model drift watch | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 90bd30dd-82a8-4a7a-a736-24c50ecd0486 | shipment_id: 1e334fff-2aaa-43af-b14a-fe38104daf00 | inference_id: f082b4b1-b9ee-49ce-9b29-dc09a2960b1a | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Acknowledged
alert_id: 53ee252c-9d47-4d31-a860-da44018efcbe | shipment_id: a5b4e3d3-1809-495e-8005-64607c0df632 | inference_id: 5c47eabd-9922-4711-a4e9-f2fe914a3160 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 3c4b9bd0-8a57-4ee3-8474-bf432d0e4fcd | shipment_id: e90b6eb6-8114-4834-b259-fcaf65514623 | inference_id: 9c187bc4-29db-48a1-98ac-f035f9e94f21 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 2702e5de-9e54-4bb3-bc06-e2897eb1a3bb | shipment_id: ec4a0ef7-eb65-426e-a555-1663e474a079 | inference_id: 24376833-b2d1-4bc7-b5e8-624c8f0bb981 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 7c39eb39-8129-4793-9168-c434914ddac5 | shipment_id: f9eba3e9-ba73-4665-bc3f-5623752cf818 | inference_id: a0719e3b-74e3-4044-a00a-3ccf59db8914 | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 5da7bfdc-173a-4c91-871c-a21fe961fce5 | shipment_id: d5c7aec3-f7e5-4099-8b29-6636d56e574a | inference_id: 1342b1fe-03b5-4e64-a03e-ef9754960790 | alert_type: Document issue | severity: Medium | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Open
alert_id: ff0f75ea-3fe6-479c-8b29-1b478fdff4e3 | shipment_id: d825eae1-6d84-4893-b468-6ff06b486623 | inference_id: 12dd262c-c23b-40ce-8455-ffb6ef57d9f7 | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: a9434309-4f76-477a-bd13-2a5f7aa461e7 | shipment_id: 02ce70c3-c5ea-400f-ae7f-191913e84c00 | inference_id: 09b57b54-d3cb-461a-85b9-5e0effca2fca | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Open
alert_id: dc833ea0-4c94-41c2-b110-62d704e17b6c | shipment_id: b05ca77b-0737-4ee6-8f11-a3feb4529c12 | inference_id: fcd9f0a2-48a2-478c-b6c7-548c1f313408 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 7df74a91-f48f-4ed5-b1f2-25dd5816b015 | shipment_id: 677ee359-0b46-4ae7-ad2c-d7c245c8a0ac | inference_id: cc6cd95d-66f4-407a-9115-8253d33366e5 | alert_type: Model drift watch | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 72282d1c-829a-49fe-8ca9-75be5028eb32 | shipment_id: 5d8213de-bf35-4c31-8000-b39f96abd556 | inference_id: 337cde33-c9c1-401e-aed6-9fd73096f6a8 | alert_type: Model drift watch | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 3d62cdb0-5751-4d2d-ac2e-8f669bd4b925 | shipment_id: 7afb2254-d487-4629-b330-49d44ccd2d01 | inference_id: ca1f925a-ff8b-4859-8d08-134b2bcf144d | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 29c39eec-1404-4072-a244-e3a5a978bbf3 | shipment_id: b4e6e528-cecf-4eca-b487-4093a5b607e8 | inference_id: 097bf8b9-f5d2-432e-84f5-aa7afd72a3b4 | alert_type: Anomaly | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 2a63d48c-a53a-4eea-9095-ba329c9ecb7c | shipment_id: 8ec15b73-48d0-4f55-8ce4-71600c0ee627 | inference_id: 0c8ca4ae-5536-4781-9ec7-0c31de464aa4 | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: eda9d633-af22-45e0-a18c-9c7af871648f | shipment_id: 5b7c19ee-2848-4a40-88e0-cbdee5a7345d | inference_id: e1d6d0c4-b066-48d9-82c4-6ebafd862bf7 | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 6ca4cfab-9f53-42a7-a436-7f7b548de434 | shipment_id: eeadf356-9b40-4919-850b-fce1b764950d | inference_id: a9de7522-94ea-4377-bca9-41d0c66e24d8 | alert_type: Model drift watch | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: e41d3962-5a29-4ea5-8c71-20efee83c552 | shipment_id: 1714ac48-abc6-456f-858f-de87df832b30 | inference_id: 6b4dd32c-4255-45f1-8b54-72fbb2415ecd | alert_type: Customs escalation | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 9b47bc93-ff0a-4db6-833b-ed4ce3c1b44a | shipment_id: aceb7e98-ce94-49f1-b027-f430b4d1c670 | inference_id: 36e9b4d1-fe1a-47c2-ae7f-badbd6ebc5c5 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: e07dc58a-5a31-4906-87b7-07a362986f9d | shipment_id: 2117b38f-8435-4e7a-8017-18ceeead751c | inference_id: 736cab6a-7c65-4217-a4f6-565c3e16047f | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 68682543-00d8-4809-bcd2-b3c455ed744e | shipment_id: 75fd6232-8226-4101-9923-c8458c858162 | inference_id: 708d52bd-5789-4912-afe8-f199d718ccac | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 35a1c767-ab41-4d7f-a7fc-3016b80397f3 | shipment_id: ee6aa7bf-433c-4105-8f09-3d93d68c1053 | inference_id: 02b7662d-82ee-4930-b648-7c8115ac81b9 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: ffbeb9f5-88e0-4787-b280-26abe3c1f374 | shipment_id: 4be01ab1-e6e7-4be1-89ec-8cb0bd405990 | inference_id: c0f17c81-48b6-4764-a56d-c41194cd0210 | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Acknowledged
alert_id: 76b1e78a-bb8f-42b1-acf3-ad0ebd3254a6 | shipment_id: 1410cfd8-bcee-42ef-93de-9aad9b2a6543 | inference_id: 096142bd-afb8-45a0-bc74-e39f4abeb670 | alert_type: Customs escalation | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 22e470e7-55a3-4d87-a065-6501dab92c8a | shipment_id: e5a4087c-fa1e-43e6-9ef2-8904b36b6d6c | inference_id: 79b1fccb-6f1c-4210-ae56-e930882a106c | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 620ff7d7-5429-404c-aed9-085386e1adb2 | shipment_id: 82aa5de1-5e9e-46ca-9af3-970bd670e32e | inference_id: 5dc858de-ef77-4466-89a8-cc444844d695 | alert_type: Model drift watch | severity: High | recommended_action: Create proactive follow-up task and validate customs, weather, and carrier status. | alert_status: Acknowledged
alert_id: 2fc6a43c-5fce-44e5-a44a-5d9b72c975c5 | shipment_id: 80e3af19-6238-46cc-a58b-8dcc674f8088 | inference_id: 1e611e8a-9df2-4adb-8bca-006e1ad9aa32 | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Acknowledged
alert_id: 0e41d83a-ace9-465c-b90f-1b4ae9caeff9 | shipment_id: b598a83a-a3d7-43af-9209-617f5ae6cc6c | inference_id: 18795fec-45e9-4665-9633-529fb4d18b2d | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 5e4788fa-bbf3-4342-a6ef-f4b1bb2fec1d | shipment_id: 3a7c53a0-ccfe-41bf-ada9-bd40ff89fe12 | inference_id: 6aad946a-55b2-4846-9b17-3e90fd652f67 | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 13515f4c-b13a-4f24-b9ac-9824c61eb211 | shipment_id: a16253e2-157c-447e-a493-757c74022808 | inference_id: c20b1666-51f2-45f4-8164-884c2b3c052d | alert_type: Anomaly | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 839004e0-53df-4b9d-8767-c5692bcdf33e | shipment_id: f31a6423-e868-4d1b-a6c6-3f7e61e16e3a | inference_id: 82245251-c946-4ff5-95b6-182cb847b500 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 9098d4d4-8ba9-46cc-bb9f-70624562100f | shipment_id: b05e5acc-7c1a-4b77-bb19-436d589a6d63 | inference_id: a165f98d-19bd-4342-abbd-3e131335b4fc | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Acknowledged
alert_id: 5749e7cc-0604-4aef-b5ca-c097ad00247c | shipment_id: fed5e5be-fc3f-43c1-af09-f05e3daa4408 | inference_id: 9a9866c4-48f5-43a9-8879-220103d4f638 | alert_type: Model drift watch | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: b3b15f37-3e99-439d-8a87-8a32584f97a9 | shipment_id: 4dbc4c5a-4025-41d0-a70a-355854c67e33 | inference_id: fea98fc5-d99e-4292-9a23-9b90aee27464 | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Resolved
alert_id: 94d4b1f5-413d-48e4-b6b0-3878ad3328c6 | shipment_id: 94e9a179-16ee-4147-8bba-a2c0386bbb3f | inference_id: 835b5af8-c0aa-4a80-9754-4e64e13578f9 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 932e5928-3114-4cad-a6a9-9d2ed8279e8d | shipment_id: 6ad100de-fed4-4e10-80f3-51019867b834 | inference_id: 85271b94-e485-4fac-99d6-a1bc20ce7aeb | alert_type: Anomaly | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: d14b8582-40c9-4436-81e6-c53658e7c44d | shipment_id: f3b13e58-8874-4d7c-8c16-ba72da1901ff | inference_id: 1b782bb1-638b-4041-8ddf-03d8b2d999ba | alert_type: Model drift watch | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 28e39e9a-536f-4925-bc71-35a3689a84f6 | shipment_id: 4fd73670-f2b7-4286-b232-8c0c52e925cf | inference_id: 78ed0d61-fc2a-434b-9724-40f9931293b5 | alert_type: Customs escalation | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: daf96428-960c-48f7-a616-1cf3b4bcf71f | shipment_id: da9f88ac-d379-4489-9005-94068132e92a | inference_id: 412a100d-320b-431c-899d-7dc8c4bcb117 | alert_type: Document issue | severity: Low | recommended_action: Request document review and confirm invoice, packing list, and customs fields. | alert_status: Resolved
alert_id: c18a514f-8c79-44fe-ab2b-91081d43c9ec | shipment_id: 60a070a2-a427-4757-9f25-efd391a2e7aa | inference_id: 9da89b44-6765-4d09-8275-5a67565e9ad0 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 29d4056a-f03a-466c-8585-ee9efa60a966 | shipment_id: 58b138ad-366c-4452-99fd-42fb6df56639 | inference_id: e5952a02-3b39-411e-94ea-a8aa6cf00359 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 4428a3e4-aa61-45c6-8ae0-7fedfc510f60 | shipment_id: fff8ceb6-2ed5-4d05-ac9b-ca3e8908d72f | inference_id: 413bb00e-ab43-435e-b02a-9a069a07aa75 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 70b6c45d-f782-45d2-bfa6-7b6d5db32f39 | shipment_id: f7fe9973-566b-4058-910b-2a73780f7b5a | inference_id: b1b388da-fd01-4c54-85b6-e5e9d025a465 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 4d031405-1f6d-4ec0-b1bb-b5b2ef86811f | shipment_id: be17fece-ac76-4f20-8ea8-60e3dcac114f | inference_id: f78ccc2d-2fcc-457f-8057-a58d0ad0e462 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 1f0f4251-9daa-496c-bbc1-df8e739108ac | shipment_id: 7d5d1f75-25ce-4e0f-b0d8-c53c224bc2d9 | inference_id: 61d81747-1fae-45ec-a2d7-907948ee234f | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 3cbf4fe9-36bc-43d9-8d4c-df304a0ce85d | shipment_id: e965e54c-29dd-478e-b9af-50cf7474ee2d | inference_id: bb795643-2783-4b22-a87c-15f07130974a | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 74491097-f21a-49a9-8ac7-513a9b5bb3d5 | shipment_id: ef9638e6-efb1-42e4-9524-ec28a9976c6d | inference_id: dc3409cd-ff9a-4e81-9c3a-2df781278183 | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 787bb0ef-0a73-4a32-9b42-ce001883fadf | shipment_id: 2251d97b-a04f-4eb1-8774-b9991659c606 | inference_id: c2f19440-b93a-4b45-94b9-045321a48699 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: 26e76462-b24c-4e6e-b004-db3cf2d0731b | shipment_id: 25aa00a2-b5eb-4ae8-88cb-51a58b53afdd | inference_id: d74ef758-c40b-4500-a7d6-c717235f06ab | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: bae88c8e-5ebd-465f-ad1c-bd185f434aa7 | shipment_id: 62b2b624-1bd8-484d-9f71-40c682e31d14 | inference_id: 67c7accb-5ee8-40d4-9568-d20c91d971c2 | alert_type: Customs escalation | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Acknowledged
alert_id: e7562d93-36e2-465c-acde-de5273211585 | shipment_id: 41aeedad-1f57-4ab3-85d6-e7baa4ccf337 | inference_id: 6b5a4b16-f1e4-4fcc-a56e-c7908ece1f3d | alert_type: Model drift watch | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 1089eb94-e08b-4f41-80cd-0ac5b6c3c3c3 | shipment_id: 2b785449-9a8b-48d3-81e1-a2daaf361c93 | inference_id: 134c2cd6-67f0-403e-a84d-7b250ffd3d18 | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 70fd0b36-0ab6-4b51-a6d1-34bd18df7b34 | shipment_id: 24ebb1a0-674d-4a06-9c68-355009e036a4 | inference_id: 14b67216-3c6f-45a9-b2fb-77d40745a8c9 | alert_type: Delay risk | severity: Low | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Open
alert_id: 0c007431-d846-49ee-8edf-364f0d6deeec | shipment_id: a0410637-3e74-461c-ba3e-809810c9694f | inference_id: 31cb5c3e-ef94-439b-bd5b-8d78e84f73dc | alert_type: Delay risk | severity: Medium | recommended_action: Monitor shipment status and refresh prediction after next tracking update. | alert_status: Resolved
alert_id: 46609c10-3d1f-461c-9b6d-eb9ce357717e | shipment_id: ef373b58-9f91-426d-a2f1-80405a6fafe0 | inference_id: 9fbe02c9-366d-4b13-ad0e-d572056c705d | alert_type: Delay risk | severity: Critical | recommended_action: Escalate to operations lead, notify customer success, and review route/carrier alternatives. | alert_status: Resolved
