Sheet Name: Vehicles

vehicle_id: a7a7c694-8da6-4c10-a00e-367e67b16b2d | vehicle_number: RA-3523-1 | vehicle_type: Rail | capacity_kg: 435344.38 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 12
vehicle_id: 9c3939fb-2384-44e0-aeda-073c86910056 | vehicle_number: TR-5818-4320 | vehicle_type: Truck | capacity_kg: 19208.37 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 7
vehicle_id: 1954b483-c083-4deb-b736-ac32b2e36ff7 | vehicle_number: TR-8094-4321 | vehicle_type: Truck | capacity_kg: 8569.63 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 12
vehicle_id: c0b0ff7a-41a5-4e10-9c66-1441bbc5b8e8 | vehicle_number: TR-5669-4322 | vehicle_type: Truck | capacity_kg: 18347.89 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 6
vehicle_id: a9c37536-9eb6-424d-869d-5502536d5605 | vehicle_number: SH-5910-4323 | vehicle_type: Ship | capacity_kg: 4637006.03 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 9
vehicle_id: 149ea4ea-d381-41a6-bc05-e344f7c36531 | vehicle_number: TR-2770-4324 | vehicle_type: Truck | capacity_kg: 6935.24 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 2
vehicle_id: aefd8e04-7e42-4bb8-bad1-5be346277227 | vehicle_number: SH-5620-4325 | vehicle_type: Ship | capacity_kg: 9629657.28 | fuel_type: Jet Fuel | maintenance_status: Due Soon | vehicle_age: 7
vehicle_id: 821a42e5-a725-4dbb-937c-f09e8c1192a0 | vehicle_number: RA-9907-4326 | vehicle_type: Rail | capacity_kg: 696134.39 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 11
vehicle_id: b996eefa-d728-46e7-81cb-63a8ddb4c94d | vehicle_number: TR-7377-4327 | vehicle_type: Truck | capacity_kg: 3121.84 | fuel_type: Marine Fuel | maintenance_status: Under Maintenance | vehicle_age: 3
vehicle_id: dd38b96c-289d-4611-9ae6-78aa7f990b18 | vehicle_number: RA-8981-4328 | vehicle_type: Rail | capacity_kg: 335876.55 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 7
vehicle_id: 50032b08-e46f-424d-a5f4-e812fa6cd789 | vehicle_number: TR-9667-4329 | vehicle_type: Truck | capacity_kg: 8938.59 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 18
vehicle_id: de09b1e6-a15e-4dad-ab89-eed2bb188906 | vehicle_number: SH-6590-4330 | vehicle_type: Ship | capacity_kg: 17223194.81 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 8
vehicle_id: 0191fe94-3c7b-4685-b99a-fd65937642f9 | vehicle_number: TR-3826-4331 | vehicle_type: Truck | capacity_kg: 7763.26 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 4
vehicle_id: 52d6385e-ed12-4501-aa31-9a2338ee4b67 | vehicle_number: TR-8126-4332 | vehicle_type: Truck | capacity_kg: 18840.53 | fuel_type: Diesel | maintenance_status: Under Maintenance | vehicle_age: 3
vehicle_id: ef4ca5e3-d249-4f9b-85b1-e846b64dccc0 | vehicle_number: AI-5693-4333 | vehicle_type: Aircraft | capacity_kg: 148382.64 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 7
vehicle_id: 19b65198-24a4-4f13-bae2-22852ba701bd | vehicle_number: TR-8417-4334 | vehicle_type: Truck | capacity_kg: 13326.88 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 7
vehicle_id: ea29b700-73ff-4f51-8931-39a7f62ce98d | vehicle_number: TR-8003-4335 | vehicle_type: Truck | capacity_kg: 22099.7 | fuel_type: Electric | maintenance_status: Due Soon | vehicle_age: 7
vehicle_id: fe9e0da4-b5f6-472b-8fbb-b1839d1d2ca1 | vehicle_number: SH-6054-4336 | vehicle_type: Ship | capacity_kg: 3641211.15 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 11
vehicle_id: 0194e935-3634-4e3d-848f-b6efdc2b49fe | vehicle_number: TR-2537-4337 | vehicle_type: Truck | capacity_kg: 18371.68 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 1
vehicle_id: a99b273e-a673-4a13-b6c2-0d23310e719f | vehicle_number: TR-5258-4338 | vehicle_type: Truck | capacity_kg: 19073.72 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 12
vehicle_id: 064cac96-92f0-4034-a37f-75fd24ea2763 | vehicle_number: TR-9616-4339 | vehicle_type: Truck | capacity_kg: 18488.59 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 6
vehicle_id: a8ed0875-212e-4632-9d44-72b06a3fcb3b | vehicle_number: RA-3643-4340 | vehicle_type: Rail | capacity_kg: 272445.78 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 1
vehicle_id: 658095de-75ff-4fcd-ba1b-4ecaec526ce1 | vehicle_number: RA-4680-4341 | vehicle_type: Rail | capacity_kg: 296071.04 | fuel_type: Jet Fuel | maintenance_status: Under Maintenance | vehicle_age: 4
vehicle_id: 8bf606bb-e8a1-428d-9215-763c11986f88 | vehicle_number: TR-6531-4342 | vehicle_type: Truck | capacity_kg: 20959.82 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 18
vehicle_id: 0e7632fd-8748-4dfd-84a9-51bc1c159dca | vehicle_number: SH-4741-4343 | vehicle_type: Ship | capacity_kg: 19744026.04 | fuel_type: Marine Fuel | maintenance_status: Due Soon | vehicle_age: 13
vehicle_id: 06e91081-c8b2-42d5-ac00-20c8806646d2 | vehicle_number: TR-5573-4344 | vehicle_type: Truck | capacity_kg: 13607.81 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 18
vehicle_id: 7c413fd5-06a8-4dfb-a07b-b2dde2f2e5de | vehicle_number: TR-1151-4345 | vehicle_type: Truck | capacity_kg: 21079.42 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 18
vehicle_id: e5db8fc5-8d8f-49e9-8430-ffc9297fd53e | vehicle_number: TR-5420-4346 | vehicle_type: Truck | capacity_kg: 17932.58 | fuel_type: Marine Fuel | maintenance_status: Under Maintenance | vehicle_age: 3
vehicle_id: 0e333d6d-fb5f-4300-b258-f15932982179 | vehicle_number: TR-4864-4347 | vehicle_type: Truck | capacity_kg: 12978.37 | fuel_type: Marine Fuel | maintenance_status: Due Soon | vehicle_age: 9
vehicle_id: bb8ab0a0-3326-4bcd-a6ae-8b02a11dde58 | vehicle_number: SH-6185-4348 | vehicle_type: Ship | capacity_kg: 4980774.32 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 2
vehicle_id: 9ddb8720-afe5-423e-9f9e-fb27fbf04f7e | vehicle_number: SH-6523-4349 | vehicle_type: Ship | capacity_kg: 17805404.73 | fuel_type: Marine Fuel | maintenance_status: Due Soon | vehicle_age: 1
vehicle_id: e56d1b27-157a-4ea7-aca8-7e7225698d34 | vehicle_number: TR-4846-4350 | vehicle_type: Truck | capacity_kg: 25199.11 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 11
vehicle_id: 21e61436-dfb9-4861-b930-59da8adbc83f | vehicle_number: SH-6976-4351 | vehicle_type: Ship | capacity_kg: 9591402.52 | fuel_type: Diesel | maintenance_status: Under Maintenance | vehicle_age: 4
vehicle_id: 3887f9d7-e9cc-4567-9308-3233bae57cdf | vehicle_number: SH-3683-4352 | vehicle_type: Ship | capacity_kg: 11054066.42 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 1
vehicle_id: 1c68186b-6fc6-483f-90e5-dc215f7e9ab8 | vehicle_number: TR-2472-4353 | vehicle_type: Truck | capacity_kg: 4825.69 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 3
vehicle_id: aad7bb40-999f-4e82-9ce0-efb87f427f13 | vehicle_number: TR-9125-4354 | vehicle_type: Truck | capacity_kg: 6785.36 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 5
vehicle_id: 4e6a00be-09fa-43e9-87eb-bb231b73bce8 | vehicle_number: AI-7071-4355 | vehicle_type: Aircraft | capacity_kg: 107140.19 | fuel_type: Jet Fuel | maintenance_status: Due Soon | vehicle_age: 16
vehicle_id: 157cdd90-7c1c-49f4-ad1a-04356860cba0 | vehicle_number: AI-6635-4356 | vehicle_type: Aircraft | capacity_kg: 111045.6 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 1
vehicle_id: 921dbc36-30d3-4900-a2fd-3f6d3e57bc95 | vehicle_number: TR-3946-4357 | vehicle_type: Truck | capacity_kg: 18142.42 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 14
vehicle_id: bc749caf-31be-454a-956f-512a7dc79b4e | vehicle_number: TR-8227-4358 | vehicle_type: Truck | capacity_kg: 22092.54 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 3
vehicle_id: e6dbe018-4c6e-4be9-9530-93db0c5fc852 | vehicle_number: TR-8763-4359 | vehicle_type: Truck | capacity_kg: 6334.37 | fuel_type: Diesel | maintenance_status: Under Maintenance | vehicle_age: 1
vehicle_id: fa6f9fab-1af4-4b89-ab11-67081367b8b8 | vehicle_number: TR-7481-4360 | vehicle_type: Truck | capacity_kg: 6922.44 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 16
vehicle_id: e68e7399-c042-4314-b877-8ae26534a08a | vehicle_number: TR-3667-4361 | vehicle_type: Truck | capacity_kg: 12894.27 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 18
vehicle_id: a3219dac-83fa-41f8-a8ac-58c140aa4e34 | vehicle_number: RA-4360-4362 | vehicle_type: Rail | capacity_kg: 416225.57 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 11
vehicle_id: d77806f6-2d49-43be-ac8c-ac32c42c8078 | vehicle_number: TR-6799-4363 | vehicle_type: Truck | capacity_kg: 18034.83 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 14
vehicle_id: d99fc742-7eae-4ac3-9932-1324c231dd72 | vehicle_number: SH-2141-4364 | vehicle_type: Ship | capacity_kg: 21340404.26 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 18
vehicle_id: 8b3bc944-2df6-47f4-a545-36c68409d1d2 | vehicle_number: SH-6815-4365 | vehicle_type: Ship | capacity_kg: 3831953.08 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 10
vehicle_id: 4ed68a1e-ce1f-42f5-bee6-1beb65a18fdc | vehicle_number: SH-7817-4366 | vehicle_type: Ship | capacity_kg: 11175769.92 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 8
vehicle_id: d1702634-cf41-441e-85d1-03ad9905d275 | vehicle_number: TR-7256-4367 | vehicle_type: Truck | capacity_kg: 10559.69 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 3
vehicle_id: 44231c23-e20d-4e04-a789-5dee4837a14f | vehicle_number: SH-9462-4368 | vehicle_type: Ship | capacity_kg: 12026484.77 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 7
vehicle_id: 6435364c-d033-465a-9a68-1756e71c7892 | vehicle_number: TR-7392-4369 | vehicle_type: Truck | capacity_kg: 25861.15 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 2
vehicle_id: ca3fefd7-3001-47d7-8c4e-0aa69f41e686 | vehicle_number: AI-2638-4370 | vehicle_type: Aircraft | capacity_kg: 87591.85 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 15
vehicle_id: 9d952a1b-8eb2-43ee-b63f-dc61b28ec834 | vehicle_number: SH-8438-4371 | vehicle_type: Ship | capacity_kg: 13050525.47 | fuel_type: CNG | maintenance_status: Due Soon | vehicle_age: 17
vehicle_id: 4c0f94fa-3f04-4792-9378-88301ae12db5 | vehicle_number: TR-9907-4372 | vehicle_type: Truck | capacity_kg: 15045.1 | fuel_type: Diesel | maintenance_status: Under Maintenance | vehicle_age: 13
vehicle_id: d6cc2c33-8d86-4f96-ae03-993cad047e1f | vehicle_number: TR-8583-4373 | vehicle_type: Truck | capacity_kg: 23405.85 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 5
vehicle_id: 9d59862b-125e-4b05-b41f-67dda7ba5653 | vehicle_number: AI-4467-4374 | vehicle_type: Aircraft | capacity_kg: 98090.22 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 3
vehicle_id: 3eb9cc80-c9e6-426b-8b34-14934358fbbb | vehicle_number: TR-9854-4375 | vehicle_type: Truck | capacity_kg: 7782.09 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 8
vehicle_id: 51453f2a-b215-445f-9218-dd53907f2afe | vehicle_number: TR-2941-4376 | vehicle_type: Truck | capacity_kg: 15378.23 | fuel_type: CNG | maintenance_status: Due Soon | vehicle_age: 14
vehicle_id: 6e6a52e1-4501-46c2-a93f-11558def7cb1 | vehicle_number: RA-4988-4377 | vehicle_type: Rail | capacity_kg: 128440.95 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 16
vehicle_id: 1e761197-319a-4a19-93d5-8d402c9fa7f3 | vehicle_number: TR-4527-4378 | vehicle_type: Truck | capacity_kg: 27058.93 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 10
vehicle_id: 30bc55e2-848f-4eaa-9e30-4a544e95196e | vehicle_number: TR-1344-4379 | vehicle_type: Truck | capacity_kg: 17290.33 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 9
vehicle_id: ec65af18-721d-4c4f-99d0-491ce08d2bae | vehicle_number: SH-8250-4380 | vehicle_type: Ship | capacity_kg: 3659305.99 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 17
vehicle_id: 8f252027-8b1e-4f87-bf54-7c5a0a6c89dc | vehicle_number: TR-8675-4381 | vehicle_type: Truck | capacity_kg: 19245.06 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 17
vehicle_id: 5ac65b3a-2adf-4641-8985-79396f263fa0 | vehicle_number: TR-2770-4382 | vehicle_type: Truck | capacity_kg: 12997.95 | fuel_type: Diesel | maintenance_status: Under Maintenance | vehicle_age: 15
vehicle_id: d7993a63-fb5d-4f05-bfd4-5d295b53416d | vehicle_number: SH-3225-4383 | vehicle_type: Ship | capacity_kg: 7236074.23 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 18
vehicle_id: 3b7f0da3-0a97-4a81-9ddc-a7cf3891f2a4 | vehicle_number: TR-4504-4384 | vehicle_type: Truck | capacity_kg: 18657.4 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 17
vehicle_id: 82f84955-f241-4d4a-8dfd-4fe0752baff3 | vehicle_number: TR-9234-4385 | vehicle_type: Truck | capacity_kg: 11445.24 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 9
vehicle_id: 05e55e50-971c-48c9-945f-7374939609a9 | vehicle_number: TR-2978-4386 | vehicle_type: Truck | capacity_kg: 24780.65 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 8
vehicle_id: b11ee50a-4955-40ab-8409-9e99fe264792 | vehicle_number: RA-4257-4387 | vehicle_type: Rail | capacity_kg: 237529.01 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 17
vehicle_id: 9a5770cb-5f92-48b3-9775-ddc87f5ad8a2 | vehicle_number: TR-5022-4388 | vehicle_type: Truck | capacity_kg: 18953.76 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 11
vehicle_id: 84fac507-3b8a-47c5-bf76-90f34442a14e | vehicle_number: TR-4513-4389 | vehicle_type: Truck | capacity_kg: 3548.8 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 17
vehicle_id: 58eccc9f-7a67-4858-b374-e8f258fc0134 | vehicle_number: TR-1875-4390 | vehicle_type: Truck | capacity_kg: 15166.57 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 2
vehicle_id: 5c86316a-8256-4ae9-b570-9ed7f12f9e66 | vehicle_number: SH-1943-4391 | vehicle_type: Ship | capacity_kg: 14344875.77 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 15
vehicle_id: 8a24744d-9c55-40a8-8681-7b140070af59 | vehicle_number: TR-6505-4392 | vehicle_type: Truck | capacity_kg: 12134.58 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 3
vehicle_id: b179c540-c0d3-49a4-bafa-a296d421782b | vehicle_number: TR-1966-4393 | vehicle_type: Truck | capacity_kg: 13498.41 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 5
vehicle_id: 675b6506-83d4-4683-965e-990c5370e02f | vehicle_number: TR-6539-4394 | vehicle_type: Truck | capacity_kg: 21325.86 | fuel_type: CNG | maintenance_status: Due Soon | vehicle_age: 17
vehicle_id: 042fcd18-647f-43f4-9fb4-08810c5043b3 | vehicle_number: TR-5944-4395 | vehicle_type: Truck | capacity_kg: 5100.95 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 5
vehicle_id: 21eda55a-d39c-490e-8afd-fae20e44d1a1 | vehicle_number: TR-2594-4396 | vehicle_type: Truck | capacity_kg: 8396.89 | fuel_type: Marine Fuel | maintenance_status: Due Soon | vehicle_age: 5
vehicle_id: 958efef7-2551-47c7-844e-3a692bed7703 | vehicle_number: RA-4080-4397 | vehicle_type: Rail | capacity_kg: 295836.18 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 16
vehicle_id: 1cd6275e-dea5-46a3-a092-0bbeaa3272c2 | vehicle_number: TR-2574-4398 | vehicle_type: Truck | capacity_kg: 23880.39 | fuel_type: Marine Fuel | maintenance_status: Due Soon | vehicle_age: 9
vehicle_id: bca40409-e712-4a1f-a051-05f4b57f32a4 | vehicle_number: TR-4848-4399 | vehicle_type: Truck | capacity_kg: 21824.51 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 14
vehicle_id: a6753c5d-dd4c-49c2-aa30-08033764a26d | vehicle_number: TR-9487-4400 | vehicle_type: Truck | capacity_kg: 10944.61 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 13
vehicle_id: 238d7629-f0ba-4254-ae20-3f3efc196299 | vehicle_number: TR-8485-4401 | vehicle_type: Truck | capacity_kg: 10230.46 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 1
vehicle_id: 0d30853a-01e5-4082-b56c-a12e481edae6 | vehicle_number: TR-6710-4402 | vehicle_type: Truck | capacity_kg: 13744.87 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 12
vehicle_id: 6d05d251-c33d-4a1e-b4d4-c12923563f03 | vehicle_number: TR-2494-4403 | vehicle_type: Truck | capacity_kg: 26573.35 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 15
vehicle_id: 7e5b9061-ef72-4cb6-ab26-0e3dc279282c | vehicle_number: TR-2313-4404 | vehicle_type: Truck | capacity_kg: 22647.79 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 17
vehicle_id: 351a5ebe-3d8e-469b-8d17-0a20e9f8bbc7 | vehicle_number: TR-1185-4405 | vehicle_type: Truck | capacity_kg: 12678.62 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 6
vehicle_id: ccf705e2-ca61-48c1-89f6-4764399faaf8 | vehicle_number: SH-2098-4406 | vehicle_type: Ship | capacity_kg: 10265124.6 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 8
vehicle_id: 457f872a-7d51-4480-8bac-34aea588908a | vehicle_number: TR-3267-4407 | vehicle_type: Truck | capacity_kg: 18880.32 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 10
vehicle_id: e8010aee-1d69-4990-9ec1-6ce111b11369 | vehicle_number: SH-6445-4408 | vehicle_type: Ship | capacity_kg: 2593566.79 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 10
vehicle_id: de8a7414-8d91-4bdb-9a6d-f0aac8a511de | vehicle_number: TR-6608-4409 | vehicle_type: Truck | capacity_kg: 18488.06 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 11
vehicle_id: f5a117b8-6256-4f6a-8b45-7c635f230f24 | vehicle_number: TR-5464-4410 | vehicle_type: Truck | capacity_kg: 26861.9 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 8
vehicle_id: 614cda0b-af75-4038-ab85-6d5f01a54916 | vehicle_number: TR-4895-4411 | vehicle_type: Truck | capacity_kg: 27764.32 | fuel_type: Jet Fuel | maintenance_status: Due Soon | vehicle_age: 8
vehicle_id: a4d9f833-235e-4fdd-aa41-67ddeeec5c74 | vehicle_number: TR-5513-4412 | vehicle_type: Truck | capacity_kg: 19589.89 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 17
vehicle_id: e2006130-2576-4921-8b08-112a252788f0 | vehicle_number: TR-2112-4413 | vehicle_type: Truck | capacity_kg: 26941.39 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 13
vehicle_id: ad5d616f-fa9d-433f-a814-d22b5959d91d | vehicle_number: SH-5314-4414 | vehicle_type: Ship | capacity_kg: 4609972.12 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 6
vehicle_id: b1998ea9-bcfd-4254-a3c5-ea332d6a990b | vehicle_number: TR-9456-4415 | vehicle_type: Truck | capacity_kg: 10535.37 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 9
vehicle_id: f2774d20-a078-4bdb-bd17-c97ef252b071 | vehicle_number: TR-9622-4416 | vehicle_type: Truck | capacity_kg: 27854.12 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 11
vehicle_id: e8bb3efe-98c8-47cc-b572-79222f826be1 | vehicle_number: SH-5679-4417 | vehicle_type: Ship | capacity_kg: 21699902.42 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 16
vehicle_id: 82a0ce82-342c-44bc-aade-1b8e8050a803 | vehicle_number: TR-8612-4418 | vehicle_type: Truck | capacity_kg: 18218.29 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 11
vehicle_id: 65227401-5d8f-4b79-863d-fb3b713edfa3 | vehicle_number: TR-5570-4419 | vehicle_type: Truck | capacity_kg: 21647.61 | fuel_type: Diesel | maintenance_status: Under Maintenance | vehicle_age: 18
vehicle_id: 4d105b78-e43e-4b3d-9ccc-c719744140b5 | vehicle_number: RA-7678-4420 | vehicle_type: Rail | capacity_kg: 75471.84 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 18
vehicle_id: 0680f7e7-d26a-4fdc-a6b6-b6d721714dee | vehicle_number: SH-4291-4421 | vehicle_type: Ship | capacity_kg: 1577764.76 | fuel_type: Electric | maintenance_status: Under Maintenance | vehicle_age: 13
vehicle_id: 90970a0f-5083-4ed2-9cfa-b0756157e023 | vehicle_number: SH-3766-4422 | vehicle_type: Ship | capacity_kg: 21509329.51 | fuel_type: Marine Fuel | maintenance_status: Due Soon | vehicle_age: 17
vehicle_id: 71d40a10-489a-4a90-8c4a-b14aff61cc2c | vehicle_number: RA-3507-4423 | vehicle_type: Rail | capacity_kg: 542758.34 | fuel_type: Jet Fuel | maintenance_status: Due Soon | vehicle_age: 5
vehicle_id: ce1eeced-8720-4120-ae90-3cfa97370b06 | vehicle_number: RA-5036-4424 | vehicle_type: Rail | capacity_kg: 373661.5 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 18
vehicle_id: c86c713e-f1ca-4681-8149-8e6739db2860 | vehicle_number: RA-8099-4425 | vehicle_type: Rail | capacity_kg: 423436.16 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 10
vehicle_id: d1a23757-1b8b-4d19-b453-2ce3ffe0431d | vehicle_number: SH-8180-4426 | vehicle_type: Ship | capacity_kg: 20074555.88 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 18
vehicle_id: 5428d544-6dfd-42ba-8d5f-80e5b3ea7be3 | vehicle_number: SH-7446-4427 | vehicle_type: Ship | capacity_kg: 10898438.12 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 13
vehicle_id: 43448f44-a1d2-4e3d-a50f-48fc560aeb46 | vehicle_number: RA-1447-4428 | vehicle_type: Rail | capacity_kg: 559434.96 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 1
vehicle_id: 93581d0f-c0dd-48cc-80ff-c9a2eade1f62 | vehicle_number: TR-7386-4429 | vehicle_type: Truck | capacity_kg: 19399.4 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 4
vehicle_id: 68664bff-9b4d-4f20-9de3-46a38f251dec | vehicle_number: AI-7509-4430 | vehicle_type: Aircraft | capacity_kg: 126060.28 | fuel_type: Marine Fuel | maintenance_status: Good | vehicle_age: 18
vehicle_id: 67137e1f-d5c5-4d44-98a6-f83d8fa94a02 | vehicle_number: SH-7916-4431 | vehicle_type: Ship | capacity_kg: 4677986.93 | fuel_type: Jet Fuel | maintenance_status: Due Soon | vehicle_age: 6
vehicle_id: 18a5ae27-1454-46a8-a85c-ee985a77b0a2 | vehicle_number: RA-9426-4432 | vehicle_type: Rail | capacity_kg: 436299.52 | fuel_type: Jet Fuel | maintenance_status: Good | vehicle_age: 5
vehicle_id: ddc1bb6e-878a-4152-a047-32ca46800710 | vehicle_number: TR-2844-4433 | vehicle_type: Truck | capacity_kg: 5650.64 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 13
vehicle_id: e0c39301-b0a1-4ccc-a1fc-378142c89f27 | vehicle_number: SH-1357-4434 | vehicle_type: Ship | capacity_kg: 24209740.78 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 10
vehicle_id: d69d743f-3eac-425a-97fb-79c392056851 | vehicle_number: AI-2706-4435 | vehicle_type: Aircraft | capacity_kg: 22132.24 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 3
vehicle_id: b9514716-f540-4eaa-b7e0-e6db4b5e96d5 | vehicle_number: AI-5116-4436 | vehicle_type: Aircraft | capacity_kg: 54556.43 | fuel_type: Marine Fuel | maintenance_status: Due Soon | vehicle_age: 11
vehicle_id: 19947769-11cb-42c1-9145-7735122194d2 | vehicle_number: SH-2942-4437 | vehicle_type: Ship | capacity_kg: 19189299.68 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 2
vehicle_id: fe2d94c4-0155-4cfd-9772-0fbb9617e947 | vehicle_number: TR-8748-4438 | vehicle_type: Truck | capacity_kg: 20001.77 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 13
vehicle_id: 249429c9-7778-4072-b45c-48a04ceaf1a4 | vehicle_number: TR-7245-4439 | vehicle_type: Truck | capacity_kg: 13708.18 | fuel_type: CNG | maintenance_status: Good | vehicle_age: 4
vehicle_id: ef2a801a-0503-41a6-bafa-45a76391e7e2 | vehicle_number: SH-3541-4440 | vehicle_type: Ship | capacity_kg: 19992030.66 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 13
vehicle_id: 975eeec1-bf9e-46c2-b503-07e1461a526e | vehicle_number: SH-8548-4441 | vehicle_type: Ship | capacity_kg: 22568263.6 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 6
vehicle_id: 5f12f744-595f-4720-8d4b-52aa026daa27 | vehicle_number: TR-6392-4442 | vehicle_type: Truck | capacity_kg: 6572.19 | fuel_type: Electric | maintenance_status: Good | vehicle_age: 17
vehicle_id: f660f22b-2027-4e60-b342-a6967376a60c | vehicle_number: TR-6199-4443 | vehicle_type: Truck | capacity_kg: 17297.16 | fuel_type: Diesel | maintenance_status: Good | vehicle_age: 7
vehicle_id: 1c2888f1-0a37-4de0-8f8b-e50ed66139ac | vehicle_number: TR-1928-4444 | vehicle_type: Truck | capacity_kg: 19459.79 | fuel_type: Diesel | maintenance_status: Due Soon | vehicle_age: 8
