Sheet Name: Weather

weather_id: 6740d2f9-10b2-4458-8e77-f07d72eeb2e2 | city: Guangzhou | forecast_date: 2025-09-04 00:00:00 | weather_condition: High Wind | temperature: 26.03 | rainfall: 10.98 | humidity: 30.19 | wind_speed: 39.45 | visibility: 5.13
weather_id: 8639738c-d292-4a73-a267-e56c7b299f9f | city: Guangzhou | forecast_date: 2026-03-27 00:00:00 | weather_condition: Clear | temperature: 20.81 | rainfall: 0.0 | humidity: 50.21 | wind_speed: 22.33 | visibility: 5.6
weather_id: e92a0459-1dba-427f-9e15-7d0d78cbc2c6 | city: Los Angeles | forecast_date: 2025-02-11 00:00:00 | weather_condition: Clear | temperature: 12.96 | rainfall: 0.0 | humidity: 70.62 | wind_speed: 17.13 | visibility: 5.38
weather_id: 645f224b-5863-47bb-89da-16ebf55a60f4 | city: Dubai | forecast_date: 2025-04-15 00:00:00 | weather_condition: Cloudy | temperature: 23.8 | rainfall: 1.03 | humidity: 63.31 | wind_speed: 6.5 | visibility: 13.72
weather_id: c143f074-8354-49b2-9c0b-adda95910f5c | city: Hamburg | forecast_date: 2025-04-12 00:00:00 | weather_condition: Heavy Rain | temperature: 10.43 | rainfall: 51.47 | humidity: 80.45 | wind_speed: 7.99 | visibility: 2.46
weather_id: 0bd3bc71-861c-4928-9628-c69e3d6edced | city: Delhi | forecast_date: 2026-02-18 00:00:00 | weather_condition: Rain | temperature: 32.69 | rainfall: 30.01 | humidity: 90.2 | wind_speed: 8.79 | visibility: 8.36
weather_id: dfee0bb4-5179-4918-99a6-64a9d4a47903 | city: Abu Dhabi | forecast_date: 2025-06-05 00:00:00 | weather_condition: Clear | temperature: 23.61 | rainfall: 0.0 | humidity: 64.31 | wind_speed: 20.52 | visibility: 13.36
weather_id: 562e4dbd-4480-4db4-9371-4fbfcaa0d1a8 | city: Rotterdam | forecast_date: 2025-12-18 00:00:00 | weather_condition: Storm | temperature: 26.09 | rainfall: 93.35 | humidity: 44.75 | wind_speed: 90.26 | visibility: 1.89
weather_id: cea30044-92f7-4a7c-9f8f-affbd566064e | city: Manchester | forecast_date: 2025-11-07 00:00:00 | weather_condition: Cloudy | temperature: 12.16 | rainfall: 0.92 | humidity: 79.69 | wind_speed: 33.96 | visibility: 8.91
weather_id: 24743ebc-bc15-4677-9f7b-26e026d29f16 | city: Amsterdam | forecast_date: 2025-12-06 00:00:00 | weather_condition: Fog | temperature: 8.3 | rainfall: 1.52 | humidity: 82.86 | wind_speed: 21.82 | visibility: 1.96
weather_id: bb8caee7-4672-4c03-9995-71ea812a2040 | city: Rotterdam | forecast_date: 2026-02-03 00:00:00 | weather_condition: Clear | temperature: 15.73 | rainfall: 0.0 | humidity: 38.29 | wind_speed: 7.38 | visibility: 10.39
weather_id: ad186536-1191-47fe-a005-e4db5b910293 | city: London | forecast_date: 2026-02-17 00:00:00 | weather_condition: Clear | temperature: 24.13 | rainfall: 0.0 | humidity: 46.68 | wind_speed: 11.04 | visibility: 7.83
weather_id: 0ab8402f-f9d5-4313-840d-8b94bc31c969 | city: Ahmedabad | forecast_date: 2025-07-29 00:00:00 | weather_condition: Fog | temperature: 13.46 | rainfall: 10.52 | humidity: 86.86 | wind_speed: 30.25 | visibility: 1.17
weather_id: 2dacab7b-12c3-4d55-8a3e-ca5b3b2dd84b | city: Mumbai | forecast_date: 2025-04-11 00:00:00 | weather_condition: Cloudy | temperature: 25.23 | rainfall: 2.52 | humidity: 60.63 | wind_speed: 6.44 | visibility: 8.41
weather_id: 515b1a5b-1846-480a-b5da-785897c9aa04 | city: Chicago | forecast_date: 2025-10-26 00:00:00 | weather_condition: Heavy Rain | temperature: 32.49 | rainfall: 62.8 | humidity: 44.88 | wind_speed: 34.5 | visibility: 4.17
weather_id: d1bd852a-d237-42a4-bad4-d826b7d9dceb | city: Los Angeles | forecast_date: 2025-01-29 00:00:00 | weather_condition: Clear | temperature: 18.42 | rainfall: 0.0 | humidity: 75.78 | wind_speed: 6.88 | visibility: 6.59
weather_id: 46527173-16f7-432e-9f30-7db042ba3778 | city: Frankfurt | forecast_date: 2025-02-19 00:00:00 | weather_condition: Clear | temperature: 24.19 | rainfall: 0.0 | humidity: 79.47 | wind_speed: 26.9 | visibility: 9.24
weather_id: 50c33ff2-6f71-4fb4-a871-ece2c0719ef4 | city: Houston | forecast_date: 2026-02-25 00:00:00 | weather_condition: Cloudy | temperature: 17.99 | rainfall: 0.8 | humidity: 38.24 | wind_speed: 7.09 | visibility: 12.74
weather_id: 0592fa6d-1845-4242-a67c-c01cd087fc5f | city: Felixstowe | forecast_date: 2026-03-12 00:00:00 | weather_condition: Rain | temperature: 10.34 | rainfall: 19.95 | humidity: 64.55 | wind_speed: 7.46 | visibility: 11.03
weather_id: 5dbc85f1-7f86-43d0-874e-217dc74790ca | city: Chicago | forecast_date: 2026-04-28 00:00:00 | weather_condition: Cloudy | temperature: 31.0 | rainfall: 1.84 | humidity: 30.36 | wind_speed: 33.12 | visibility: 13.14
weather_id: d7992d64-5d4f-4109-ade0-fb61d44c1a8c | city: Hyderabad | forecast_date: 2025-04-30 00:00:00 | weather_condition: Clear | temperature: 34.2 | rainfall: 0.0 | humidity: 47.02 | wind_speed: 6.45 | visibility: 8.98
weather_id: bead25fa-c290-40e0-a47a-b316bd2ff781 | city: Mumbai | forecast_date: 2025-08-27 00:00:00 | weather_condition: Rain | temperature: 31.67 | rainfall: 5.44 | humidity: 88.74 | wind_speed: 7.78 | visibility: 12.94
weather_id: 5329ea55-2e0b-4283-bea2-2f089437c4e5 | city: Frankfurt | forecast_date: 2025-01-29 00:00:00 | weather_condition: Storm | temperature: 24.99 | rainfall: 57.13 | humidity: 40.6 | wind_speed: 52.91 | visibility: 2.58
weather_id: c9d20407-c3fa-4083-866e-fe667ca8695b | city: Manchester | forecast_date: 2025-01-05 00:00:00 | weather_condition: Cloudy | temperature: 26.08 | rainfall: 1.89 | humidity: 32.8 | wind_speed: 23.73 | visibility: 6.12
weather_id: e262d610-5bc0-409f-8308-d458233bc258 | city: London | forecast_date: 2025-09-06 00:00:00 | weather_condition: Clear | temperature: 16.98 | rainfall: 0.0 | humidity: 54.7 | wind_speed: 7.62 | visibility: 11.16
weather_id: 95b296d6-4d61-4c8c-9603-2e3c4d24d5e0 | city: Frankfurt | forecast_date: 2025-12-16 00:00:00 | weather_condition: Fog | temperature: 5.01 | rainfall: 3.55 | humidity: 80.94 | wind_speed: 9.87 | visibility: 1.14
weather_id: ac951e2b-7bfd-4c4d-9090-aa03c155ea0b | city: Bremen | forecast_date: 2025-09-12 00:00:00 | weather_condition: Fog | temperature: 12.84 | rainfall: 7.17 | humidity: 56.03 | wind_speed: 32.3 | visibility: 1.79
weather_id: 77870b75-60f8-4b7c-8023-6319557490d5 | city: Chicago | forecast_date: 2026-03-19 00:00:00 | weather_condition: Fog | temperature: 10.11 | rainfall: 3.4 | humidity: 78.15 | wind_speed: 14.24 | visibility: 0.51
weather_id: 8d919143-19a6-4239-9407-e3ee3c140109 | city: Chennai | forecast_date: 2026-06-12 00:00:00 | weather_condition: Clear | temperature: 20.91 | rainfall: 0.0 | humidity: 94.17 | wind_speed: 11.82 | visibility: 11.09
weather_id: 01520479-f240-4f8a-a81a-59b609283bc2 | city: Singapore | forecast_date: 2025-01-19 00:00:00 | weather_condition: Cloudy | temperature: 14.13 | rainfall: 3.08 | humidity: 68.81 | wind_speed: 5.95 | visibility: 11.72
weather_id: a8b98bce-6b84-42cc-bed3-6ff2cf414dfc | city: New York | forecast_date: 2026-01-25 00:00:00 | weather_condition: Fog | temperature: 13.49 | rainfall: 11.22 | humidity: 36.19 | wind_speed: 21.17 | visibility: 0.72
weather_id: e6692d7d-dcb2-402a-b0b4-d7ddfc0d4569 | city: London | forecast_date: 2025-08-09 00:00:00 | weather_condition: Cloudy | temperature: 23.93 | rainfall: 0.43 | humidity: 45.19 | wind_speed: 3.8 | visibility: 10.87
weather_id: cdea4e82-11a0-40bf-a777-845351fdfabd | city: Frankfurt | forecast_date: 2025-11-26 00:00:00 | weather_condition: Cloudy | temperature: 25.61 | rainfall: 3.91 | humidity: 60.93 | wind_speed: 16.7 | visibility: 9.51
weather_id: 27d98726-80d2-49d2-b27a-814e894ddc96 | city: Felixstowe | forecast_date: 2025-01-07 00:00:00 | weather_condition: Rain | temperature: 27.4 | rainfall: 11.91 | humidity: 84.78 | wind_speed: 28.8 | visibility: 11.57
weather_id: 04e44bc5-3351-43a7-8432-f2c07b88c0ad | city: Dubai | forecast_date: 2026-06-13 00:00:00 | weather_condition: Rain | temperature: 13.32 | rainfall: 33.15 | humidity: 52.24 | wind_speed: 19.62 | visibility: 11.37
weather_id: d5d9f134-8e57-4234-b92c-88f8e4195aba | city: Rotterdam | forecast_date: 2026-03-12 00:00:00 | weather_condition: Clear | temperature: 18.27 | rainfall: 0.0 | humidity: 54.94 | wind_speed: 25.85 | visibility: 5.27
weather_id: 963a40bb-8734-45cb-a0b1-46d71ff3cf95 | city: Houston | forecast_date: 2025-05-17 00:00:00 | weather_condition: Clear | temperature: 16.02 | rainfall: 0.0 | humidity: 86.04 | wind_speed: 31.55 | visibility: 6.06
weather_id: ccb426a0-60ee-42b6-8507-406253bbfe0a | city: Chicago | forecast_date: 2025-09-19 00:00:00 | weather_condition: Clear | temperature: 24.08 | rainfall: 0.0 | humidity: 74.19 | wind_speed: 34.36 | visibility: 9.74
weather_id: 9b55c747-d586-4fdb-8bab-27ddc86c117c | city: Sharjah | forecast_date: 2025-07-19 00:00:00 | weather_condition: Rain | temperature: 29.59 | rainfall: 17.5 | humidity: 32.45 | wind_speed: 33.46 | visibility: 12.27
weather_id: 6242081d-06bb-4822-a73f-75aa07ec74f6 | city: Seoul | forecast_date: 2025-07-23 00:00:00 | weather_condition: Rain | temperature: 21.12 | rainfall: 9.13 | humidity: 50.58 | wind_speed: 12.5 | visibility: 12.05
weather_id: 1db123ef-64c8-41b2-b4c5-63962ab2b2d9 | city: Shanghai | forecast_date: 2026-01-25 00:00:00 | weather_condition: Clear | temperature: 35.86 | rainfall: 0.0 | humidity: 48.12 | wind_speed: 9.77 | visibility: 13.97
weather_id: a9c62011-41b9-4715-843a-ba9ee8e248c0 | city: Shanghai | forecast_date: 2025-03-10 00:00:00 | weather_condition: Clear | temperature: 15.65 | rainfall: 0.0 | humidity: 61.18 | wind_speed: 24.93 | visibility: 9.59
weather_id: e40ba786-5023-4e4f-bd03-ccffa81b12ea | city: Hyderabad | forecast_date: 2025-09-14 00:00:00 | weather_condition: Fog | temperature: 11.53 | rainfall: 11.19 | humidity: 69.95 | wind_speed: 32.64 | visibility: 0.23
weather_id: 76c0fdc8-3ecb-4ef8-abff-7902c71f32b6 | city: Amsterdam | forecast_date: 2025-10-03 00:00:00 | weather_condition: Clear | temperature: 25.67 | rainfall: 0.0 | humidity: 61.49 | wind_speed: 23.13 | visibility: 13.54
weather_id: a066aab6-e7f6-4404-a56b-dbe8f48d3b25 | city: Bengaluru | forecast_date: 2026-02-20 00:00:00 | weather_condition: Clear | temperature: 22.49 | rainfall: 0.0 | humidity: 69.53 | wind_speed: 32.49 | visibility: 12.72
weather_id: 08653061-f534-4aaf-aff5-3113933a21f1 | city: Amsterdam | forecast_date: 2025-08-27 00:00:00 | weather_condition: Clear | temperature: 13.26 | rainfall: 0.0 | humidity: 56.87 | wind_speed: 6.28 | visibility: 13.27
weather_id: 7654da15-b16d-4cf2-89a9-c447c2cf899e | city: Hamburg | forecast_date: 2025-02-26 00:00:00 | weather_condition: Cloudy | temperature: 19.4 | rainfall: 2.31 | humidity: 84.1 | wind_speed: 17.25 | visibility: 6.45
weather_id: 2e19ec51-6da3-404f-aa44-2fdee52b135f | city: Incheon | forecast_date: 2025-03-23 00:00:00 | weather_condition: Clear | temperature: 19.81 | rainfall: 0.0 | humidity: 63.26 | wind_speed: 32.4 | visibility: 13.11
weather_id: 1ce1eb80-ed2b-42da-9e7b-d064e8012e90 | city: Incheon | forecast_date: 2025-03-18 00:00:00 | weather_condition: Cloudy | temperature: 27.99 | rainfall: 1.37 | humidity: 81.51 | wind_speed: 22.74 | visibility: 14.93
weather_id: ee4710b4-a50f-4377-85b2-176ca6481c80 | city: Osaka | forecast_date: 2025-07-27 00:00:00 | weather_condition: Clear | temperature: 34.92 | rainfall: 0.0 | humidity: 90.53 | wind_speed: 33.98 | visibility: 7.63
weather_id: f0131de9-33a2-4b97-bf17-08589a352966 | city: Bengaluru | forecast_date: 2025-06-23 00:00:00 | weather_condition: High Wind | temperature: 28.9 | rainfall: 9.78 | humidity: 51.74 | wind_speed: 42.88 | visibility: 6.43
weather_id: 1285201f-a102-4ffa-8e70-cbad63a6e7ec | city: Amsterdam | forecast_date: 2025-03-02 00:00:00 | weather_condition: Rain | temperature: 13.09 | rainfall: 13.63 | humidity: 51.09 | wind_speed: 30.81 | visibility: 8.47
weather_id: 684d2607-74ad-49c1-a9e0-5e8460fa3096 | city: Chennai | forecast_date: 2025-01-29 00:00:00 | weather_condition: Clear | temperature: 22.55 | rainfall: 0.0 | humidity: 52.17 | wind_speed: 34.92 | visibility: 9.24
weather_id: 6b7e094d-f3ca-4798-b179-47348ceff91e | city: Felixstowe | forecast_date: 2025-03-02 00:00:00 | weather_condition: High Wind | temperature: 13.39 | rainfall: 1.64 | humidity: 91.19 | wind_speed: 41.32 | visibility: 6.54
weather_id: 08b2c6da-23a2-4d8b-b306-2cda9c594fac | city: Felixstowe | forecast_date: 2025-09-10 00:00:00 | weather_condition: Clear | temperature: 21.72 | rainfall: 0.0 | humidity: 56.86 | wind_speed: 21.61 | visibility: 8.14
weather_id: 81819af8-75e5-4610-b4fd-d188158257be | city: Bremen | forecast_date: 2025-03-12 00:00:00 | weather_condition: Rain | temperature: 12.39 | rainfall: 15.09 | humidity: 64.24 | wind_speed: 31.53 | visibility: 9.93
weather_id: c50d9290-7e35-4e51-9db7-c1b100bd8c8d | city: Shenzhen | forecast_date: 2025-01-25 00:00:00 | weather_condition: Fog | temperature: 8.47 | rainfall: 9.99 | humidity: 83.82 | wind_speed: 31.91 | visibility: 0.95
weather_id: 768d3075-fb06-4c56-abac-16664a6694a6 | city: Yokohama | forecast_date: 2026-03-26 00:00:00 | weather_condition: Clear | temperature: 29.39 | rainfall: 0.0 | humidity: 50.57 | wind_speed: 20.93 | visibility: 8.95
weather_id: e25dd89b-3c96-486e-bd90-6f572aaa53d0 | city: Frankfurt | forecast_date: 2025-06-28 00:00:00 | weather_condition: Rain | temperature: 33.06 | rainfall: 12.35 | humidity: 31.08 | wind_speed: 32.27 | visibility: 11.96
weather_id: 12f9c86b-688f-4985-b554-a5f0dd9d9776 | city: Dubai | forecast_date: 2026-03-12 00:00:00 | weather_condition: Rain | temperature: 25.71 | rainfall: 7.41 | humidity: 55.78 | wind_speed: 22.51 | visibility: 14.57
weather_id: 39f088b7-cb20-491a-87b2-e8375d2cab3a | city: Frankfurt | forecast_date: 2026-01-22 00:00:00 | weather_condition: Heavy Rain | temperature: 21.91 | rainfall: 58.69 | humidity: 34.48 | wind_speed: 3.51 | visibility: 4.78
weather_id: abe9c56a-c4df-4cd8-a583-aad10679116a | city: Singapore | forecast_date: 2026-04-04 00:00:00 | weather_condition: Clear | temperature: 12.23 | rainfall: 0.0 | humidity: 38.47 | wind_speed: 24.92 | visibility: 14.8
weather_id: 012badeb-6c11-4b0d-8810-b53b6f232578 | city: Mumbai | forecast_date: 2025-03-10 00:00:00 | weather_condition: Heavy Rain | temperature: 23.84 | rainfall: 68.54 | humidity: 68.43 | wind_speed: 32.81 | visibility: 1.54
weather_id: 2d158145-9b9a-4d86-9d66-4d9a1c3514b7 | city: Mumbai | forecast_date: 2025-05-06 00:00:00 | weather_condition: Fog | temperature: 13.68 | rainfall: 1.19 | humidity: 70.69 | wind_speed: 33.8 | visibility: 1.79
weather_id: f5b78d37-3ec8-46f4-a79d-7ad1eaff1e7a | city: Dubai | forecast_date: 2025-06-27 00:00:00 | weather_condition: Fog | temperature: 6.9 | rainfall: 4.73 | humidity: 65.99 | wind_speed: 28.19 | visibility: 1.14
weather_id: 280719fe-b921-4f5c-8bb4-4bd2de29e6ee | city: Seoul | forecast_date: 2025-04-18 00:00:00 | weather_condition: Rain | temperature: 22.17 | rainfall: 14.95 | humidity: 50.15 | wind_speed: 21.22 | visibility: 9.32
weather_id: 313feed6-5d8f-4e9c-b527-29739bd89975 | city: Hyderabad | forecast_date: 2026-05-13 00:00:00 | weather_condition: Clear | temperature: 20.18 | rainfall: 0.0 | humidity: 33.57 | wind_speed: 28.77 | visibility: 7.63
weather_id: 9dc449c8-a3db-4267-8572-f6ed3c2a7604 | city: Bengaluru | forecast_date: 2025-12-11 00:00:00 | weather_condition: Clear | temperature: 34.11 | rainfall: 0.0 | humidity: 36.79 | wind_speed: 4.1 | visibility: 6.45
weather_id: 8f5eaff9-e697-4d09-8b3c-fc8abb2a9321 | city: Seoul | forecast_date: 2025-08-27 00:00:00 | weather_condition: Clear | temperature: 23.91 | rainfall: 0.0 | humidity: 67.57 | wind_speed: 32.23 | visibility: 9.93
weather_id: aed244d3-1f18-4f21-939b-e0b21c75d791 | city: Dubai | forecast_date: 2025-03-10 00:00:00 | weather_condition: Clear | temperature: 20.54 | rainfall: 0.0 | humidity: 66.05 | wind_speed: 27.91 | visibility: 10.18
weather_id: 02bb1bd7-48a2-48ae-a29e-6cbe84f6cf10 | city: Kolkata | forecast_date: 2025-02-24 00:00:00 | weather_condition: Cloudy | temperature: 35.17 | rainfall: 2.27 | humidity: 58.48 | wind_speed: 29.29 | visibility: 10.52
weather_id: 201e705c-6afa-4e98-96b0-8598feb00e91 | city: Ahmedabad | forecast_date: 2025-02-25 00:00:00 | weather_condition: Heavy Rain | temperature: 21.73 | rainfall: 87.01 | humidity: 51.93 | wind_speed: 27.64 | visibility: 4.09
weather_id: ce1378a5-1d69-438a-9d61-a3e2a2ac058b | city: Bengaluru | forecast_date: 2025-05-18 00:00:00 | weather_condition: Clear | temperature: 27.11 | rainfall: 0.0 | humidity: 30.57 | wind_speed: 11.98 | visibility: 10.41
weather_id: 07678b4b-3e52-4627-b111-9a355d1afa04 | city: Chicago | forecast_date: 2026-02-08 00:00:00 | weather_condition: Clear | temperature: 10.07 | rainfall: 0.0 | humidity: 88.75 | wind_speed: 9.32 | visibility: 12.22
weather_id: 3948063b-ced1-4b07-a429-af24b826b05e | city: Houston | forecast_date: 2025-01-20 00:00:00 | weather_condition: Clear | temperature: 35.78 | rainfall: 0.0 | humidity: 32.18 | wind_speed: 16.5 | visibility: 5.49
weather_id: 48aa0c64-bfc0-4d99-9933-4de5777687d0 | city: Ahmedabad | forecast_date: 2026-05-05 00:00:00 | weather_condition: Clear | temperature: 28.76 | rainfall: 0.0 | humidity: 79.98 | wind_speed: 17.99 | visibility: 9.63
weather_id: c1362cf2-9f29-497d-9c29-ca7fce314b58 | city: Abu Dhabi | forecast_date: 2026-06-24 00:00:00 | weather_condition: Cloudy | temperature: 31.97 | rainfall: 2.72 | humidity: 45.48 | wind_speed: 15.12 | visibility: 7.56
weather_id: fd1dff39-269c-4c2a-99c7-d9255ee4fbd8 | city: London | forecast_date: 2026-04-08 00:00:00 | weather_condition: Heavy Rain | temperature: 32.84 | rainfall: 98.87 | humidity: 40.45 | wind_speed: 30.84 | visibility: 2.96
weather_id: db65efaa-759c-4521-8a55-796c335426d1 | city: Yokohama | forecast_date: 2025-02-09 00:00:00 | weather_condition: Clear | temperature: 29.0 | rainfall: 0.0 | humidity: 38.07 | wind_speed: 6.25 | visibility: 6.75
weather_id: c6f34d0f-ccb3-4a5d-ac7d-d8111fd2088f | city: Los Angeles | forecast_date: 2025-04-15 00:00:00 | weather_condition: Clear | temperature: 23.34 | rainfall: 0.0 | humidity: 31.21 | wind_speed: 16.08 | visibility: 12.27
weather_id: a7ede2c2-5ea0-45cc-be8d-38185de09ce8 | city: Ningbo | forecast_date: 2025-11-15 00:00:00 | weather_condition: Clear | temperature: 35.02 | rainfall: 0.0 | humidity: 37.97 | wind_speed: 6.63 | visibility: 12.62
weather_id: 16962390-65b4-4662-a772-bea29a866359 | city: Hamburg | forecast_date: 2025-06-20 00:00:00 | weather_condition: Rain | temperature: 17.71 | rainfall: 33.71 | humidity: 65.28 | wind_speed: 4.25 | visibility: 11.49
weather_id: 6471bdf9-7503-4537-b392-c512d2194cc6 | city: Houston | forecast_date: 2025-10-07 00:00:00 | weather_condition: Clear | temperature: 21.31 | rainfall: 0.0 | humidity: 67.02 | wind_speed: 3.96 | visibility: 13.84
weather_id: bf7f07b2-58c1-4526-92ad-f9eabeb5eec0 | city: Mumbai | forecast_date: 2025-11-02 00:00:00 | weather_condition: Storm | temperature: 26.02 | rainfall: 50.01 | humidity: 52.1 | wind_speed: 84.13 | visibility: 2.45
weather_id: 412b505b-fd7e-40ab-9843-1a7a53b4f28d | city: Delhi | forecast_date: 2025-09-15 00:00:00 | weather_condition: Clear | temperature: 10.24 | rainfall: 0.0 | humidity: 79.22 | wind_speed: 24.56 | visibility: 8.46
weather_id: 9689befa-6fff-4eac-a954-66256d17d2ee | city: Osaka | forecast_date: 2026-06-10 00:00:00 | weather_condition: Rain | temperature: 16.81 | rainfall: 19.84 | humidity: 52.24 | wind_speed: 33.55 | visibility: 6.33
weather_id: ca1f291e-d16f-4240-a0c8-0f3f0c292ad2 | city: Ahmedabad | forecast_date: 2026-03-20 00:00:00 | weather_condition: Clear | temperature: 14.23 | rainfall: 0.0 | humidity: 73.06 | wind_speed: 29.34 | visibility: 11.63
weather_id: 86a301ab-59d8-4ffe-bd19-59ab7749dd2a | city: Yokohama | forecast_date: 2025-03-08 00:00:00 | weather_condition: Heatwave | temperature: 42.23 | rainfall: 8.41 | humidity: 83.7 | wind_speed: 10.48 | visibility: 11.0
weather_id: e203c491-66a4-4e16-b0a6-68ecfff7b444 | city: Ahmedabad | forecast_date: 2026-04-15 00:00:00 | weather_condition: Cloudy | temperature: 22.22 | rainfall: 0.43 | humidity: 47.82 | wind_speed: 22.39 | visibility: 12.28
weather_id: 65119631-80da-4a8b-99fd-ef12e5969bb8 | city: Shanghai | forecast_date: 2026-02-13 00:00:00 | weather_condition: Clear | temperature: 15.26 | rainfall: 0.0 | humidity: 74.37 | wind_speed: 8.52 | visibility: 6.36
weather_id: 549c1353-a3eb-4967-94ec-be74dd537ea9 | city: Hamburg | forecast_date: 2025-02-27 00:00:00 | weather_condition: Fog | temperature: 9.23 | rainfall: 9.35 | humidity: 55.36 | wind_speed: 32.48 | visibility: 1.06
weather_id: 7e866ff8-8644-40c6-b8a5-c9e523b87637 | city: Felixstowe | forecast_date: 2025-02-17 00:00:00 | weather_condition: Rain | temperature: 18.39 | rainfall: 10.47 | humidity: 81.73 | wind_speed: 17.16 | visibility: 13.63
weather_id: 3d162505-2c5d-477d-acb4-49bddacd121a | city: Manchester | forecast_date: 2025-10-09 00:00:00 | weather_condition: Rain | temperature: 35.02 | rainfall: 33.48 | humidity: 34.25 | wind_speed: 21.73 | visibility: 14.49
weather_id: 0ffc72b4-2195-4b9b-8b05-2839c31fc578 | city: Bremen | forecast_date: 2026-06-23 00:00:00 | weather_condition: Clear | temperature: 14.05 | rainfall: 0.0 | humidity: 70.18 | wind_speed: 11.88 | visibility: 7.39
weather_id: 51e854b9-2ce3-4e65-b9ca-d7ac33285799 | city: Yokohama | forecast_date: 2026-01-23 00:00:00 | weather_condition: Clear | temperature: 18.63 | rainfall: 0.0 | humidity: 65.25 | wind_speed: 10.99 | visibility: 9.59
weather_id: b149fba5-2f55-42fe-a50b-ebb0bf58c6de | city: New York | forecast_date: 2025-07-28 00:00:00 | weather_condition: Rain | temperature: 14.29 | rainfall: 22.66 | humidity: 37.27 | wind_speed: 31.74 | visibility: 11.29
weather_id: c5cdd7e4-37e8-4451-92ae-62ad53dd2298 | city: Ningbo | forecast_date: 2025-08-30 00:00:00 | weather_condition: Clear | temperature: 15.5 | rainfall: 0.0 | humidity: 91.31 | wind_speed: 32.31 | visibility: 14.79
weather_id: 2b49bab1-53e0-48e7-b803-e09adc79b579 | city: Kolkata | forecast_date: 2025-02-21 00:00:00 | weather_condition: Cloudy | temperature: 10.57 | rainfall: 3.74 | humidity: 67.59 | wind_speed: 29.74 | visibility: 11.61
weather_id: fafd512c-9ff7-47bf-ac0c-48c0f6c1d1d2 | city: Mumbai | forecast_date: 2025-07-04 00:00:00 | weather_condition: Clear | temperature: 35.12 | rainfall: 0.0 | humidity: 57.78 | wind_speed: 21.59 | visibility: 13.3
weather_id: 2b3fd8f6-034b-4fde-8661-aed0895d98b6 | city: Manchester | forecast_date: 2026-02-27 00:00:00 | weather_condition: Clear | temperature: 19.0 | rainfall: 0.0 | humidity: 39.3 | wind_speed: 13.18 | visibility: 12.53
weather_id: 0ada72dc-5012-4269-919b-3e51975283ab | city: Shanghai | forecast_date: 2026-02-23 00:00:00 | weather_condition: Clear | temperature: 32.36 | rainfall: 0.0 | humidity: 73.5 | wind_speed: 19.05 | visibility: 5.33
weather_id: 4a490955-c712-4f61-b3ab-7b2e11166ee2 | city: Amsterdam | forecast_date: 2026-03-15 00:00:00 | weather_condition: Clear | temperature: 12.56 | rainfall: 0.0 | humidity: 55.78 | wind_speed: 5.67 | visibility: 5.29
weather_id: cca020c3-75c1-4c76-9091-26c455e524d4 | city: Sharjah | forecast_date: 2025-02-07 00:00:00 | weather_condition: Rain | temperature: 17.1 | rainfall: 28.75 | humidity: 41.35 | wind_speed: 9.67 | visibility: 6.96
weather_id: 1a38f8a5-f72f-4958-9f09-32bd0e65a578 | city: Hamburg | forecast_date: 2026-05-21 00:00:00 | weather_condition: Heavy Rain | temperature: 32.85 | rainfall: 42.44 | humidity: 92.74 | wind_speed: 9.24 | visibility: 2.46
weather_id: f92c27a3-4242-4374-8617-09361e70a45e | city: London | forecast_date: 2025-05-17 00:00:00 | weather_condition: Clear | temperature: 34.28 | rainfall: 0.0 | humidity: 80.95 | wind_speed: 23.7 | visibility: 12.04
weather_id: 7ce25156-ac1a-4874-a971-0f5a6a00fcf4 | city: Chicago | forecast_date: 2025-04-11 00:00:00 | weather_condition: Heatwave | temperature: 36.66 | rainfall: 6.42 | humidity: 30.22 | wind_speed: 13.39 | visibility: 13.43
weather_id: be77f12d-3755-45ee-8233-32f9a968e46f | city: Guangzhou | forecast_date: 2025-07-17 00:00:00 | weather_condition: Cloudy | temperature: 35.34 | rainfall: 3.15 | humidity: 74.94 | wind_speed: 31.44 | visibility: 13.76
weather_id: 6e538ccc-66f7-44e7-a76c-d6ccd3e00929 | city: Felixstowe | forecast_date: 2025-07-16 00:00:00 | weather_condition: Storm | temperature: 18.88 | rainfall: 121.75 | humidity: 40.01 | wind_speed: 53.33 | visibility: 1.84
weather_id: 7c53a037-b966-4aaa-910b-c8926c2e504b | city: Chennai | forecast_date: 2025-05-23 00:00:00 | weather_condition: Clear | temperature: 21.54 | rainfall: 0.0 | humidity: 58.97 | wind_speed: 8.6 | visibility: 10.96
weather_id: 4a1f3aa3-f7bf-4336-a3f7-8069d6ee9079 | city: Guangzhou | forecast_date: 2025-07-05 00:00:00 | weather_condition: Cloudy | temperature: 30.96 | rainfall: 0.66 | humidity: 68.48 | wind_speed: 23.51 | visibility: 6.24
weather_id: 3a604722-33b6-4b54-bf5b-95f0238b8004 | city: Ningbo | forecast_date: 2025-10-19 00:00:00 | weather_condition: Storm | temperature: 18.78 | rainfall: 57.8 | humidity: 42.57 | wind_speed: 84.98 | visibility: 1.09
weather_id: ad8fbd03-d6e7-499b-9d1b-1c7ac887c83d | city: Tokyo | forecast_date: 2026-03-16 00:00:00 | weather_condition: Rain | temperature: 13.92 | rainfall: 33.47 | humidity: 39.24 | wind_speed: 16.58 | visibility: 9.79
