Sheet Name: Routes

route_id: 3e26abf4-dd1f-4e19-8ed5-ffe4905d68ad | origin_city: Delhi | destination_city: Felixstowe | origin_country: India | destination_country: United Kingdom | origin_port: Mundra Port | destination_port: Port of Felixstowe | distance_km: 2362.24 | average_transit_days: 7 | route_risk: Medium | traffic_index: 59
route_id: 7aae6090-ff21-4093-b31b-916ba260759f | origin_city: Incheon | destination_city: Yokohama | origin_country: South Korea | destination_country: Japan | origin_port: Incheon Port | destination_port: Port of Yokohama | distance_km: 12112.83 | average_transit_days: 22 | route_risk: Medium | traffic_index: 58
route_id: 8f71fd5e-c285-46ac-a753-0e9e1ba9c9b0 | origin_city: Felixstowe | destination_city: Rotterdam | origin_country: United Kingdom | destination_country: Netherlands | origin_port: London Gateway | destination_port: Port of Rotterdam | distance_km: 4013.38 | average_transit_days: 5 | route_risk: Medium | traffic_index: 41
route_id: 816e60ac-1b2a-47de-9399-6507bd5b0083 | origin_city: Singapore | destination_city: Rotterdam | origin_country: Singapore | destination_country: Netherlands | origin_port: Port of Singapore | destination_port: Port of Rotterdam | distance_km: 11751.69 | average_transit_days: 28 | route_risk: Low | traffic_index: 31
route_id: 4d8c1e1e-3738-4eaf-8f3b-522c48b36d4d | origin_city: Osaka | destination_city: Los Angeles | origin_country: Japan | destination_country: United States | origin_port: Port of Osaka | destination_port: Port Houston | distance_km: 4729.21 | average_transit_days: 7 | route_risk: Low | traffic_index: 37
route_id: 21cdd867-c03d-423f-b8ad-f3e771692443 | origin_city: London | destination_city: Seoul | origin_country: United Kingdom | destination_country: South Korea | origin_port: Port of Felixstowe | destination_port: Incheon Port | distance_km: 9908.63 | average_transit_days: 17 | route_risk: Low | traffic_index: 15
route_id: cddb3406-83fe-4a4c-9601-3c1a2dcd00ca | origin_city: Seoul | destination_city: Bengaluru | origin_country: South Korea | destination_country: India | origin_port: Port of Busan | destination_port: Nhava Sheva | distance_km: 7714.67 | average_transit_days: 9 | route_risk: Medium | traffic_index: 67
route_id: c0359232-1c18-41a0-b66d-3cf472e61fb2 | origin_city: Rotterdam | destination_city: Chicago | origin_country: Netherlands | destination_country: United States | origin_port: Port of Rotterdam | destination_port: Port Houston | distance_km: 6342.63 | average_transit_days: 15 | route_risk: Low | traffic_index: 38
route_id: a8e2c908-35ff-4eb5-923c-129eceeed6cd | origin_city: Osaka | destination_city: Rotterdam | origin_country: Japan | destination_country: Netherlands | origin_port: Port of Yokohama | destination_port: Port of Rotterdam | distance_km: 11881.51 | average_transit_days: 29 | route_risk: Critical | traffic_index: 87
route_id: 99428af9-63dc-45f5-904e-0e5a2fbeedd8 | origin_city: Manchester | destination_city: Sharjah | origin_country: United Kingdom | destination_country: UAE | origin_port: Port of Felixstowe | destination_port: Jebel Ali | distance_km: 1215.39 | average_transit_days: 6 | route_risk: Medium | traffic_index: 55
route_id: 867d9710-7dfc-4cb3-a1e4-a0a4c301f00e | origin_city: Incheon | destination_city: Manchester | origin_country: South Korea | destination_country: United Kingdom | origin_port: Port of Busan | destination_port: London Gateway | distance_km: 9822.69 | average_transit_days: 19 | route_risk: Medium | traffic_index: 59
route_id: c549c09b-ecb0-49f9-900c-38418c7292bc | origin_city: Bengaluru | destination_city: Shanghai | origin_country: India | destination_country: China | origin_port: Mundra Port | destination_port: Ningbo-Zhoushan | distance_km: 11379.9 | average_transit_days: 15 | route_risk: Low | traffic_index: 17
route_id: 51e6fe25-910e-4746-ba3d-7db47e83dd84 | origin_city: Amsterdam | destination_city: Singapore | origin_country: Netherlands | destination_country: Singapore | origin_port: Port of Rotterdam | destination_port: Port of Singapore | distance_km: 1576.23 | average_transit_days: 7 | route_risk: Low | traffic_index: 39
route_id: f403bbfa-0fd9-4f85-978b-abfe22268941 | origin_city: Rotterdam | destination_city: Singapore | origin_country: Netherlands | destination_country: Singapore | origin_port: Port of Rotterdam | destination_port: Port of Singapore | distance_km: 11617.84 | average_transit_days: 22 | route_risk: Low | traffic_index: 23
route_id: 9635c945-f2ff-4d63-803f-3164b95b1608 | origin_city: Houston | destination_city: Guangzhou | origin_country: United States | destination_country: China | origin_port: Port of LA | destination_port: Shenzhen Port | distance_km: 8914.12 | average_transit_days: 15 | route_risk: Medium | traffic_index: 51
route_id: 71ef8f4c-dffc-4f5b-b04e-35d528d1bfb5 | origin_city: Hamburg | destination_city: Dubai | origin_country: Germany | destination_country: UAE | origin_port: Bremerhaven | destination_port: Jebel Ali | distance_km: 8309.28 | average_transit_days: 11 | route_risk: Medium | traffic_index: 47
route_id: 9b033bdc-2eec-4d3d-9914-e4fe60e3c575 | origin_city: Seoul | destination_city: Sharjah | origin_country: South Korea | destination_country: UAE | origin_port: Port of Busan | destination_port: Khalifa Port | distance_km: 3591.19 | average_transit_days: 5 | route_risk: High | traffic_index: 69
route_id: aa26f8da-ea1a-46fd-9223-4872c1148167 | origin_city: Mumbai | destination_city: Dubai | origin_country: India | destination_country: UAE | origin_port: Kolkata Port | destination_port: Khalifa Port | distance_km: 11006.8 | average_transit_days: 18 | route_risk: Low | traffic_index: 37
route_id: 81b37726-1288-4c1a-a28f-0cc92e21611e | origin_city: Chicago | destination_city: London | origin_country: United States | destination_country: United Kingdom | origin_port: Port of LA | destination_port: London Gateway | distance_km: 9854.3 | average_transit_days: 14 | route_risk: Medium | traffic_index: 52
route_id: 0649f30e-c65a-4c39-affa-b7ac9d223064 | origin_city: Guangzhou | destination_city: Los Angeles | origin_country: China | destination_country: United States | origin_port: Shanghai Port | destination_port: Port of LA | distance_km: 5836.56 | average_transit_days: 10 | route_risk: Low | traffic_index: 38
route_id: feae2072-f983-48b0-ab7c-cbfb67b38f32 | origin_city: Sharjah | destination_city: Incheon | origin_country: UAE | destination_country: South Korea | origin_port: Khalifa Port | destination_port: Port of Busan | distance_km: 2511.23 | average_transit_days: 7 | route_risk: Low | traffic_index: 40
route_id: 0fa7e9c5-693a-43f2-9bcd-2fa61d640b8d | origin_city: Singapore | destination_city: Sharjah | origin_country: Singapore | destination_country: UAE | origin_port: Port of Singapore | destination_port: Jebel Ali | distance_km: 6006.91 | average_transit_days: 13 | route_risk: Low | traffic_index: 31
route_id: 1c4520b2-fd3f-49b9-b6d4-c8bb851abfff | origin_city: Manchester | destination_city: Delhi | origin_country: United Kingdom | destination_country: India | origin_port: Port of Felixstowe | destination_port: Mundra Port | distance_km: 7542.31 | average_transit_days: 17 | route_risk: Medium | traffic_index: 50
route_id: 3014f9d1-fe5d-4eaf-b0e6-3a20d47d2a3e | origin_city: Felixstowe | destination_city: Delhi | origin_country: United Kingdom | destination_country: India | origin_port: London Gateway | destination_port: Chennai Port | distance_km: 11986.1 | average_transit_days: 16 | route_risk: Low | traffic_index: 37
route_id: 0a2e0ea2-9a6a-4219-b414-ebbeb750326e | origin_city: Bengaluru | destination_city: Bremen | origin_country: India | destination_country: Germany | origin_port: Chennai Port | destination_port: Port of Hamburg | distance_km: 4695.61 | average_transit_days: 8 | route_risk: Low | traffic_index: 31
route_id: b4ff5932-b576-4fc3-bf29-ead04da43597 | origin_city: Guangzhou | destination_city: Houston | origin_country: China | destination_country: United States | origin_port: Ningbo-Zhoushan | destination_port: Port Houston | distance_km: 7273.44 | average_transit_days: 12 | route_risk: Low | traffic_index: 37
route_id: 65a4e99d-5e96-4d07-aa20-4cffc93b04f9 | origin_city: Dubai | destination_city: Bremen | origin_country: UAE | destination_country: Germany | origin_port: Jebel Ali | destination_port: Port of Hamburg | distance_km: 4929.29 | average_transit_days: 8 | route_risk: High | traffic_index: 87
route_id: fcac5c61-ea07-4181-bd3a-440015206381 | origin_city: New York | destination_city: Felixstowe | origin_country: United States | destination_country: United Kingdom | origin_port: Port Newark | destination_port: London Gateway | distance_km: 2543.41 | average_transit_days: 8 | route_risk: High | traffic_index: 83
route_id: a566251b-5409-4c98-91cf-555df521706f | origin_city: Osaka | destination_city: Amsterdam | origin_country: Japan | destination_country: Netherlands | origin_port: Port of Yokohama | destination_port: Port of Rotterdam | distance_km: 8263.54 | average_transit_days: 19 | route_risk: Low | traffic_index: 37
route_id: 81d45630-428a-4a61-b95f-fcc4a8511e57 | origin_city: Sharjah | destination_city: Houston | origin_country: UAE | destination_country: United States | origin_port: Jebel Ali | destination_port: Port of LA | distance_km: 7821.61 | average_transit_days: 10 | route_risk: Medium | traffic_index: 57
route_id: f7161eb0-f23d-4173-bed8-4b01e0fb9eb0 | origin_city: London | destination_city: Tokyo | origin_country: United Kingdom | destination_country: Japan | origin_port: London Gateway | destination_port: Port of Osaka | distance_km: 2506.21 | average_transit_days: 6 | route_risk: Low | traffic_index: 34
route_id: 243652fe-cc32-4cfc-af28-3cc5ad93c458 | origin_city: Amsterdam | destination_city: Yokohama | origin_country: Netherlands | destination_country: Japan | origin_port: Port of Rotterdam | destination_port: Port of Yokohama | distance_km: 6007.75 | average_transit_days: 18 | route_risk: High | traffic_index: 64
route_id: 55f494e7-8079-4a32-ae53-51688c747e90 | origin_city: Ningbo | destination_city: Hamburg | origin_country: China | destination_country: Germany | origin_port: Shanghai Port | destination_port: Port of Hamburg | distance_km: 7746.36 | average_transit_days: 20 | route_risk: Low | traffic_index: 29
route_id: 3115caeb-433d-46a3-bc11-970134cac294 | origin_city: Singapore | destination_city: Osaka | origin_country: Singapore | destination_country: Japan | origin_port: Port of Singapore | destination_port: Port of Osaka | distance_km: 9044.32 | average_transit_days: 17 | route_risk: Low | traffic_index: 38
route_id: b50c3068-d294-4e4c-9387-d6336cd7d2f1 | origin_city: Bremen | destination_city: Felixstowe | origin_country: Germany | destination_country: United Kingdom | origin_port: Bremerhaven | destination_port: Port of Felixstowe | distance_km: 10086.76 | average_transit_days: 20 | route_risk: Medium | traffic_index: 62
route_id: 787e11c8-d84c-465a-b132-d88f60849700 | origin_city: Busan | destination_city: Manchester | origin_country: South Korea | destination_country: United Kingdom | origin_port: Incheon Port | destination_port: Port of Felixstowe | distance_km: 11630.17 | average_transit_days: 16 | route_risk: Low | traffic_index: 40
route_id: b73269ec-401c-4a71-acdf-011535a47e3e | origin_city: Chicago | destination_city: Bremen | origin_country: United States | destination_country: Germany | origin_port: Port Newark | destination_port: Bremerhaven | distance_km: 7258.81 | average_transit_days: 12 | route_risk: Low | traffic_index: 28
route_id: b553c517-1d3c-475c-adf6-3580efbc7056 | origin_city: Ahmedabad | destination_city: New York | origin_country: India | destination_country: United States | origin_port: Nhava Sheva | destination_port: Port Houston | distance_km: 7046.56 | average_transit_days: 17 | route_risk: Low | traffic_index: 17
route_id: a6ad1bf3-8f59-42ad-ab88-446490f8c1aa | origin_city: Los Angeles | destination_city: Bremen | origin_country: United States | destination_country: Germany | origin_port: Port of LA | destination_port: Bremerhaven | distance_km: 2641.15 | average_transit_days: 6 | route_risk: High | traffic_index: 68
route_id: 1e8b0381-899b-4ffe-a524-831a2b1967b0 | origin_city: Hamburg | destination_city: Los Angeles | origin_country: Germany | destination_country: United States | origin_port: Bremerhaven | destination_port: Port Newark | distance_km: 2523.85 | average_transit_days: 5 | route_risk: Medium | traffic_index: 64
route_id: 495af045-883a-4195-9180-cdf6c2599fe1 | origin_city: Abu Dhabi | destination_city: Felixstowe | origin_country: UAE | destination_country: United Kingdom | origin_port: Jebel Ali | destination_port: Port of Felixstowe | distance_km: 8884.84 | average_transit_days: 14 | route_risk: Medium | traffic_index: 56
route_id: 36b6c62c-658e-49b1-8c5d-8ec1d768b5e3 | origin_city: Shanghai | destination_city: Amsterdam | origin_country: China | destination_country: Netherlands | origin_port: Shenzhen Port | destination_port: Port of Rotterdam | distance_km: 5661.83 | average_transit_days: 9 | route_risk: High | traffic_index: 72
route_id: 456b2781-43dc-4996-8dc9-f93497b0740a | origin_city: Osaka | destination_city: Manchester | origin_country: Japan | destination_country: United Kingdom | origin_port: Port of Osaka | destination_port: London Gateway | distance_km: 8177.22 | average_transit_days: 14 | route_risk: High | traffic_index: 87
route_id: 9bb4b709-8aeb-4f30-af29-903f41e946b7 | origin_city: Amsterdam | destination_city: Incheon | origin_country: Netherlands | destination_country: South Korea | origin_port: Port of Rotterdam | destination_port: Incheon Port | distance_km: 2861.54 | average_transit_days: 4 | route_risk: Low | traffic_index: 20
route_id: de0cb57b-e1f8-4526-90c0-fdf9ec43486c | origin_city: Incheon | destination_city: New York | origin_country: South Korea | destination_country: United States | origin_port: Port of Busan | destination_port: Port of LA | distance_km: 8284.55 | average_transit_days: 17 | route_risk: Medium | traffic_index: 55
route_id: 10b5f4d7-2ee6-4372-9efc-a35871f6f155 | origin_city: Mumbai | destination_city: Los Angeles | origin_country: India | destination_country: United States | origin_port: Mundra Port | destination_port: Port Newark | distance_km: 2076.93 | average_transit_days: 7 | route_risk: Medium | traffic_index: 43
route_id: 606a79be-2376-49d2-afdd-5db13dd8b04a | origin_city: Singapore | destination_city: Dubai | origin_country: Singapore | destination_country: UAE | origin_port: Port of Singapore | destination_port: Jebel Ali | distance_km: 7689.96 | average_transit_days: 14 | route_risk: Low | traffic_index: 36
route_id: d0800d7b-8c23-484d-8795-ca5f7fe72d26 | origin_city: Osaka | destination_city: New York | origin_country: Japan | destination_country: United States | origin_port: Port of Yokohama | destination_port: Port Houston | distance_km: 10240.9 | average_transit_days: 25 | route_risk: Low | traffic_index: 30
route_id: eda78b86-3e91-4c70-b086-f08d290f3215 | origin_city: Bengaluru | destination_city: Los Angeles | origin_country: India | destination_country: United States | origin_port: Mundra Port | destination_port: Port Houston | distance_km: 5261.62 | average_transit_days: 14 | route_risk: Medium | traffic_index: 56
route_id: c76ad157-6ba7-434e-980d-eaacc2b3956c | origin_city: Hamburg | destination_city: Delhi | origin_country: Germany | destination_country: India | origin_port: Port of Hamburg | destination_port: Kolkata Port | distance_km: 5223.5 | average_transit_days: 10 | route_risk: Medium | traffic_index: 58
route_id: 66c8c504-a691-4f8a-9faa-2d94b231d42e | origin_city: Seoul | destination_city: Amsterdam | origin_country: South Korea | destination_country: Netherlands | origin_port: Port of Busan | destination_port: Port of Rotterdam | distance_km: 2814.18 | average_transit_days: 4 | route_risk: High | traffic_index: 82
route_id: 929e5ea3-80ac-47db-a01d-55e25f92c4a8 | origin_city: Rotterdam | destination_city: Shanghai | origin_country: Netherlands | destination_country: China | origin_port: Port of Rotterdam | destination_port: Shanghai Port | distance_km: 10940.14 | average_transit_days: 19 | route_risk: Medium | traffic_index: 37
route_id: 8a645d36-b435-4729-8a5c-c2e70a33f296 | origin_city: Felixstowe | destination_city: Singapore | origin_country: United Kingdom | destination_country: Singapore | origin_port: London Gateway | destination_port: Port of Singapore | distance_km: 1021.8 | average_transit_days: 6 | route_risk: Low | traffic_index: 36
route_id: 7acf0945-d2e7-48bd-a6a7-991c6121d514 | origin_city: Busan | destination_city: Sharjah | origin_country: South Korea | destination_country: UAE | origin_port: Port of Busan | destination_port: Khalifa Port | distance_km: 3458.58 | average_transit_days: 8 | route_risk: Low | traffic_index: 37
route_id: 54579b39-6f25-4634-80a9-ba927e21a121 | origin_city: Shenzhen | destination_city: Abu Dhabi | origin_country: China | destination_country: UAE | origin_port: Ningbo-Zhoushan | destination_port: Khalifa Port | distance_km: 7386.46 | average_transit_days: 14 | route_risk: Medium | traffic_index: 44
route_id: 61797a49-0a06-4795-a999-a2f2c51a7eb0 | origin_city: Rotterdam | destination_city: Chicago | origin_country: Netherlands | destination_country: United States | origin_port: Port of Rotterdam | destination_port: Port of LA | distance_km: 6258.6 | average_transit_days: 9 | route_risk: Low | traffic_index: 39
route_id: c2abf6d5-6dd7-44fd-a84f-28a4b39bc054 | origin_city: Osaka | destination_city: Amsterdam | origin_country: Japan | destination_country: Netherlands | origin_port: Port of Osaka | destination_port: Port of Rotterdam | distance_km: 8867.9 | average_transit_days: 17 | route_risk: High | traffic_index: 85
route_id: b0ce3f23-6eae-435e-8770-84da780976b4 | origin_city: Bengaluru | destination_city: Yokohama | origin_country: India | destination_country: Japan | origin_port: Mundra Port | destination_port: Port of Osaka | distance_km: 7962.91 | average_transit_days: 20 | route_risk: High | traffic_index: 76
route_id: 96331946-e99d-494d-bfcf-34eb100bce1c | origin_city: Singapore | destination_city: Shanghai | origin_country: Singapore | destination_country: China | origin_port: Port of Singapore | destination_port: Ningbo-Zhoushan | distance_km: 6065.56 | average_transit_days: 14 | route_risk: Medium | traffic_index: 62
route_id: 686a694a-aba1-47d5-a4c2-8013eb12341a | origin_city: Yokohama | destination_city: Tokyo | origin_country: Japan | destination_country: Japan | origin_port: Port of Yokohama | destination_port: Port of Yokohama | distance_km: 477.81 | average_transit_days: 5 | route_risk: Medium | traffic_index: 53
route_id: 4ada7f91-3b40-40de-bc46-585ad58b93c5 | origin_city: Los Angeles | destination_city: Bremen | origin_country: United States | destination_country: Germany | origin_port: Port Houston | destination_port: Bremerhaven | distance_km: 5907.66 | average_transit_days: 12 | route_risk: Medium | traffic_index: 66
route_id: 06d32b7d-3b2a-47c6-8576-36e4b73df919 | origin_city: Frankfurt | destination_city: Los Angeles | origin_country: Germany | destination_country: United States | origin_port: Port of Hamburg | destination_port: Port Newark | distance_km: 10224.0 | average_transit_days: 20 | route_risk: Medium | traffic_index: 64
route_id: b62ae26b-1b3a-41f4-8b26-81981550f907 | origin_city: Los Angeles | destination_city: Singapore | origin_country: United States | destination_country: Singapore | origin_port: Port of LA | destination_port: Port of Singapore | distance_km: 9482.98 | average_transit_days: 22 | route_risk: Medium | traffic_index: 39
route_id: 8abc54ac-8651-4b45-8dea-322980e6ba3d | origin_city: Shenzhen | destination_city: Amsterdam | origin_country: China | destination_country: Netherlands | origin_port: Ningbo-Zhoushan | destination_port: Port of Rotterdam | distance_km: 6944.97 | average_transit_days: 11 | route_risk: Medium | traffic_index: 41
route_id: 21f28df2-8593-45df-be8b-1a8861b3863c | origin_city: Hamburg | destination_city: Amsterdam | origin_country: Germany | destination_country: Netherlands | origin_port: Port of Hamburg | destination_port: Port of Rotterdam | distance_km: 3557.72 | average_transit_days: 6 | route_risk: Low | traffic_index: 26
route_id: 9b5e6b6f-d6bd-4bbd-a9eb-a550b0796faa | origin_city: Hamburg | destination_city: Guangzhou | origin_country: Germany | destination_country: China | origin_port: Bremerhaven | destination_port: Shanghai Port | distance_km: 6280.92 | average_transit_days: 8 | route_risk: Low | traffic_index: 37
route_id: 1b2a8d58-30f7-457e-994c-30b2b28d3d4f | origin_city: Tokyo | destination_city: Yokohama | origin_country: Japan | destination_country: Japan | origin_port: Port of Yokohama | destination_port: Port of Osaka | distance_km: 673.95 | average_transit_days: 6 | route_risk: Low | traffic_index: 16
route_id: b9949b29-c943-49d5-9067-ca0dbb8bf8fb | origin_city: Manchester | destination_city: Frankfurt | origin_country: United Kingdom | destination_country: Germany | origin_port: London Gateway | destination_port: Bremerhaven | distance_km: 7275.33 | average_transit_days: 13 | route_risk: Low | traffic_index: 41
route_id: 1407805a-ec1c-490d-85f2-d88c80dd7c8e | origin_city: Manchester | destination_city: Chennai | origin_country: United Kingdom | destination_country: India | origin_port: London Gateway | destination_port: Nhava Sheva | distance_km: 4371.17 | average_transit_days: 8 | route_risk: Low | traffic_index: 17
route_id: 87b98bc8-4bca-46bb-9c4a-2b2fa7e4a60b | origin_city: Tokyo | destination_city: Manchester | origin_country: Japan | destination_country: United Kingdom | origin_port: Port of Osaka | destination_port: Port of Felixstowe | distance_km: 426.24 | average_transit_days: 5 | route_risk: Low | traffic_index: 19
route_id: 27e43892-975a-4b41-b2b3-298dac9c54e3 | origin_city: Hyderabad | destination_city: Manchester | origin_country: India | destination_country: United Kingdom | origin_port: Mundra Port | destination_port: Port of Felixstowe | distance_km: 7629.28 | average_transit_days: 12 | route_risk: Low | traffic_index: 37
route_id: 0a56261a-6dae-4068-80e2-9a99dc63069a | origin_city: Delhi | destination_city: Amsterdam | origin_country: India | destination_country: Netherlands | origin_port: Kolkata Port | destination_port: Port of Rotterdam | distance_km: 12304.92 | average_transit_days: 26 | route_risk: High | traffic_index: 79
route_id: e183f36d-ed61-4eac-9d84-054fe72b7f47 | origin_city: Osaka | destination_city: Frankfurt | origin_country: Japan | destination_country: Germany | origin_port: Port of Yokohama | destination_port: Port of Hamburg | distance_km: 11704.36 | average_transit_days: 23 | route_risk: Low | traffic_index: 21
route_id: 9a1b2a3c-f230-4c1c-b891-957b98db175c | origin_city: London | destination_city: Ningbo | origin_country: United Kingdom | destination_country: China | origin_port: London Gateway | destination_port: Shenzhen Port | distance_km: 1942.49 | average_transit_days: 5 | route_risk: Medium | traffic_index: 53
route_id: 89917ccc-e72a-4da1-876e-a671c65d545f | origin_city: Bremen | destination_city: Singapore | origin_country: Germany | destination_country: Singapore | origin_port: Port of Hamburg | destination_port: Port of Singapore | distance_km: 3528.1 | average_transit_days: 9 | route_risk: High | traffic_index: 63
route_id: 5eb49547-c1ea-41bb-8021-79db34c7c142 | origin_city: Bengaluru | destination_city: Incheon | origin_country: India | destination_country: South Korea | origin_port: Chennai Port | destination_port: Port of Busan | distance_km: 8563.01 | average_transit_days: 16 | route_risk: Low | traffic_index: 22
route_id: d96e9799-d359-48ae-b1b7-32620b9a10c0 | origin_city: Hamburg | destination_city: Chicago | origin_country: Germany | destination_country: United States | origin_port: Bremerhaven | destination_port: Port of LA | distance_km: 10954.79 | average_transit_days: 19 | route_risk: High | traffic_index: 80
route_id: 71cf2821-fbbe-43eb-b159-03ef1ebded68 | origin_city: Singapore | destination_city: Los Angeles | origin_country: Singapore | destination_country: United States | origin_port: Port of Singapore | destination_port: Port Houston | distance_km: 12499.35 | average_transit_days: 30 | route_risk: Low | traffic_index: 37
route_id: c0847211-b436-4516-b2cc-4716c2cf0e00 | origin_city: Los Angeles | destination_city: Shanghai | origin_country: United States | destination_country: China | origin_port: Port of LA | destination_port: Shanghai Port | distance_km: 7509.11 | average_transit_days: 17 | route_risk: Medium | traffic_index: 41
route_id: 16fa3d64-0dcd-4521-99a2-90f33bdb03ce | origin_city: Amsterdam | destination_city: Guangzhou | origin_country: Netherlands | destination_country: China | origin_port: Port of Rotterdam | destination_port: Ningbo-Zhoushan | distance_km: 11584.9 | average_transit_days: 14 | route_risk: Medium | traffic_index: 55
route_id: 51f09997-2b4d-4f5e-a406-71c0f60ba357 | origin_city: Bremen | destination_city: Manchester | origin_country: Germany | destination_country: United Kingdom | origin_port: Port of Hamburg | destination_port: London Gateway | distance_km: 1062.34 | average_transit_days: 6 | route_risk: Low | traffic_index: 22
route_id: 87a99bf7-b841-423a-bcec-7c9f2b23f183 | origin_city: Amsterdam | destination_city: Manchester | origin_country: Netherlands | destination_country: United Kingdom | origin_port: Port of Rotterdam | destination_port: London Gateway | distance_km: 10755.66 | average_transit_days: 18 | route_risk: Medium | traffic_index: 53
route_id: 775f6b3f-c87f-49fb-8271-8f5e13058cc6 | origin_city: Chennai | destination_city: Busan | origin_country: India | destination_country: South Korea | origin_port: Mundra Port | destination_port: Port of Busan | distance_km: 9206.19 | average_transit_days: 17 | route_risk: Medium | traffic_index: 66
route_id: 8b509e8e-0508-448b-8db6-b20aa978851b | origin_city: Shenzhen | destination_city: Hyderabad | origin_country: China | destination_country: India | origin_port: Shenzhen Port | destination_port: Kolkata Port | distance_km: 7086.72 | average_transit_days: 13 | route_risk: Medium | traffic_index: 60
route_id: 6a7d48c3-31b8-4303-ac1a-944c30769d4d | origin_city: Dubai | destination_city: Hyderabad | origin_country: UAE | destination_country: India | origin_port: Khalifa Port | destination_port: Mundra Port | distance_km: 12193.99 | average_transit_days: 18 | route_risk: Critical | traffic_index: 91
route_id: 1203ff32-8f84-47ae-9bd4-0dc7536aabd2 | origin_city: Los Angeles | destination_city: Felixstowe | origin_country: United States | destination_country: United Kingdom | origin_port: Port Houston | destination_port: London Gateway | distance_km: 4318.98 | average_transit_days: 9 | route_risk: Medium | traffic_index: 62
route_id: 3a43cb88-bcec-4808-a74d-d4795c603014 | origin_city: Tokyo | destination_city: Shanghai | origin_country: Japan | destination_country: China | origin_port: Port of Yokohama | destination_port: Shanghai Port | distance_km: 11081.89 | average_transit_days: 20 | route_risk: Low | traffic_index: 31
route_id: 61595e40-5ed3-496d-8c05-d772e2da62b6 | origin_city: Singapore | destination_city: Mumbai | origin_country: Singapore | destination_country: India | origin_port: Port of Singapore | destination_port: Nhava Sheva | distance_km: 1304.46 | average_transit_days: 2 | route_risk: High | traffic_index: 66
route_id: 49f29de8-2cd4-417e-9305-ba704f216fc5 | origin_city: Singapore | destination_city: Osaka | origin_country: Singapore | destination_country: Japan | origin_port: Port of Singapore | destination_port: Port of Yokohama | distance_km: 6045.09 | average_transit_days: 10 | route_risk: Medium | traffic_index: 68
route_id: 21679b78-749f-44a3-8c8e-7d22128fec0f | origin_city: Yokohama | destination_city: London | origin_country: Japan | destination_country: United Kingdom | origin_port: Port of Osaka | destination_port: London Gateway | distance_km: 11140.3 | average_transit_days: 21 | route_risk: Medium | traffic_index: 36
route_id: edfd33f7-1d18-4907-b7b2-24fa7f6776b1 | origin_city: Tokyo | destination_city: Los Angeles | origin_country: Japan | destination_country: United States | origin_port: Port of Osaka | destination_port: Port Houston | distance_km: 3581.67 | average_transit_days: 9 | route_risk: Low | traffic_index: 17
route_id: 7c411005-f594-4916-bba4-7c2a20516c41 | origin_city: Rotterdam | destination_city: Hamburg | origin_country: Netherlands | destination_country: Germany | origin_port: Port of Rotterdam | destination_port: Bremerhaven | distance_km: 10773.5 | average_transit_days: 23 | route_risk: Low | traffic_index: 33
route_id: 4fc4830c-7735-4e68-8e9e-40dd9469ecc0 | origin_city: Singapore | destination_city: New York | origin_country: Singapore | destination_country: United States | origin_port: Port of Singapore | destination_port: Port of LA | distance_km: 7256.64 | average_transit_days: 12 | route_risk: Medium | traffic_index: 45
route_id: 3ca7f8f7-17c1-4c5d-a802-a62cf96ab344 | origin_city: Dubai | destination_city: Ahmedabad | origin_country: UAE | destination_country: India | origin_port: Khalifa Port | destination_port: Chennai Port | distance_km: 4847.48 | average_transit_days: 6 | route_risk: Low | traffic_index: 25
route_id: cf66d717-27d9-41f1-a88e-59353d60af4e | origin_city: Hamburg | destination_city: Shenzhen | origin_country: Germany | destination_country: China | origin_port: Bremerhaven | destination_port: Shenzhen Port | distance_km: 4360.99 | average_transit_days: 9 | route_risk: Low | traffic_index: 21
route_id: 8161f0bd-d908-4db6-8489-fc36d211034c | origin_city: Rotterdam | destination_city: Manchester | origin_country: Netherlands | destination_country: United Kingdom | origin_port: Port of Rotterdam | destination_port: London Gateway | distance_km: 6528.24 | average_transit_days: 11 | route_risk: High | traffic_index: 60
route_id: 0f581d72-d296-4cb0-9a5f-38da4ba224fb | origin_city: Felixstowe | destination_city: Busan | origin_country: United Kingdom | destination_country: South Korea | origin_port: Port of Felixstowe | destination_port: Port of Busan | distance_km: 12402.63 | average_transit_days: 26 | route_risk: Low | traffic_index: 26
route_id: f49b7edf-e102-44c6-bf26-cd8fe5e7c452 | origin_city: Rotterdam | destination_city: Houston | origin_country: Netherlands | destination_country: United States | origin_port: Port of Rotterdam | destination_port: Port of LA | distance_km: 9527.54 | average_transit_days: 23 | route_risk: Low | traffic_index: 22
route_id: f238df76-9c6b-4c96-96f9-d0fe33ffa74b | origin_city: London | destination_city: Busan | origin_country: United Kingdom | destination_country: South Korea | origin_port: London Gateway | destination_port: Incheon Port | distance_km: 4954.67 | average_transit_days: 12 | route_risk: Low | traffic_index: 42
route_id: 46fddc82-b570-4c85-8b9e-a53228c2ca5d | origin_city: Amsterdam | destination_city: Abu Dhabi | origin_country: Netherlands | destination_country: UAE | origin_port: Port of Rotterdam | destination_port: Jebel Ali | distance_km: 1722.24 | average_transit_days: 4 | route_risk: Low | traffic_index: 25
