Sheet Name: Shipments

shipment_id: 5fd50c5c-973f-43bc-a629-06e4b5cd541b | booking_id: ALC-2025-100000 | customer_id: 8f429dcf-8ec1-414b-9ba1-3cf9bee03dd9 | product_id: aa603d29-62c7-4256-aebf-e03cd57b1bd4 | carrier_id: 0d6bede1-9f61-4459-bb5c-32013d10e53b | warehouse_id: ee447931-f470-45fb-8df5-ef1167dc7fda | route_id: 90686ae5-7c43-46dd-8742-7cdf4561089c | vehicle_id: 9bdb03eb-36f7-4356-b175-e4a30b38affa | customs_id: 4345ef94-48fe-47d0-a93d-e413e1efcd7b | weather_id: 3138bd22-56a2-45c2-8a9a-43da64e93cdd | booking_date: 2025-12-29 00:00:00 | ship_date: 2026-01-08 00:00:00 | expected_delivery_date: 2026-01-13 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Normal | weight_kg: 122.19 | volume_cbm: 37.42 | declared_value: 165766.99 | insurance: True | fragile: False
shipment_id: 943acc9a-2d88-42ab-95e8-1d1c47ade958 | booking_id: ALC-2026-104618 | customer_id: 80614857-371b-490e-b183-c36fd0249515 | product_id: d042329a-5ac9-451c-9292-921440219092 | carrier_id: e5059418-8f45-4e10-8278-055abe7448d7 | warehouse_id: 338cfe1c-4a70-4d1d-9cfb-e3c2fe4c5d32 | route_id: c10d637b-b134-48de-878b-de4e3cf0527a | vehicle_id: a64550c6-6b0e-4c8a-8ac4-522f6ede6695 | customs_id: 9c5fa27c-4fe1-4b23-b058-89fc78fc8bb0 | weather_id: b517b121-df39-46af-8876-bfe6b46d0346 | booking_date: 2026-03-06 00:00:00 | ship_date: 2026-03-10 00:00:00 | expected_delivery_date: 2026-03-17 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Low | weight_kg: 7920.99 | volume_cbm: 49.82 | declared_value: 202195.92 | insurance: False | fragile: False
shipment_id: 91df2821-b87f-4139-af33-224460bf47cb | booking_id: ALC-2025-104619 | customer_id: 5d882158-6e3f-487e-82c7-41538c82cd26 | product_id: b27bc072-2dea-4ee8-84b6-37319724fbe5 | carrier_id: edac5d5a-57a2-4933-aeaf-7b34f6a8980d | warehouse_id: d3cabf96-0273-4fc8-b251-afe7689df1df | route_id: 7b05d4ff-7e89-42e0-9f75-79fc9dc7032b | vehicle_id: cca02f79-8297-45a7-9865-a20ad631784b | customs_id: 472bf87f-0cc3-41b0-bdd7-a33d50b30cc6 | weather_id: fb5be1d8-d276-45e0-a77d-919cfe7a3468 | booking_date: 2025-07-08 00:00:00 | ship_date: 2025-07-12 00:00:00 | expected_delivery_date: 2025-07-20 00:00:00 | shipping_mode: Road | shipment_type: Import | priority: Normal | weight_kg: 23942.7 | volume_cbm: 57.78 | declared_value: 78763.5 | insurance: True | fragile: True
shipment_id: dd05e48c-4e9d-4c6f-8061-1b5be264efb5 | booking_id: ALC-2025-104620 | customer_id: 45590a16-c106-4843-b0ea-ec823f42f352 | product_id: 4f7d729f-097d-45ab-a0de-9dad8a6c78ab | carrier_id: 6a6d19c6-0fe4-407d-8fdc-621ca50ebab9 | warehouse_id: eea134d9-4009-4b15-8d52-bccaf7c29bed | route_id: 6d15a1fc-17c7-474c-9e06-9afc349e456e | vehicle_id: b278595f-434e-4657-bbc4-b0b1b5bb2c77 | customs_id: e944e79d-bc56-4d59-a13d-a88cba71c854 | weather_id: 3d0aca1d-6488-469f-b1bb-3a6bbc3f5acb | booking_date: 2025-07-09 00:00:00 | ship_date: 2025-07-15 00:00:00 | expected_delivery_date: 2025-07-19 00:00:00 | shipping_mode: Road | shipment_type: Import | priority: Normal | weight_kg: 19351.28 | volume_cbm: 46.41 | declared_value: 36038.75 | insurance: False | fragile: False
shipment_id: 9bc0c0d2-9333-4195-9030-d78e5289b956 | booking_id: ALC-2026-104621 | customer_id: c771f1d8-0635-4a15-8224-fc117d9ffdec | product_id: 919f2b88-7400-4cf5-95a2-3b695a3447ef | carrier_id: 382b7664-7151-4753-845d-517c2e95293a | warehouse_id: 7309caeb-13eb-4369-83d5-19e705c86253 | route_id: 70373ef0-8150-49b6-a20f-595c226178da | vehicle_id: 001f936e-9289-4f9b-bfc4-c827287a5e51 | customs_id: 410a3bfd-df5c-406d-bf1d-6d50b87e79fc | weather_id: c217811e-3aaf-4785-9e04-5b2f30321361 | booking_date: 2026-01-31 00:00:00 | ship_date: 2026-02-03 00:00:00 | expected_delivery_date: 2026-02-15 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Normal | weight_kg: 10682.56 | volume_cbm: 18.92 | declared_value: 206993.46 | insurance: True | fragile: False
shipment_id: 82caee58-96a5-46f5-84a3-47d7ad755716 | booking_id: ALC-2025-104622 | customer_id: 40f35e78-0796-4801-a6f7-fa28f6686d10 | product_id: 0a132cf3-2a67-4087-aff9-d11d19a61cac | carrier_id: 364a8267-55ba-4662-a9f7-82fc1a710400 | warehouse_id: 6ef2ec09-4e37-4647-b63d-730a1308e3d5 | route_id: 1b2ebd2b-fe4a-4181-93cd-f97f1931fa4c | vehicle_id: 1627a9ea-257f-491a-90c1-f87d48c59096 | customs_id: 4e94794b-c948-4158-b7dd-f23f61de8631 | weather_id: eca89ccd-b9c0-448c-a826-f9fec435d47d | booking_date: 2025-10-27 00:00:00 | ship_date: 2025-10-29 00:00:00 | expected_delivery_date: 2025-11-03 00:00:00 | shipping_mode: Sea | shipment_type: Export | priority: Normal | weight_kg: 25580.72 | volume_cbm: 43.37 | declared_value: 143446.92 | insurance: False | fragile: True
shipment_id: a51105a8-2a40-4b9c-a59b-aae9a80eb405 | booking_id: ALC-2025-104623 | customer_id: 2940d517-28b2-472b-9658-1c5f38656394 | product_id: 637fd42a-587e-49a7-acd9-c8361972a09d | carrier_id: b051530f-fcf4-4aed-9a60-7a2798db8f48 | warehouse_id: 8fcd1c81-fb41-4605-84d6-c9da582a5566 | route_id: 4bb14617-d57d-4c6a-9d43-ff44cd20d33d | vehicle_id: de424ae4-cbc6-480a-a9ea-72789691c8c7 | customs_id: 00323781-7b7f-4c72-8650-b2ed5e21e5d1 | weather_id: 46e57f98-9f00-45b0-942c-3dfeb19544d0 | booking_date: 2025-01-02 00:00:00 | ship_date: 2025-01-09 00:00:00 | expected_delivery_date: 2025-01-22 00:00:00 | shipping_mode: Air | shipment_type: Import | priority: High | weight_kg: 56988.75 | volume_cbm: 53.74 | declared_value: 146105.3 | insurance: True | fragile: False
shipment_id: 5ee31325-51d3-45f8-99a3-922c8198892a | booking_id: ALC-2025-104624 | customer_id: dda260e6-6dc5-4715-9416-fcb002c271b1 | product_id: e71dcdf7-f0df-44b4-8daf-9b726f43817d | carrier_id: c101ec4a-bb21-4673-9b79-fe25ccd29f5f | warehouse_id: 5a2b8cbc-64db-47a0-a237-1dafd6f9a1e3 | route_id: 0e1a06f9-f7b9-4ab2-ab9d-c5d835cb5041 | vehicle_id: e5fba416-852f-4b38-ae99-05ffd93865ee | customs_id: a54ee626-ffb2-4a2d-b5d6-7701983a62fd | weather_id: 2d2b6c23-10ae-4984-a7a1-b8956f213da7 | booking_date: 2025-11-12 00:00:00 | ship_date: 2025-11-14 00:00:00 | expected_delivery_date: 2025-11-18 00:00:00 | shipping_mode: Air | shipment_type: Import | priority: Normal | weight_kg: 7622.55 | volume_cbm: 31.32 | declared_value: 86987.16 | insurance: True | fragile: False
shipment_id: 3f0d7381-508b-41a3-8327-327faa1d8f1a | booking_id: ALC-2026-104625 | customer_id: 68341118-460a-42ba-b547-db3f2e7335c8 | product_id: 5172aafe-180b-4577-871a-3b814b35cc4e | carrier_id: 5ebc6e76-0d31-48c1-9546-69718ce1be26 | warehouse_id: ef7fe69c-6966-42c8-a629-2e60f22bcb77 | route_id: e734135f-83fd-4fac-b558-cd1519c3e124 | vehicle_id: 04f0d297-17ea-444d-bd00-2f70d59ebf28 | customs_id: 4d0e689b-eace-4d77-a179-317bcac83257 | weather_id: 3564191c-28df-428b-bdbb-204d120ab80b | booking_date: 2026-02-19 00:00:00 | ship_date: 2026-02-27 00:00:00 | expected_delivery_date: 2026-03-19 00:00:00 | shipping_mode: Rail | shipment_type: Import | priority: Urgent | weight_kg: 6231.84 | volume_cbm: 20.43 | declared_value: 134903.56 | insurance: True | fragile: False
shipment_id: 47bcc392-00e1-420c-8a4b-c4f745a45955 | booking_id: ALC-2025-104626 | customer_id: d4b2d0c8-28b3-4de1-b52f-63d62b2f10ab | product_id: f4ba993d-5a72-4d9b-a04e-3146aa109b30 | carrier_id: 71cc7344-5ac5-48c2-8448-fc3279b2baf4 | warehouse_id: a1adc5aa-d2ef-47b4-b01e-0fd80a6af61a | route_id: b6a21017-6ed1-4da4-9461-97ff5b444446 | vehicle_id: 20ec0569-373f-44e3-b198-c5f0c580c1a7 | customs_id: 129c6676-bbcb-4ce2-9b62-211986f2c061 | weather_id: b995349d-6693-4352-aaf2-8d990c2dda46 | booking_date: 2025-03-31 00:00:00 | ship_date: 2025-04-04 00:00:00 | expected_delivery_date: 2025-04-17 00:00:00 | shipping_mode: Road | shipment_type: Import | priority: High | weight_kg: 19613.3 | volume_cbm: 61.54 | declared_value: 81239.93 | insurance: True | fragile: False
shipment_id: e86a4e35-4efd-4152-b850-3651c309b11a | booking_id: ALC-2026-104627 | customer_id: e094e5e9-84b9-477f-a517-bc25626fd4b3 | product_id: 4cf4e149-0ce7-4db5-bde4-ae1a13d988d2 | carrier_id: 81d627b3-07a2-47de-8d7a-0743aa4d591d | warehouse_id: ce17d1d6-d844-4f1b-8820-dfba1876f622 | route_id: c76731ec-e77b-452d-b9de-28663e03435f | vehicle_id: 70f26156-559b-45fd-acde-137e93ea5b4f | customs_id: 8ecfc0d9-5b73-49dc-856d-f8cb375e5c2a | weather_id: badcd808-8aa1-4c37-948c-569aac1fa2ca | booking_date: 2026-02-24 00:00:00 | ship_date: 2026-03-02 00:00:00 | expected_delivery_date: 2026-03-10 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Normal | weight_kg: 24701.46 | volume_cbm: 16.87 | declared_value: 1962.71 | insurance: False | fragile: False
shipment_id: c00492b6-914a-462c-b54e-42afc633fb82 | booking_id: ALC-2026-104628 | customer_id: 851a15c8-0c68-47a4-9858-75d9261c8444 | product_id: 5e4a5efd-873b-4660-a20f-081aea84ca0e | carrier_id: 76d918fe-0f1d-4b67-b0b8-3cf7cb24d327 | warehouse_id: 4559cc79-bc83-4ff8-8865-06e569e7c906 | route_id: a0d2a28c-0307-4da4-a567-c5d3b844a6b4 | vehicle_id: 55c0eb10-595a-446f-b7e7-629ab5a6910b | customs_id: 8bd3b148-d7fb-496e-bf06-05c9e3622525 | weather_id: a8df0375-8204-415b-8d1f-9fd338360aab | booking_date: 2026-03-15 00:00:00 | ship_date: 2026-03-22 00:00:00 | expected_delivery_date: 2026-03-31 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Normal | weight_kg: 850.28 | volume_cbm: 66.63 | declared_value: 184262.92 | insurance: True | fragile: False
shipment_id: dd4dc3b1-4b79-44e8-90fd-76024b139b19 | booking_id: ALC-2025-104629 | customer_id: 4837c4e8-03a6-4bee-9ba5-191afbf2bb9e | product_id: dbd9d6f6-4e1b-4baf-8ded-d58ea1366217 | carrier_id: 4b0835c1-2ec7-4eab-a48e-1bb4583cbc15 | warehouse_id: 2f71e82e-861f-4803-adec-7029bde6aa16 | route_id: d16c6d8b-a0bc-4e96-af53-78729fb08bec | vehicle_id: bf05f5aa-a82e-4680-b772-23ef438e802d | customs_id: 465699da-7d48-4b2b-9c04-8728b3acba61 | weather_id: 2f7b8cac-a07f-4318-81fa-29af0797f3c2 | booking_date: 2025-01-26 00:00:00 | ship_date: 2025-02-03 00:00:00 | expected_delivery_date: 2025-02-06 00:00:00 | shipping_mode: Rail | shipment_type: Import | priority: Normal | weight_kg: 25766.52 | volume_cbm: 13.94 | declared_value: 193485.91 | insurance: False | fragile: False
shipment_id: 7a6f2aa9-c4ae-4c44-98a3-4946be0410f5 | booking_id: ALC-2025-104630 | customer_id: d15c36e8-4f02-4390-8d1e-159fb558f37d | product_id: 60988cac-4091-407f-91cb-50abe0481452 | carrier_id: 1dc5a668-6cd6-49a4-9a5a-553335a71a10 | warehouse_id: b182044d-59d3-495b-96cf-d9ee623248f0 | route_id: 63d6ef63-9322-4c89-bd3c-7a026b8ea742 | vehicle_id: 469f8797-eb51-40d1-9584-fb98628ff8d7 | customs_id: c8d0f201-b8f0-44cd-be06-4ae6ae8fe9d2 | weather_id: 831eb833-5bf3-4d78-b4f2-519482c8c877 | booking_date: 2025-06-07 00:00:00 | ship_date: 2025-06-14 00:00:00 | expected_delivery_date: 2025-06-18 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Normal | weight_kg: 45906.8 | volume_cbm: 36.39 | declared_value: 187841.5 | insurance: False | fragile: False
shipment_id: 1ac8783b-6cc1-481b-9c6e-1c8429a4a6f1 | booking_id: ALC-2026-104631 | customer_id: bc934aed-b145-401e-b448-36be482ed584 | product_id: a5612776-4589-40d7-89d5-e359561ee400 | carrier_id: 9b0618c4-b33a-4b7d-9362-154b51d92830 | warehouse_id: f3efbb25-d479-4bda-9644-1899c05e0d42 | route_id: fb1b7125-3811-416a-a020-0080e54f7496 | vehicle_id: fc2e7201-1957-4897-b57f-80114a8f1501 | customs_id: da4271ab-7811-4f8b-a628-bdf0c3923364 | weather_id: 1ab1586c-94ff-4aca-95c8-019c96aeda9f | booking_date: 2026-02-07 00:00:00 | ship_date: 2026-02-12 00:00:00 | expected_delivery_date: 2026-02-25 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Normal | weight_kg: 10530.18 | volume_cbm: 44.81 | declared_value: 51415.22 | insurance: False | fragile: False
shipment_id: b8371905-bb1f-439e-b14a-7c377f819ad2 | booking_id: ALC-2025-104632 | customer_id: b15e6bfb-62a2-4db5-af23-a21d622e7b45 | product_id: 503a955f-2465-45fa-af8f-499bc29b778f | carrier_id: b81b40bd-eca8-451b-8cb2-ba718e7323df | warehouse_id: 3204f7a7-1fde-4991-a00f-ea6661783c38 | route_id: 17b9bf2c-c687-4318-851f-636f94e3c335 | vehicle_id: e4e4a909-8bce-49b1-a0bf-1c235117dca0 | customs_id: 660534e9-d65a-4ace-98b1-8410d45a92be | weather_id: d1ba339b-5eb9-4058-85ca-dc61088351ee | booking_date: 2025-11-29 00:00:00 | ship_date: 2025-11-30 00:00:00 | expected_delivery_date: 2025-12-10 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Normal | weight_kg: 13795.1 | volume_cbm: 27.24 | declared_value: 73527.58 | insurance: True | fragile: False
shipment_id: 2ee8ba89-5710-48a5-924c-8f6137acbc91 | booking_id: ALC-2026-104633 | customer_id: 57eb06b6-3016-4c51-a65e-d4dfbb61f351 | product_id: 9cd4c7eb-e501-4d3d-8b65-ca155076f9a8 | carrier_id: 4d7aab13-c2ad-4d4b-9cea-38bcc8ebb40d | warehouse_id: 0a0245d9-3c2c-4a02-890d-99138c44dc63 | route_id: d6003518-7e14-44c1-ba50-0c080e7c807c | vehicle_id: 237bf89f-9075-4570-926f-4fcae7ece44c | customs_id: 6f947cd2-b00f-46f6-84aa-b0e8abaa775a | weather_id: fb49dae0-e1bb-4bd1-97dd-26e0eb6526a7 | booking_date: 2026-03-18 00:00:00 | ship_date: 2026-03-24 00:00:00 | expected_delivery_date: 2026-04-26 00:00:00 | shipping_mode: Rail | shipment_type: Import | priority: High | weight_kg: 11657.24 | volume_cbm: 30.11 | declared_value: 107578.8 | insurance: False | fragile: False
shipment_id: b96f0c51-e80b-4993-b613-bfafd9a3c2cf | booking_id: ALC-2025-104634 | customer_id: f869ed31-0545-4a7b-ba4b-21c6a9c995a1 | product_id: 50170e58-80c5-4b4a-8c61-62b9b610ec5d | carrier_id: a9758cf9-1e0b-4a67-8bf5-98513436e595 | warehouse_id: 199b4920-1941-49f2-ae17-a3a1faca3f1a | route_id: 178e203f-f12e-4c96-b837-3eaa72b78231 | vehicle_id: 1231555e-e85e-47cf-94da-ccd7531ef2d7 | customs_id: d83bfcf4-b3f6-4347-824e-498771d613ea | weather_id: eca89ccd-b9c0-448c-a826-f9fec435d47d | booking_date: 2025-03-16 00:00:00 | ship_date: 2025-03-19 00:00:00 | expected_delivery_date: 2025-04-14 00:00:00 | shipping_mode: Air | shipment_type: Import | priority: Normal | weight_kg: 276.6 | volume_cbm: 47.78 | declared_value: 58181.66 | insurance: True | fragile: False
shipment_id: 4b6e9fc3-97b7-410e-988f-d37d0b72edfa | booking_id: ALC-2025-104635 | customer_id: 007753b7-d792-42f3-b13c-ed2f4dc2be4e | product_id: 40c4407a-387f-41d7-8e1a-4b52f022a973 | carrier_id: e4744611-b069-4a2f-b0f3-b8957bc008f2 | warehouse_id: d07bffaa-12ce-4ad3-bdcf-834cd843f0e9 | route_id: ff18a5a9-2d34-4239-b227-22c25c824399 | vehicle_id: f1028a96-ce21-4975-93f5-0b1ab3603c26 | customs_id: 489f8ea9-47d7-4fd7-ae21-e603d7e32528 | weather_id: 42ac28b7-a582-4a75-bd1c-d8bc080d9508 | booking_date: 2025-08-28 00:00:00 | ship_date: 2025-09-05 00:00:00 | expected_delivery_date: 2025-09-30 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Normal | weight_kg: 27906.06 | volume_cbm: 16.27 | declared_value: 136284.95 | insurance: False | fragile: False
shipment_id: 7089837a-7137-4c16-8332-659661e0add5 | booking_id: ALC-2025-104636 | customer_id: 87b91c18-0561-41f2-849a-86d10a04ce06 | product_id: 0493d03c-ff51-4932-80b8-bd1767a276f6 | carrier_id: 12da1341-9f70-4513-8398-3af656751740 | warehouse_id: 8b8739ec-1c2c-464f-ac94-5bb29529ad66 | route_id: df26b402-7765-4431-b125-704f5adf1f1c | vehicle_id: ed5a495d-6d7a-48ab-baba-118bc4b94350 | customs_id: 52ec6d3e-05d7-4e2d-abcd-15094ab12eef | weather_id: 427373da-3ce9-4846-9098-956f87f022fa | booking_date: 2025-05-06 00:00:00 | ship_date: 2025-05-11 00:00:00 | expected_delivery_date: 2025-05-24 00:00:00 | shipping_mode: Air | shipment_type: Import | priority: Normal | weight_kg: 8216.67 | volume_cbm: 33.15 | declared_value: 104796.05 | insurance: True | fragile: False
shipment_id: c003c766-a4e8-413a-a1a2-3f17c05adf3e | booking_id: ALC-2025-104637 | customer_id: c62dbd09-17c7-4aef-b7b3-8d3a5c78c1f4 | product_id: 38fccc9a-b75f-4ebe-8e58-ba18a302335a | carrier_id: c61d8acf-1da9-4f3e-bd03-c8d2a5638198 | warehouse_id: 1c55f1fb-69b4-4706-bdc5-1ad75de8ee0c | route_id: 817b5e6f-8295-4234-807b-87461936e899 | vehicle_id: 6bf1d09e-5673-4041-9c83-b8842d7d74c1 | customs_id: fabb38a5-cfdc-4c68-bcf4-d4da85342b70 | weather_id: cf00a73f-7323-4214-92a9-fee3a8df6351 | booking_date: 2025-05-21 00:00:00 | ship_date: 2025-05-23 00:00:00 | expected_delivery_date: 2025-06-11 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Normal | weight_kg: 47483.44 | volume_cbm: 20.98 | declared_value: 111197.95 | insurance: True | fragile: False
shipment_id: c2157fd5-23d9-48fe-8f58-9e64fdc4b435 | booking_id: ALC-2025-104638 | customer_id: bc0bfa53-2978-470f-8120-79e5332324bc | product_id: 44993578-e31e-4d7e-b410-e00e8acc80a4 | carrier_id: 721285c7-212c-462d-bf2a-50b5a57ca850 | warehouse_id: 19f1ff1b-28a1-41c7-b247-3fcf3850ca21 | route_id: 369f4d68-edbf-4e2b-9a14-69e4590be629 | vehicle_id: 911a9f0e-9635-41ef-b90b-9fb608eadc4b | customs_id: 049fa227-655c-4e52-90ac-4e60bdbfb2c8 | weather_id: 98c2b958-4bbd-4bfd-9407-1c3e5421b719 | booking_date: 2025-09-24 00:00:00 | ship_date: 2025-09-27 00:00:00 | expected_delivery_date: 2025-10-16 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: High | weight_kg: 7663.11 | volume_cbm: 33.34 | declared_value: 176265.69 | insurance: True | fragile: False
shipment_id: dcc0831c-9f1c-4cc4-9dbe-2aa8045710d1 | booking_id: ALC-2025-104639 | customer_id: 9b994a15-f7d8-49ed-b7c5-986e63399983 | product_id: c4595283-7a84-4f67-aef8-75ddb15dc9b3 | carrier_id: e8662bbf-1eea-4080-bc69-e80f04f54b05 | warehouse_id: 08f023aa-b70d-4822-a4dc-edf4076be5c8 | route_id: 2d125a37-ab1d-40c5-802a-ff2a27a3814f | vehicle_id: 87839ed0-048b-4671-b804-67cd81345324 | customs_id: 40e1a9de-a05e-47eb-b857-363ca8d52ea6 | weather_id: 1285201f-a102-4ffa-8e70-cbad63a6e7ec | booking_date: 2025-03-29 00:00:00 | ship_date: 2025-04-05 00:00:00 | expected_delivery_date: 2025-04-15 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: Normal | weight_kg: 6412.5 | volume_cbm: 59.75 | declared_value: 104655.93 | insurance: False | fragile: False
shipment_id: fa6b6a34-28a1-4421-aeb3-26ef9e4118a5 | booking_id: ALC-2025-104640 | customer_id: c07a61c7-a2e3-47b5-b121-c44d429ed88b | product_id: 060ebf65-38cf-4871-92c3-52b6e1a3aff0 | carrier_id: ed72986c-3d36-4519-b0ed-2914a8227293 | warehouse_id: 7ad93e35-2361-47a3-860b-013adc92a2c6 | route_id: ff6620e6-084b-4dac-a3cb-91b68520e2ab | vehicle_id: 2d45bc6c-3f02-41da-b94b-c2e9323b33b4 | customs_id: f762d9af-a028-4d56-a2d9-28645994157e | weather_id: 6e83c276-7f05-4a12-842b-a97a83f84b03 | booking_date: 2025-10-20 00:00:00 | ship_date: 2025-10-29 00:00:00 | expected_delivery_date: 2025-11-24 00:00:00 | shipping_mode: Air | shipment_type: Export | priority: Normal | weight_kg: 18938.82 | volume_cbm: 48.46 | declared_value: 110971.8 | insurance: False | fragile: False
shipment_id: 053cefed-bf80-41ba-8591-5bce0427bfd3 | booking_id: ALC-2025-104641 | customer_id: 07b47b71-2061-4aaf-804a-9273cb0b4fd5 | product_id: 895fd8c9-090e-45c0-99c1-9b4bc1320f13 | carrier_id: 1bd7ed71-a1e4-464d-818c-5f922dd285c4 | warehouse_id: fbc28c7f-7ff7-4a8b-b429-bd4dfde22446 | route_id: 26ff1488-b343-46b9-9dae-1f72e6c8d752 | vehicle_id: 7ae8a2a8-7174-49a8-a4b9-cb4df75d071f | customs_id: 4340ac16-c6e6-4a21-aa95-29bdf0694351 | weather_id: 6138eadd-5518-481c-95ae-30100e4a4072 | booking_date: 2025-07-11 00:00:00 | ship_date: 2025-07-12 00:00:00 | expected_delivery_date: 2025-07-16 00:00:00 | shipping_mode: Air | shipment_type: Import | priority: Normal | weight_kg: 11776.06 | volume_cbm: 56.63 | declared_value: 16789.78 | insurance: True | fragile: False
shipment_id: f95300dc-48e8-4f84-ac04-6e20ae9871ed | booking_id: ALC-2025-104642 | customer_id: 8a8cafae-cd5b-40ac-acdf-73820a36e132 | product_id: b5792dc0-c7bb-4474-a684-513435a55dc8 | carrier_id: cc9c3c88-e51b-41ff-90f5-e0ab5a8aef6b | warehouse_id: 4867ec07-e99a-4df1-85c8-2e079ab53f17 | route_id: 9b5e6b6f-d6bd-4bbd-a9eb-a550b0796faa | vehicle_id: 73eefb0b-3048-48f7-9306-3465f83e81f8 | customs_id: 2f2aeb92-291e-4a39-83d8-a2a55f881fcb | weather_id: c7402327-fab9-462e-9c0b-ff76c1e02602 | booking_date: 2025-02-09 00:00:00 | ship_date: 2025-02-19 00:00:00 | expected_delivery_date: 2025-02-27 00:00:00 | shipping_mode: Road | shipment_type: Import | priority: Normal | weight_kg: 4807.17 | volume_cbm: 4.69 | declared_value: 190159.53 | insurance: True | fragile: True
shipment_id: 06127c2d-bbc7-426c-b4de-ecc429becd05 | booking_id: ALC-2025-104643 | customer_id: 0ab37a1e-cf76-41a7-9e16-1ace7b78009b | product_id: 16487dea-287c-43a1-afba-06ae2bd3faa6 | carrier_id: d287b9f0-5f6f-4eb0-a929-59181ab258ee | warehouse_id: 9f7b05f0-4919-4df5-9824-8bbcb701a98e | route_id: 4bceb89e-30fb-4f1d-bc6b-3fc9bc10a44f | vehicle_id: 2de1127a-8c27-4db5-83e4-c019524acc76 | customs_id: 67a27285-4b12-4756-821c-0105a362c49a | weather_id: a81cd345-66cb-437d-bc16-d33c8cd6d717 | booking_date: 2025-03-07 00:00:00 | ship_date: 2025-03-15 00:00:00 | expected_delivery_date: 2025-03-17 00:00:00 | shipping_mode: Rail | shipment_type: Import | priority: Normal | weight_kg: 6261.93 | volume_cbm: 61.08 | declared_value: 62191.94 | insurance: True | fragile: False
shipment_id: fd155d01-307a-4958-a091-9b64b41429e2 | booking_id: ALC-2025-104644 | customer_id: f011e2b1-f5d8-4f7f-8ef8-bc51dabc9538 | product_id: 3af79dc3-4a65-4108-bf0e-74c219547945 | carrier_id: c9486184-c0f2-4994-87d4-e3a6875983c5 | warehouse_id: aa2a7412-d7a1-4ced-af60-e54b1901616a | route_id: 65229fca-9a0f-459a-9569-bac3946fc29d | vehicle_id: eea0b416-3939-4e1e-bafe-80a8803d7431 | customs_id: 62562dd8-5a47-43a9-9006-1b7a95a6760b | weather_id: f996c433-7d92-41db-9653-e05c96677851 | booking_date: 2025-09-17 00:00:00 | ship_date: 2025-09-24 00:00:00 | expected_delivery_date: 2025-09-30 00:00:00 | shipping_mode: Air | shipment_type: Import | priority: Urgent | weight_kg: 6271.92 | volume_cbm: 72.33 | declared_value: 8285.82 | insurance: False | fragile: False
shipment_id: dcbb2074-b04d-446f-b596-68e4d8efefef | booking_id: ALC-2025-104645 | customer_id: 6425db96-9e98-4c43-9f84-d96f009df059 | product_id: f87e4cef-b77e-45fa-9b13-4c39c5fe0f35 | carrier_id: 8cc71bda-75d1-4633-be7b-8a50432c7e21 | warehouse_id: ea23571e-a5cc-4719-b249-69b148a125e0 | route_id: d48e0a0c-2bfc-44ad-87b4-33ff696714c4 | vehicle_id: 5150fe1c-2e6e-4e5c-9166-fdd175b0160a | customs_id: a9ed668a-05c5-4b75-a095-15090fda5f35 | weather_id: 1ce41a14-8e85-4b2c-9da9-a09a7896506a | booking_date: 2025-03-29 00:00:00 | ship_date: 2025-04-07 00:00:00 | expected_delivery_date: 2025-04-13 00:00:00 | shipping_mode: Sea | shipment_type: Import | priority: High | weight_kg: 885.15 | volume_cbm: 15.24 | declared_value: 17259.29 | insurance: True | fragile: True
shipment_id: 64b442c1-e2b4-4372-8421-e524e10a8ae2 | booking_id: ALC-2025-104646 | customer_id: 23ae1a05-6e6a-470f-a014-44e68e177a07 | product_id: d8a715a3-4fb8-4335-90fc-9b85b23410a1 | carrier_id: 9e0862cf-99bf-4f0b-a9bf-89fabcfc80f3 | warehouse_id: 7dbf48c2-e51b-4b1f-8dfa-cf351dc7e221 | route_id: 3865e6ea-70d2-40fc-b422-a0cda6b00cab | vehicle_id: 4abc7341-ca3f-4a62-9046-a9fc0523cff6 | customs_id: b7367f0d-0602-44b6-9aa0-0475405ce480 | weather_id: 96575144-d7b6-435e-b899-92f720e9e67d | booking_date: 2025-05-29 00:00:00 | ship_date: 2025-06-04 00:00:00 | expected_delivery_date: 2025-06-14 00:00:00 | shipping_mode: Air | shipment_type: Import | priority: Normal | weight_kg: 21833.13 | volume_cbm: 30.81 | declared_value: 59713.76 | insurance: False | fragile: False
