Sheet Name: Shipment_Delivery_History

history_id: 09a35845-c050-47bf-badb-06bc4fb95131 | shipment_id: 5fd50c5c-973f-43bc-a629-06e4b5cd541b | actual_delivery_date: 2026-01-13 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 288fed5c-c337-4365-ade8-4500ff5f7dfe | shipment_id: f3658274-feb1-4900-8af7-d2f92a167270 | actual_delivery_date: 2025-01-17 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 6907872c-09bc-419d-a61d-4ee8d3671b65 | shipment_id: fdd8cbe2-e087-463c-8bbe-427a79bd8428 | actual_delivery_date: 2025-12-23 00:00:00 | delivery_status: Delayed | delivery_attempts: 4
history_id: ee217d13-bff6-470f-871f-2cc3a931dd32 | shipment_id: cdc97032-36d8-4c68-9a5f-8bb3c1c35cc2 | actual_delivery_date: 2025-03-25 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 8541716f-0154-419c-8290-8e4532f320c6 | shipment_id: d45f083e-e0b6-43da-8682-d533c6a530c1 | actual_delivery_date: 2025-12-14 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 26a6ea82-836c-4a39-8c87-25f88a4e3bef | shipment_id: 885c46a0-9872-4734-9572-659126301830 | actual_delivery_date: 2025-03-05 00:00:00 | delivery_status: Delayed | delivery_attempts: 4
history_id: 77540771-f95b-4ffd-bcd9-8bc08837bb1b | shipment_id: 394d7203-7cf4-46a5-91ec-8df24816dd5c | actual_delivery_date: 2026-02-02 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 8dd72108-8732-409b-9f53-d257f9f7d5c5 | shipment_id: a2dbc176-f1ad-411c-bb58-d0ea1930be58 | actual_delivery_date: 2026-03-15 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 6b3cc3e1-0b5a-4520-ab92-4ba2ca05dfed | shipment_id: d1a8149d-68d1-47e6-a97f-cfe07023bcf9 | actual_delivery_date: 2025-07-15 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: ed690221-3649-4435-bfd9-87d6c8f5b5ba | shipment_id: 6cb81ed0-f1b8-4065-91b4-27d3fc6bcc52 | actual_delivery_date: 2025-09-13 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: b708cc49-1fb0-4e08-abe9-045d82261408 | shipment_id: 87de4283-0ce3-48e7-93b0-e01f8368c828 | actual_delivery_date: 2025-06-19 00:00:00 | delivery_status: Delayed | delivery_attempts: 2
history_id: 97c464d9-91da-468a-9a02-5a9d236b69de | shipment_id: 03831690-670f-4504-953f-a796129152d0 | actual_delivery_date: 2025-08-08 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 09126494-c30b-4bac-9b00-c957c6ff09e9 | shipment_id: 04ec553b-7522-427a-912f-1730a6a7ffdf | actual_delivery_date: 2026-03-22 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 1911057a-809b-42a9-8fbb-288e2fbdd2d0 | shipment_id: 82cf93c2-15e1-460a-8fdd-6463b7c28b55 | actual_delivery_date: 2025-05-04 00:00:00 | delivery_status: Delayed | delivery_attempts: 3
history_id: 3cc7ef15-cc80-4900-9709-351bce9773c8 | shipment_id: 1aa9d4aa-e182-4138-81d7-ce0281167ff9 | actual_delivery_date: 2025-12-24 00:00:00 | delivery_status: Delayed | delivery_attempts: 1
history_id: 8fd94b35-7016-43cf-8dde-8b33c3af1ddf | shipment_id: 4e5a1dbf-e895-4e59-a76d-51f358014244 | actual_delivery_date: 2025-02-23 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 5e4ad914-b780-4e17-bd4d-eec27718f755 | shipment_id: 8354feff-28c3-4050-a164-c044dd74b06f | actual_delivery_date: 2025-07-21 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: ce76cc80-f99c-4fb5-860f-4df9433cee42 | shipment_id: f3c2a28a-7cc1-4276-be67-3f27289afdd1 | actual_delivery_date: 2025-03-23 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 2ce7eb25-1ccb-4b8d-913e-812af995c8fe | shipment_id: c4e2f4ee-02d5-458a-8759-0d5ec2ce5b9c | actual_delivery_date: 2026-04-15 00:00:00 | delivery_status: Delayed | delivery_attempts: 4
history_id: a988c373-5feb-4848-9051-b607a969eb48 | shipment_id: 2fe7fe8d-5e81-4c12-9148-6bdf6bf293fb | actual_delivery_date: 2026-03-20 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 98c71ff1-e899-42f1-9afd-34ebbd19bbcc | shipment_id: 38410151-9279-4058-88c2-87bbbbca4857 | actual_delivery_date: 2025-11-09 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 234f17cb-58e8-477b-8219-ead695f04fa7 | shipment_id: 91dbe769-249a-49a0-8b03-670f0780670c | actual_delivery_date: 2025-12-15 00:00:00 | delivery_status: Delayed | delivery_attempts: 4
history_id: 936ef871-67af-4fad-823d-49975aba3189 | shipment_id: 75eb32ac-a8bc-4eab-a937-e653bafbe94a | actual_delivery_date: 2026-04-07 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 0fc1b068-90f9-4a9c-a0f4-48233b1628e0 | shipment_id: 1f1e6091-117c-4766-b004-feef5dbbe226 | actual_delivery_date: 2026-01-21 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: a18eee8a-2f8d-41fa-a875-ebe0b413f17e | shipment_id: edaceea2-0814-43e5-9325-08b794d481a7 | actual_delivery_date: 2025-06-21 00:00:00 | delivery_status: Delayed | delivery_attempts: 4
history_id: f74d722b-e409-4eb2-b6d0-57eaf8dba269 | shipment_id: 71de851a-417b-4015-a7c0-3062bc98a386 | actual_delivery_date: 2025-06-14 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: ef483f5c-5410-42cc-99cf-c851e62edc1a | shipment_id: 597526e2-b593-44ec-80b3-7dc645bcaa28 | actual_delivery_date: 2026-01-24 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: efba2550-aefe-4449-adf3-1bfd27eb5a61 | shipment_id: a751810f-27ae-480a-b8ad-c0c2ea183b65 | actual_delivery_date: 2026-02-21 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: ae2d4263-cdc3-4a72-a566-5330fcc3b008 | shipment_id: 76436977-fee6-4bb6-b423-8fd976929fa8 | actual_delivery_date: 2025-05-20 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 1bec0ff5-51db-4de7-9b64-e80e9bb7986f | shipment_id: 1c039fa2-825d-40c9-8db5-d8b4f0efa75c | actual_delivery_date: 2025-11-11 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 2765f555-b1f1-4d7a-8942-cee342faded7 | shipment_id: a7059768-50ad-470c-99f5-aed8ea55d584 | actual_delivery_date: 2026-01-17 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 22381fa9-011b-4ea7-bbb4-7d78b68a3382 | shipment_id: 9cab5d25-65d4-4ffc-8053-0acb1509b6ba | actual_delivery_date: 2025-06-17 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: fd19afa3-6b68-4aa2-8ec9-3d5fc8330d1c | shipment_id: 8d676bfe-72ff-4de4-bd77-b5fac6d3218f | actual_delivery_date: 2025-09-23 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: a192eced-8874-409f-b3af-db850318f34c | shipment_id: 10efaf01-c371-4fc2-808d-288ce93c29d8 | actual_delivery_date: 2025-12-11 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 706c30c2-52a8-4f6a-af45-f35e8c5f183f | shipment_id: d1a7b081-f35f-47be-bf92-95d542530bf2 | actual_delivery_date: 2025-07-08 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 3c01d3f9-86d9-4c0a-ba22-437c8887158e | shipment_id: d5fa30ee-8191-430f-a6d2-7f119cd27515 | actual_delivery_date: 2025-02-07 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: d34cb434-86f7-4ec7-af5a-4f7a0c0739ae | shipment_id: 554512a7-a7b6-4ecf-803b-f3b15645668b | actual_delivery_date: 2025-08-06 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 9121f6f4-31ae-4687-a1cf-414d19e05136 | shipment_id: ca5eb80e-7d6f-400b-b829-66af4443779f | actual_delivery_date: 2025-02-11 00:00:00 | delivery_status: Delayed | delivery_attempts: 2
history_id: 993729d6-0245-4f60-8f8f-869f44da445c | shipment_id: 4dcf6026-b703-40ea-9f74-5cb37aa093a3 | actual_delivery_date: 2025-12-22 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 52b6cbbe-2fee-40fe-a508-ca6d33984939 | shipment_id: e1a5309a-85da-4d6f-b709-c8812bad5296 | actual_delivery_date: 2025-12-11 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 23d61b61-d548-48b7-8310-8741b6ca6185 | shipment_id: 29a31c7e-7468-4b4f-b3f3-607d74bc7038 | actual_delivery_date: 2026-01-13 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: ac86bc2c-b0d9-47b7-b75a-45b9cbf0234b | shipment_id: aeb2ee09-cc0e-48b2-af90-3597fb2d2980 | actual_delivery_date: 2025-01-23 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 0392441c-496e-4ef9-a0fc-6cf7a6c2ca9a | shipment_id: f526c997-cfa2-4d55-824d-535f53e3bb53 | actual_delivery_date: 2025-12-16 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 1f461ce4-22a4-4725-9838-9649a885b594 | shipment_id: 8b4734d0-b049-4cf9-ba53-139b32adc45b | actual_delivery_date: 2025-05-03 00:00:00 | delivery_status: Delayed | delivery_attempts: 3
history_id: 21f938bd-22cf-46d6-ad41-06b7b736edd1 | shipment_id: 63d7b93d-305a-4a4a-b070-3e72257879ad | actual_delivery_date: 2025-10-24 00:00:00 | delivery_status: Delayed | delivery_attempts: 3
history_id: b32cd1d7-576c-496d-af8d-fd9102e07197 | shipment_id: 3ab68a8f-c2b5-48c2-9c8f-ade17e632232 | actual_delivery_date: 2025-06-05 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 88f6887a-2e39-49cf-b964-21793c33e131 | shipment_id: e62f3f8a-d234-44aa-ae9d-096591cf242a | actual_delivery_date: 2025-08-27 00:00:00 | delivery_status: Delayed | delivery_attempts: 3
history_id: badbd949-a169-48bb-bd30-01301e9772e4 | shipment_id: 750283f7-54c6-46cc-8cd3-e65fa3474160 | actual_delivery_date: 2025-09-20 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 5a13484d-f421-43b5-a824-4f03fa1c51d5 | shipment_id: bb7a801a-e9ca-4da6-b9bd-7209ff3e096f | actual_delivery_date: 2025-07-22 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 85a041d4-26de-426f-aa20-0b6fa66d2498 | shipment_id: 4f28d6ec-524a-4f71-a15e-805468ee65b5 | actual_delivery_date: 2025-12-02 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 1ad84642-1618-4746-8f0b-6b98b06c1a0e | shipment_id: c661fe67-6cb3-4827-9817-4062b2bbe3f3 | actual_delivery_date: 2025-09-15 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 72940d98-a656-4105-aa98-24e369ce9697 | shipment_id: 4b1f3ef6-d64e-4b92-beea-048430171d51 | actual_delivery_date: 2025-11-15 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 4323230d-7a5c-44ef-8e02-0b476002f491 | shipment_id: 66e501eb-47ed-48b8-8594-fa2d0bffb95c | actual_delivery_date: 2025-06-22 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: b0d3b9fb-5c61-4d45-b4b0-29c31d199d09 | shipment_id: 6e402c05-aff7-441b-94c8-fdb8c20f0412 | actual_delivery_date: 2026-01-22 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: c6388be1-d3a4-428c-b5ed-a95928481b4a | shipment_id: 239a52ab-d587-4821-a7fa-50a0510459df | actual_delivery_date: 2025-08-07 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 6d56a5ff-6e2d-403e-9273-3906ac4bbd9c | shipment_id: 1c6a275d-70c3-4eb2-b060-f1c170128f17 | actual_delivery_date: 2025-12-30 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: f3a6e2ad-5215-42ad-9b8d-9747250d20a6 | shipment_id: d8c2ecdf-cc2a-4281-8158-7db9391e0737 | actual_delivery_date: 2025-09-19 00:00:00 | delivery_status: Delayed | delivery_attempts: 3
history_id: 50b93ebf-17cb-4806-a578-d459cf2dc3e3 | shipment_id: 444753bf-eb2c-4384-af85-15757959e342 | actual_delivery_date: 2025-08-20 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 99585196-9c96-424f-bfa9-b29fbc47d0e4 | shipment_id: 814ea0a5-d79a-4b21-b348-bfca5541ea47 | actual_delivery_date: 2026-01-15 00:00:00 | delivery_status: Delayed | delivery_attempts: 3
history_id: e0c0dd84-1cfe-4dd3-8a36-4016a262866d | shipment_id: da9c2259-373b-4cd3-a3b9-2f8f968cc8ec | actual_delivery_date: 2025-09-05 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: ae5983f0-c7f0-41ae-be11-73766ac1898f | shipment_id: 02856c13-c72e-4587-be99-d0446e051d50 | actual_delivery_date: 2026-01-31 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: bedcc409-b491-4378-8103-97ca7d59cc8f | shipment_id: e88f6e7b-1440-476a-b127-cd2eb66daf55 | actual_delivery_date: 2025-10-19 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: bcef98a9-3b8d-4a58-93d2-8ea63ab8e671 | shipment_id: 58614887-8639-4d2d-b79a-396cdc5d28b6 | actual_delivery_date: 2025-11-19 00:00:00 | delivery_status: Delayed | delivery_attempts: 4
history_id: 587cb323-fa06-4dc2-8119-b6f878624b97 | shipment_id: 68a0b091-e6da-47d2-b23d-adfe933e6270 | actual_delivery_date: 2025-02-27 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: f445f52a-d013-4be9-840d-674d51619b89 | shipment_id: 22186279-47c2-470d-8be5-903d5be755b6 | actual_delivery_date: 2026-04-10 00:00:00 | delivery_status: Delayed | delivery_attempts: 4
history_id: 611a34cd-e632-424e-b953-93f67bed088b | shipment_id: d92434f0-fcb9-4f36-9951-cc9e771d6c9c | actual_delivery_date: 2025-05-17 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: a472b7cf-d0db-483c-8a6c-023cc4fc96e2 | shipment_id: dea58622-8b17-498c-8356-06e9dfac6d4c | actual_delivery_date: 2026-02-25 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: d374d74f-a947-4450-8c41-0793adb9b861 | shipment_id: 8c70f828-d668-464c-a820-adfa5344dfc4 | actual_delivery_date: 2025-06-07 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: a02a538c-7738-4f22-b51a-82945103a981 | shipment_id: f3f9efcd-8694-4f8e-942e-823e46203e52 | actual_delivery_date: 2026-02-23 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 5e027bd0-a37b-4db1-94cc-96e8f7d9f7bc | shipment_id: e37f2939-958b-4ebb-8024-101186d9e7fb | actual_delivery_date: 2025-05-15 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: ed12779c-296a-481d-a163-a15944ef7897 | shipment_id: 6b3314cc-7ef3-4cf5-8efe-1074c7abdd0e | actual_delivery_date: 2025-12-18 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 75039561-0fc3-46a4-b14d-10b5e8c819bc | shipment_id: 4588f5ca-5a97-4abd-8cd8-e3496c25aa48 | actual_delivery_date: 2025-10-09 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 23879bd1-9235-4019-9a6f-63e2a5351e40 | shipment_id: efff2ae2-648c-439b-b1fb-db55b52ec664 | actual_delivery_date: 2025-02-03 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: c71b0fbf-c337-4b15-8a71-73c95384dd1e | shipment_id: ba171ec7-634b-4b36-8e60-5f6ed1460e26 | actual_delivery_date: 2026-03-07 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 2d4d69b2-50e9-48e0-86ee-21b0b4277529 | shipment_id: 177051c8-bfa8-48ae-95cb-39ba2cd52144 | actual_delivery_date: 2026-03-05 00:00:00 | delivery_status: Delayed | delivery_attempts: 2
history_id: 9b472cbc-f60f-47d4-b29d-a1d8aebe8461 | shipment_id: fb7459b5-e012-4eb8-b4d1-544723f2b8ca | actual_delivery_date: 2025-03-03 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 443d063e-a4cb-4189-9f42-21c27d4e713a | shipment_id: 4bfb238a-5078-4b01-bef8-38b631b70d3f | actual_delivery_date: 2025-04-29 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 3a792a49-8805-4022-846c-01df7af3ffbb | shipment_id: 3a769ca0-2eb7-4fe2-bde3-ead8388d08ca | actual_delivery_date: 2025-11-11 00:00:00 | delivery_status: Delayed | delivery_attempts: 3
history_id: 5e272653-cbf7-4192-8fbe-ea2ef0fbdddf | shipment_id: 0eb3a9a5-0c68-4d7b-9baf-46d8701b6400 | actual_delivery_date: 2026-01-24 00:00:00 | delivery_status: Delayed | delivery_attempts: 3
history_id: 3eeadb80-c6ae-4c83-ab53-54984174215f | shipment_id: 9e026e9f-ef14-470a-9108-6906711fce20 | actual_delivery_date: 2025-02-09 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 83a92aa4-cbf8-45e4-a515-95813544f6b9 | shipment_id: 91cd3f35-00e3-4d33-87bd-5e1c2947f4bd | actual_delivery_date: 2025-06-22 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 10ca9459-ff59-46cd-b8cb-e1bb00370736 | shipment_id: fa1a8cc6-0606-4e4e-a3a6-d4b7e1e6d1bf | actual_delivery_date: 2025-12-13 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 91942b29-dd17-4262-b45e-e6fecf0b75a2 | shipment_id: d022cc8e-c914-4081-8ae8-026201a742d9 | actual_delivery_date: 2025-12-09 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 0edaadab-5412-40ea-b83f-204a5802c819 | shipment_id: 6b7c25bd-ce18-4adf-a62c-c04eaebef45f | actual_delivery_date: 2025-05-28 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 6f8c1b0e-0730-4329-808d-39cbf7362cd8 | shipment_id: 900d9fd9-f1d9-4896-b70e-83c4d3e38813 | actual_delivery_date: 2026-04-10 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: c8cff8c6-4d08-42ca-944a-bae52f7daa86 | shipment_id: 06d351ac-e5b8-4a2e-b308-17d8f5a18925 | actual_delivery_date: 2025-12-26 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: cb19c2ea-2774-4363-93bf-8d17264be082 | shipment_id: 1e7abbf9-298d-4c99-969b-5dc72320574a | actual_delivery_date: 2025-10-09 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 5c093de7-f448-4df5-a02b-eb482af20330 | shipment_id: 1b06653d-1bf5-4c47-8a1a-e805cbf48702 | actual_delivery_date: 2026-01-13 00:00:00 | delivery_status: Delayed | delivery_attempts: 4
history_id: aeb69ec3-8099-4861-b81b-b11adf862e30 | shipment_id: b803c40f-3e13-4448-bc63-f1ab07d53ba9 | actual_delivery_date: 2025-06-10 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 132236c5-c729-4b19-b8d6-0c6fe6c24370 | shipment_id: a3ecb7e2-a761-4b06-9179-1bf4b320f9c2 | actual_delivery_date: 2025-02-14 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 0575ea02-ce69-4b39-9884-1a8a260c8076 | shipment_id: 8aced15d-d09a-42e1-a5cc-52d1e63eb142 | actual_delivery_date: 2025-07-03 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 5c81d062-b77a-496a-bcc8-85c3db449626 | shipment_id: cae88f72-e89a-4014-a392-c25adb5e3569 | actual_delivery_date: 2025-08-08 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: f1e9bb40-b1ef-47dc-a8fc-9c01f624b859 | shipment_id: f9c559f4-680e-4987-a7be-8ed1cfd9aa31 | actual_delivery_date: 2025-05-03 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: e7dca7a3-9f00-4603-a9a8-57cbec4a2384 | shipment_id: 13931fe0-7e7a-4a6e-9919-78445f181cfa | actual_delivery_date: 2026-02-26 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: bd3e774e-2a57-4cf5-81f3-5fcd971bdf6b | shipment_id: 1d0760d0-88d2-4e2c-8ea2-7cdfed297304 | actual_delivery_date: 2025-04-15 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: a3cd5e1b-d072-45a2-b1dd-e215fd1e9f3c | shipment_id: 91a1d138-e193-42a5-a4ff-e0da3a551ae3 | actual_delivery_date: 2025-03-09 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: ec88cba2-5459-4986-90a3-51d865fefefd | shipment_id: 8ac25843-e2d9-4768-bf05-3bd03597a9ea | actual_delivery_date: 2026-02-08 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: cb217ebe-a87f-4961-b09e-2872d684bdde | shipment_id: 710ff24f-d065-424f-8bbb-d2b7d58708d1 | actual_delivery_date: 2025-06-18 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: c5a5add6-f82d-490d-888e-ed30b756c21c | shipment_id: 4e1055f6-84f6-4676-a450-cd619bce8e31 | actual_delivery_date: 2025-10-25 00:00:00 | delivery_status: Delayed | delivery_attempts: 3
history_id: 33c8d8a7-bf3b-4c28-ab98-6854d32bb64c | shipment_id: 784a8116-eb7e-40b7-b53f-96b42f431670 | actual_delivery_date: 2025-11-10 00:00:00 | delivery_status: Delayed | delivery_attempts: 3
history_id: 9818e286-ce76-4653-8e93-d7e4b53c7d7a | shipment_id: cc4270c9-4416-4f83-80d8-077bc630ce7e | actual_delivery_date: 2025-08-10 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: a967ad35-1020-47cb-9476-5cb1d333b5bc | shipment_id: 08ba7349-0324-456c-a684-6feef459bb82 | actual_delivery_date: 2025-02-12 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 6ec0df5c-c9dc-43e7-b730-6faff9b64083 | shipment_id: 5bf7b27a-2b10-490f-8b80-4d0dffb9e05b | actual_delivery_date: 2025-02-21 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 493aee90-52dc-4e20-9b7c-eda31f328b88 | shipment_id: 8731eaf7-6be8-4d65-b605-43e3e72b377a | actual_delivery_date: 2025-08-12 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: fa66a453-b704-42ad-8dbf-d03ec17118aa | shipment_id: 8dcba478-29a8-4c85-a8aa-027db2dc5824 | actual_delivery_date: 2025-07-30 00:00:00 | delivery_status: Delayed | delivery_attempts: 2
history_id: 705ccdae-dc8c-49cd-9f32-4f1d6ef28e10 | shipment_id: e319e45f-3173-4810-8d58-1841b317c737 | actual_delivery_date: 2025-09-03 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: aee182ce-c93b-41a8-b989-6d9992a1edde | shipment_id: 0bd0534f-ece2-4839-b3e3-2824870bcac9 | actual_delivery_date: 2026-01-14 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: c3faf24e-343c-4b39-8c29-907a640f9bbf | shipment_id: 5b2b8f1f-53ab-47f9-9e2f-285be8442331 | actual_delivery_date: 2025-10-01 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: f86bb9e7-801a-4d46-9e15-6bc1f8afb758 | shipment_id: 6926e781-09a6-4e4a-ba5b-7ae453b3e6e3 | actual_delivery_date: 2025-06-10 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: b3ff8a17-cbb9-4fae-b868-5a29a5eea97c | shipment_id: 9701ff4e-e32a-4e37-b950-f75427b9e821 | actual_delivery_date: 2025-02-26 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 592defea-7e07-4921-95ff-b617c6d3060b | shipment_id: 216231d3-8b66-4fb4-af79-3e4fa143c62f | actual_delivery_date: 2025-02-20 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 2a2532c7-788d-47e7-a697-fc51f219519c | shipment_id: 2a65daca-c69d-4f37-97ba-857debe160ac | actual_delivery_date: 2025-10-31 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 3a67894e-2f31-4c3b-b1a3-0c84ee07eaf9 | shipment_id: 0ec605f4-5bc6-48de-81e3-3df0cb9b8947 | actual_delivery_date: 2025-11-15 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 5247080b-8bfa-4230-a258-4597a3cf0843 | shipment_id: dfc0415e-a67e-47a3-bd7c-f5e668528939 | actual_delivery_date: 2025-11-23 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: eb925af4-a621-4a25-ae1d-b62ace3f4dd0 | shipment_id: 35f532b9-18b5-453b-b803-142b2b0bc47d | actual_delivery_date: 2026-03-19 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 115c555a-1132-46a4-b03c-8c5f181b09d6 | shipment_id: 62eb3e14-0bd1-4ccc-9d95-35e344b57ebb | actual_delivery_date: 2025-12-25 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 7ca39b42-bb7a-44b6-a3b9-f57552d6344a | shipment_id: 304e6422-dacd-4d85-9452-75c6210cd9f9 | actual_delivery_date: 2025-10-10 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 7024621b-5066-4bca-a280-ac8892abcb02 | shipment_id: 16d8f41f-ca1c-4340-8e35-4ea30e403a26 | actual_delivery_date: 2025-03-24 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 7d0aaab8-2347-470a-b7c5-9fbcc59f30a8 | shipment_id: 8687196c-6382-4b1d-baff-a0d06c6fd857 | actual_delivery_date: 2025-07-04 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: d5a81df9-8349-4306-8fd5-28684b7b2be8 | shipment_id: b7eff90d-221f-4010-b821-c84f3d089a5c | actual_delivery_date: 2026-04-07 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 3e31ac66-e11d-4394-99e0-37c80bd29038 | shipment_id: 49ddd1fd-93de-4ff0-9e78-75e6d1b3791a | actual_delivery_date: 2025-05-17 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
history_id: 16115844-4db1-49d9-906f-625ea937348e | shipment_id: 5292f6ff-2c55-4bdd-aa2d-75cc8e3228c0 | actual_delivery_date: 2025-08-30 00:00:00 | delivery_status: Delayed | delivery_attempts: 2
history_id: 6ead5532-5a36-488f-b4bf-41be53971797 | shipment_id: a0964bf7-5329-4825-822e-6c385c5dc5b4 | actual_delivery_date: 2025-10-30 00:00:00 | delivery_status: Delivered | delivery_attempts: 2
history_id: 4487099b-c0b1-4058-894b-dcd60573efa6 | shipment_id: ba1fb390-1078-4cc7-bf06-0ee174d20a94 | actual_delivery_date: 2025-07-20 00:00:00 | delivery_status: Delivered | delivery_attempts: 1
